Time,q,qdot,pelv_gyro_x,pelv_gyro_y,pelv_gyro_z,pelv_acc_x,pelv_acc_y,pelv_acc_z,leg_gyro_x,leg_gyro_y,leg_gyro_z,leg_acc_x,leg_acc_y,leg_acc_z,Label
147929,1.4941,-12.1016,-0.096167,0.0178235,0.205175,1.31031,10.9735,0.0913831,0.149653,0.10583,1.75878,1.91285,10.6087,2.35297,85
147939,1.35911,-14.875,-0.220672,0.0840171,0.103533,0.976067,10.5589,0.73948,0.0687573,0.229693,1.63858,1.32989,9.68303,1.8371,86
147949,1.23447,-12.8359,-0.339716,0.135755,-0.00390175,0.708095,9.82373,1.20448,-0.0223296,0.30546,1.48857,0.70407,8.74364,0.976549,86
147959,1.11406,-14.2578,-0.43562,0.172319,-0.105185,0.635102,8.91876,1.39419,-0.108423,0.328472,1.28887,0.247032,7.87135,0.17136,87
147969,0.995556,-9.94531,-0.50004,0.200995,-0.190046,0.829821,7.91049,1.29004,-0.178195,0.315589,1.05286,0.0684651,7.01366,-0.431577,88
147979,0.878973,-12.7734,-0.533155,0.231287,-0.259097,1.15906,6.91216,1.07742,-0.22784,0.290439,0.807177,0.0720998,6.05285,-0.682963,89
147989,0.774279,-9.23438,-0.533155,0.231287,-0.259097,1.15906,6.91216,1.07742,-0.22784,0.290439,0.807177,0.0720998,6.05285,-0.682963,90
147999,0.668817,-9.9375,-0.538536,0.267867,-0.320129,1.38229,6.08024,1.00466,-0.232056,0.290836,0.604303,0.107954,5.04648,-0.631166,91
148009,0.571026,-10.6016,-0.518855,0.307994,-0.379313,1.43077,5.4487,1.07852,-0.158504,0.352108,0.51058,0.0984744,4.34666,-0.696769,92
148019,0.480521,-9.28906,-0.472958,0.343323,-0.434265,1.44506,4.96842,1.0993,-0.026725,0.450268,0.496227,0.0518319,4.08333,-0.827366,93
148029,0.395768,-8.74219,-0.403188,0.37006,-0.482233,1.43993,4.70822,1.06637,0.107714,0.536685,0.481043,-0.242854,4.10134,-0.753314,94
148039,0.315617,-9.02344,-0.31869,0.386818,-0.528871,1.34233,4.67867,1.11736,0.201226,0.580243,0.428182,-0.894904,4.27261,-0.587316,95
148049,0.24352,-7.45312,-0.227536,0.389291,-0.582634,1.22036,4.75117,1.17752,0.24428,0.571924,0.330551,-1.51531,4.49633,-0.450236,95
148059,0.17986,-7.66406,-0.136301,0.376042,-0.648242,1.09815,4.91599,1.10824,0.25993,0.528428,0.192207,-1.84375,4.79027,-0.33416,96
148069,0.133073,-3.94531,-0.0501381,0.348104,-0.721771,0.937873,5.2579,0.869559,0.260269,0.466951,0.0254848,-1.95061,5.27033,-0.294514,97
148079,0.105078,-3.07812,-0.0501381,0.348104,-0.721771,0.937873,5.2579,0.869559,0.260269,0.466951,0.0254848,-1.95061,5.27033,-0.294514,98
148089,0.10201,0.5,0.0308041,0.307505,-0.787269,0.773684,5.80484,0.494231,0.244706,0.38995,-0.156461,-1.9467,5.90403,-0.375517,99
148099,0.103927,-0.0625,0.108278,0.257274,-0.82279,0.63485,6.5028,0.154605,0.215967,0.306765,-0.348569,-1.88293,6.49247,-0.51649,0
148109,0.105845,0.210938,0.179602,0.200219,-0.819979,0.535598,7.18897,0.0277328,0.181319,0.239184,-0.552118,-1.72634,6.89641,-0.759655,1
148119,0.112364,1.03906,0.240008,0.137372,-0.786807,0.54221,7.67021,0.128332,0.149357,0.181901,-0.754377,-1.12916,7.10463,-1.19772,2
148129,0.119651,0.640625,0.292703,0.0707036,-0.736535,0.72858,7.77106,0.278333,0.121107,0.123906,-0.908925,0.596111,7.08808,-1.80879,3
148139,0.124636,0.164062,0.345081,0.0163034,-0.688347,0.916885,7.68329,0.515757,0.10397,0.110374,-0.971792,3.55688,6.99058,-2.57154,4
148149,0.12502,-0.0078125,0.408215,-0.010832,-0.641574,0.831165,8.14234,1.08982,0.127455,0.0996161,-0.924552,7.11298,7.26531,-3.18353,4
148159,0.122719,-1.11719,0.49128,-0.0118685,-0.565874,0.596564,9.50003,1.66932,0.223482,-0.078057,-0.748344,10.7329,8.20268,-3.02124,5
148169,0.118117,-0.421875,0.49128,-0.0118685,-0.565874,0.596564,9.50003,1.66932,0.36538,-0.362367,-0.440802,13.7891,9.62779,-2.15545,6
148179,0.100092,-2.07031,0.566459,0.0134175,-0.447441,0.494587,11.3863,1.74584,0.36538,-0.362367,-0.440802,13.7891,9.62779,-2.15545,7
148189,0.0759322,-3.57812,0.583937,0.0567667,-0.289067,0.619295,13.4,1.25005,0.485742,-0.515648,-0.0567698,15.6554,11.0852,-1.21047,8
148199,0.0391166,-3.83594,0.525348,0.101529,-0.0895083,0.99906,15.101,0.361087,0.548948,-0.497458,0.304342,16.1418,12.1125,-0.148616,9
148209,0.00230098,-3.57812,0.401252,0.144736,0.117451,1.58255,15.8188,-0.552353,0.571074,-0.368673,0.600176,14.9208,12.5116,1.15091,10
148219,-0.0222428,-2.33594,0.228678,0.180569,0.272593,2.14694,15.4198,-1.04448,0.564933,-0.17745,0.811269,12.07,12.4422,2.36937,11
148229,-0.0272282,-0.59375,0.0371632,0.200758,0.353287,2.50639,14.4819,-0.979218,0.496305,0.00482825,0.868869,8.39479,12.1695,3.1816,11
148239,-0.0253107,0.953125,-0.131364,0.212791,0.377359,2.69501,13.5318,-0.648932,0.359305,0.132228,0.760517,4.60722,11.8713,3.31703,12
148249,-0.0195583,0.859375,-0.246187,0.229569,0.36014,2.77569,12.7301,-0.355406,0.194055,0.211882,0.541555,1.2095,11.6171,2.53078,13
148259,-0.0103544,2.00781,-0.298226,0.257107,0.302832,2.58528,12.0577,-0.113189,0.0756257,0.282105,0.328105,-0.385152,11.4384,0.819637,14
148269,0.00115049,1.96875,-0.301777,0.303567,0.199908,1.7618,11.775,0.434097,0.0756257,0.282105,0.328105,-0.385152,11.4384,0.819637,15
148279,0.00690293,-0.0234375,-0.301777,0.303567,0.199908,1.7618,11.775,0.434097,0.0765652,0.346256,0.183313,0.581828,11.515,-1.6412,16
148289,0.00383496,-0.539062,-0.273372,0.365461,0.057878,0.245424,12.3428,1.25628,0.190138,0.385522,0.046418,2.77953,12.1497,-4.16477,17
148299,-0.00115049,-1.78125,-0.215372,0.411309,-0.0738705,-1.48995,13.7018,1.53158,0.363167,0.402188,-0.061307,5.50292,13.3443,-5.20562,18
148309,-0.00728643,0.398438,-0.154855,0.427451,-0.146459,-2.92531,15.2355,1.08229,0.530149,0.422866,-0.0759874,7.37271,14.6061,-4.53673,18
148319,-0.00766992,0.5,-0.134253,0.427962,-0.149832,-3.665,16.0358,0.447245,0.641087,0.479038,-0.0491785,6.21665,15.1664,-3.18794,19
148329,-0.00460195,-0.890625,-0.17089,0.418478,-0.10936,-3.44888,15.1825,-0.31826,0.684631,0.584208,-0.0754493,2.50484,14.4452,-1.39601,20
148339,0.0118884,2.08594,-0.252975,0.39772,-0.0746334,-2.56322,12.6382,-1.19444,0.643615,0.692299,-0.18844,-0.0975317,12.2938,1.10257,21
148350,0.0402671,4.58594,-0.357935,0.387615,-0.0856554,-1.75231,9.41639,-1.32198,0.49944,0.756146,-0.35689,0.466829,9.36782,3.67049,22
148359,0.0912721,8.75,-0.357935,0.387615,-0.0856554,-1.75231,9.41639,-1.32198,0.49944,0.756146,-0.35689,0.466829,9.36782,3.67049,23
148369,0.162986,8.60156,-0.449948,0.410508,-0.150173,-1.39116,6.80229,-0.231583,0.275766,0.795771,-0.560076,1.43542,7.01637,4.44356,24
148379,0.245438,10.375,-0.4707,0.449142,-0.230491,-1.22438,5.57244,1.00952,0.0668919,0.86046,-0.87004,1.19894,5.77237,2.79217,25
148389,0.331724,8.75781,-0.40104,0.488827,-0.284723,-0.9577,5.52016,1.4014,-0.0159748,1.06853,-1.26256,0.780247,5.40207,0.0569186,25
148399,0.419545,7.00781,-0.279483,0.536447,-0.307685,-0.653537,6.14052,1.04757,0.00800422,1.44782,-1.5416,0.755766,5.82909,-2.36548,26
148409,0.507749,10.3828,-0.150618,0.593735,-0.313071,-0.569058,7.21148,0.339338,0.0569744,1.81676,-1.63702,1.03021,6.90495,-3.96568,27
148419,0.598637,7.82031,-0.0403677,0.648714,-0.309838,-0.782437,8.48913,-0.489452,0.122469,2.01071,-1.61857,1.24025,8.30982,-4.59894,28
148429,0.692594,8.94531,0.039443,0.678235,-0.297935,-1.22391,9.661,-1.17298,0.210761,1.99162,-1.54086,1.14679,9.66817,-4.28137,29
148439,0.783866,7.71094,0.0843176,0.659409,-0.27948,-1.86862,10.5291,-1.5125,0.29263,1.76911,-1.41897,0.855977,10.6728,-3.53111,30
148449,0.880507,7.9375,0.0843176,0.659409,-0.27948,-1.86862,10.5291,-1.5125,0.29263,1.76911,-1.41897,0.855977,10.6728,-3.53111,31
148459,0.976381,11.6094,0.101422,0.582216,-0.256938,-2.58357,10.9912,-1.60569,0.336295,1.38795,-1.26735,0.711478,11.1662,-2.83968,32
148469,1.07149,10.5469,0.106097,0.456713,-0.232293,-3.09577,10.8832,-1.64245,0.344859,0.824938,-1.17271,0.36242,11.0285,-1.35077,32
148479,1.16506,10.8203,0.110356,0.305327,-0.206429,-3.25,10.2313,-1.60677,0.34258,0.203313,-1.17993,-0.354524,10.3066,1.07741,33
148489,1.26094,8.99219,0.118695,0.150555,-0.177316,-3.0547,9.34407,-1.41264,0.337348,-0.163817,-1.20578,-0.682636,9.36039,2.53284,34
148499,1.35451,9.66406,0.130971,0.0113863,-0.145739,-2.57636,8.45738,-1.13219,0.335652,-0.321997,-1.18203,-0.360973,8.4999,2.71999,35
148509,1.45038,9.58594,0.143888,-0.0988534,-0.115725,-1.99343,7.77451,-0.838596,0.349471,-0.456634,-1.11387,0.205146,7.84097,2.19805,36
148519,1.54204,8.64062,0.155183,-0.177678,-0.092917,-1.50889,7.45556,-0.612206,0.364052,-0.614722,-1.01657,0.898787,7.50903,0.890713,37
148529,1.63408,10.5156,0.155183,-0.177678,-0.092917,-1.50889,7.45556,-0.612206,0.364052,-0.614722,-1.01657,0.898787,7.50903,0.890713,38
148539,1.72497,9.53125,0.167111,-0.23058,-0.0771173,-1.13938,7.40907,-0.590017,0.362925,-0.806394,-0.912982,1.80209,7.47181,-0.527069,39
148549,1.81815,10.5781,0.18027,-0.261013,-0.0636654,-0.8174,7.46668,-0.709533,0.353748,-0.935857,-0.853508,2.40714,7.51791,-1.49984,39
148559,1.91096,10.5469,0.193281,-0.271786,-0.052988,-0.493283,7.5144,-0.811587,0.358051,-0.99431,-0.844857,2.29714,7.58804,-2.08764,40
148569,2.0053,9.29688,0.205802,-0.270627,-0.0472535,-0.164592,7.60097,-0.834547,0.387166,-1.04961,-0.839236,1.7657,7.80569,-2.40493,41
148579,2.10348,12.9609,0.215956,-0.264785,-0.049852,0.082115,7.8335,-0.780416,0.429435,-1.08072,-0.825023,1.07944,8.21037,-2.58883,42
148589,2.19935,7.64844,0.221126,-0.258486,-0.0636641,0.247668,8.16412,-0.738797,0.458314,-1.07643,-0.8424,0.688129,8.62231,-2.6212,43
148599,2.29944,9.88281,0.221126,-0.258486,-0.0636641,0.247668,8.16412,-0.738797,0.458314,-1.07643,-0.8424,0.688129,8.62231,-2.6212,44
148609,2.39532,8.875,0.216292,-0.252315,-0.0894865,0.364737,8.60433,-0.717749,0.451208,-1.05845,-0.91,0.768158,8.99178,-2.47706,45
148619,2.49848,11.1953,0.195789,-0.244886,-0.130168,0.432611,9.11684,-0.67761,0.412121,-1.02722,-1.00246,0.782016,9.39525,-2.41915,46
148629,2.59512,12.7109,0.160071,-0.238611,-0.181222,0.567613,9.53551,-0.715141,0.356045,-0.981182,-1.09828,0.82509,9.71991,-2.35852,46
148639,2.69674,11.2188,0.112377,-0.232626,-0.233945,0.764826,9.82988,-0.85415,0.298028,-0.910097,-1.19522,1.18887,9.89496,-2.00125,47
148649,2.79799,10.9922,0.0561161,-0.222589,-0.286171,0.864703,9.93966,-1.02759,0.244836,-0.798636,-1.28753,1.56425,9.96726,-1.55972,48
148659,2.89731,9.49219,-0.00308639,-0.211564,-0.332251,0.828129,9.79958,-1.2136,0.190894,-0.674943,-1.35896,1.9485,9.9062,-1.26516,49
148669,3.00047,11.3828,-0.0596978,-0.205624,-0.363433,0.605488,9.5768,-1.29355,0.135712,-0.581184,-1.40007,2.38542,9.70964,-1.07006,50
148679,3.09942,12.7188,-0.108826,-0.211599,-0.373761,0.192164,9.37544,-1.16368,0.0823072,-0.536485,-1.4012,2.80586,9.48263,-0.97859,51
148689,3.19912,11.2109,-0.108826,-0.211599,-0.373761,0.192164,9.37544,-1.16368,0.0823072,-0.536485,-1.4012,2.80586,9.48263,-0.97859,52
148699,3.295,8.52344,-0.146759,-0.239816,-0.352742,-0.203756,9.1852,-0.887273,0.0312216,-0.536006,-1.35272,3.34488,9.28316,-0.960418,53
148709,3.38819,9.1875,-0.172505,-0.295107,-0.294715,-0.471383,9.08379,-0.527575,-0.0178307,-0.556346,-1.25614,3.7134,9.14455,-1.0749,54
148719,3.47639,8.24219,-0.184736,-0.375918,-0.205542,-0.602124,9.05502,-0.226531,-0.0640872,-0.575344,-1.12188,3.76167,9.06847,-1.47589,54
148729,3.56038,8.59375,-0.182714,-0.47251,-0.0946072,-0.588929,9.10082,-0.109185,-0.0980836,-0.545469,-0.972585,3.86783,8.97304,-2.14742,55
148739,3.63708,6.28906,-0.166753,-0.565102,0.0237685,-0.469651,9.25264,-0.124721,-0.108437,-0.451454,-0.823377,4.12194,8.86398,-2.93793,56
148749,3.70879,5.52344,-0.135836,-0.634007,0.13719,-0.171076,9.39964,-0.188348,-0.0943729,-0.371319,-0.672368,4.39231,8.84344,-3.54786,57
148759,3.76977,6.16406,-0.0932305,-0.665115,0.234473,0.310144,9.55737,-0.27587,-0.0632672,-0.345866,-0.52491,4.52519,9.00098,-3.71754,58
148769,3.83381,4.46094,-0.0486673,-0.653928,0.303689,0.828705,9.88607,-0.381619,-0.0255838,-0.334396,-0.396309,4.41744,9.376,-3.43791,59
148779,3.8875,5.77344,-0.0127948,-0.610021,0.347235,1.28198,10.4139,-0.419275,-0.0255838,-0.334396,-0.396309,4.41744,9.376,-3.43791,60
148789,3.93007,3.90625,-0.0127948,-0.610021,0.347235,1.28198,10.4139,-0.419275,0.00539312,-0.330688,-0.295228,4.26868,9.92783,-2.84223,61
148799,3.97532,3.55469,0.00731253,-0.553678,0.374411,1.54844,11.0021,-0.386846,0.015627,-0.348412,-0.210385,4.33493,10.5811,-2.18217,61
148809,4.01175,2.0625,0.015217,-0.501059,0.393429,1.52276,11.6203,-0.284903,0.00225148,-0.360046,-0.126953,4.47352,11.2499,-1.84415,62
148819,4.02671,0.046875,0.0259091,-0.459233,0.416332,1.28696,12.2522,-0.163292,-0.0274885,-0.361551,-0.0352514,4.75291,11.8227,-1.82619,63
148829,4.02287,-0.140625,0.0509629,-0.425768,0.447915,0.938836,12.7112,-0.234779,-0.0735291,-0.359763,0.0891704,5.46667,12.2202,-1.85038,64
148839,4.01789,-1.03125,0.0950559,-0.39214,0.486386,0.430623,12.9211,-0.511954,-0.146913,-0.342126,0.27265,6.29917,12.469,-1.94398,65
148849,3.99296,-4.15625,0.169604,-0.355035,0.533417,-0.297637,13.0959,-0.846974,-0.255928,-0.314661,0.509218,6.61252,12.7386,-1.98024,66
148859,3.94272,-6.09375,0.292706,-0.311282,0.601173,-1.19544,13.348,-1.26685,-0.40452,-0.309872,0.778759,6.41955,13.0827,-1.636,67
148869,3.86219,-8.55469,0.45443,-0.251426,0.699106,-2.04325,13.4335,-1.79984,-0.586307,-0.3252,1.07731,6.28632,13.2878,-0.915222,68
148879,3.76785,-9.09375,0.45443,-0.251426,0.699106,-2.04325,13.4335,-1.79984,-0.586307,-0.3252,1.07731,6.28632,13.2878,-0.915222,68
148889,3.66392,-11.1406,0.595506,-0.161809,0.803607,-2.63831,13.2376,-2.09239,-0.76441,-0.326111,1.3992,5.80795,13.3135,-0.0358358,69
148899,3.55578,-9.82812,0.655923,-0.0492609,0.885067,-2.8985,12.8467,-1.85884,-0.903944,-0.414165,1.72779,4.4412,13.2664,1.00318,70
148909,3.43958,-13.7656,0.613241,0.0490801,0.942343,-2.83889,12.3705,-1.20696,-1.00324,-0.605527,2.01648,2.69047,13.1187,2.31329,71
148919,3.32338,-11.6328,0.467979,0.0984588,0.977057,-2.70668,11.9715,-0.268876,-1.06442,-0.67486,2.20447,0.769341,12.9285,3.36384,72
148929,3.21063,-9.21094,0.251561,0.0757564,0.983079,-2.72026,11.6444,0.618759,-1.08914,-0.58898,2.28606,-1.23377,12.7254,3.19685,73
148939,3.09136,-12.0469,0.0331934,-0.0251275,0.968533,-2.74911,11.2665,0.985587,-1.08001,-0.508771,2.29705,-2.6139,12.3099,1.46508,74
148949,2.96749,-14.4219,-0.126609,-0.175335,0.942447,-2.58345,10.8695,0.888683,-1.00769,-0.471436,2.26563,-2.93384,11.5544,-1.2614,75
148959,2.84056,-13.1094,-0.209843,-0.326845,0.895952,-2.25637,10.5745,0.704913,-1.00769,-0.471436,2.26563,-2.93384,11.5544,-1.2614,75
148969,2.70863,-11.7344,-0.209843,-0.326845,0.895952,-2.25637,10.5745,0.704913,-0.831716,-0.430562,2.21017,-2.50828,10.7099,-3.97329,76
148979,2.57288,-15.3438,-0.221594,-0.443053,0.82392,-1.79206,10.3338,0.368233,-0.562494,-0.364152,2.15173,-1.83308,10.1939,-5.84111,77
148989,2.43213,-13.6094,-0.17188,-0.503322,0.738044,-1.02842,10.0509,-0.359325,-0.268349,-0.314403,2.10842,-1.10419,10.1974,-6.34257,78
148999,2.28755,-15.2969,-0.0832818,-0.499019,0.651184,0.0401091,9.84246,-1.30502,-0.0237164,-0.333262,2.0832,-0.2987,10.6214,-5.32644,79
149009,2.14604,-15.3828,0.00399596,-0.438755,0.567276,1.10553,9.88161,-2.02115,0.132079,-0.394765,2.06363,0.555857,11.191,-3.20115,80
149019,2.00568,-11.9375,0.0497891,-0.343836,0.48555,1.85106,10.1425,-2.19572,0.192693,-0.428698,2.02723,1.28751,11.594,-0.811265,81
149029,1.86456,-14.8984,0.0360035,-0.238213,0.402125,2.21412,10.3877,-1.90375,0.175822,-0.381098,1.9585,1.7471,11.5953,1.02597,82
149039,1.72573,-15.5156,0.0360035,-0.238213,0.402125,2.21412,10.3877,-1.90375,0.175822,-0.381098,1.9585,1.7471,11.5953,1.02597,82
149049,1.59496,-11.4922,-0.0322597,-0.140601,0.313753,2.23131,10.458,-1.28972,0.11906,-0.246342,1.85789,1.89313,11.1382,1.95682,83
149059,1.46265,-12.375,-0.134996,-0.0611218,0.222325,1.93596,10.321,-0.51092,0.0374665,-0.0828943,1.7361,1.85594,10.3458,2.18901,84
149069,1.3338,-13.9141,-0.248732,-0.000282477,0.126795,1.41991,9.93537,0.199671,-0.0719597,0.0408365,1.60053,1.62906,9.40337,1.95245,85
149079,1.20955,-10.1016,-0.353693,0.045209,0.0274703,0.866465,9.33875,0.780843,-0.177828,0.0968486,1.43791,1.11847,8.44585,1.26568,86
149089,1.09143,-14.1328,-0.433056,0.0779499,-0.0647038,0.516396,8.56424,1.15548,-0.25528,0.09163,1.23835,0.657618,7.54662,0.41588,87
149099,0.974847,-10.0938,-0.47838,0.106111,-0.139606,0.504243,7.61415,1.2308,-0.302089,0.0618693,1.02901,0.496284,6.71465,-0.271764,88
149109,0.860949,-13.3281,-0.490593,0.138721,-0.196875,0.747671,6.63058,1.14376,-0.310121,0.0456812,0.868059,0.479824,5.8972,-0.708981,89
149119,0.754337,-9.65625,-0.474878,0.177895,-0.245513,0.991125,5.81926,1.12728,-0.25692,0.0884888,0.791628,0.410621,5.14146,-0.965392,89
149129,0.650026,-9.90625,-0.435806,0.218268,-0.295672,1.10953,5.2303,1.19064,-0.133572,0.209005,0.765289,0.224723,4.60903,-1.15307,90
149139,0.550317,-8.08594,-0.435806,0.218268,-0.295672,1.10953,5.2303,1.19064,-0.133572,0.209005,0.765289,0.224723,4.60903,-1.15307,91
149149,0.455977,-9.29688,-0.374025,0.252439,-0.347943,1.23519,4.83204,1.14711,0.0131319,0.342247,0.734659,-0.00992618,4.35233,-1.20416,92
149159,0.36854,-9.23438,-0.293306,0.279422,-0.399546,1.36556,4.68775,1.03921,0.137936,0.43424,0.670657,-0.300762,4.29089,-1.05099,93
149169,0.288006,-6.88281,-0.202598,0.300337,-0.454439,1.40044,4.75246,1.01083,0.226488,0.475496,0.56549,-0.742825,4.38702,-0.81823,94
149179,0.212073,-8.59375,-0.109514,0.309733,-0.51885,1.37975,4.8704,0.987581,0.276603,0.466477,0.426842,-1.24616,4.59852,-0.613372,95
149189,0.143428,-5.75781,-0.0213226,0.301189,-0.596915,1.31009,5.02894,0.875664,0.299325,0.422619,0.264359,-1.63364,4.86544,-0.431609,96
149199,0.0874371,-4.08594,0.0551535,0.274918,-0.686955,1.15653,5.3094,0.711225,0.303629,0.361402,0.0879577,-1.79749,5.22869,-0.302745,96
149209,0.0437186,-2.46094,0.117689,0.237966,-0.773623,0.918461,5.83573,0.571883,0.290459,0.300479,-0.0943585,-1.55884,5.72912,-0.251625,97
149219,0.0207088,-0.570312,0.168139,0.199798,-0.835541,0.647964,6.65099,0.491105,0.290459,0.300479,-0.0943585,-1.55884,5.72912,-0.251625,98
149229,0.0168738,0.0078125,0.168139,0.199798,-0.835541,0.647964,6.65099,0.491105,0.256051,0.276417,-0.280189,-0.96474,6.32817,-0.302235,99
149239,0.0172573,-0.546875,0.212776,0.162979,-0.855725,0.450546,7.56832,0.45212,0.203818,0.302939,-0.469167,-0.337837,6.89344,-0.511642,0
149249,0.0207088,1.73438,0.259353,0.125463,-0.827028,0.413747,8.31465,0.493131,0.152585,0.298035,-0.656607,0.498803,7.24963,-0.670785,1
149259,0.0253107,0.015625,0.312002,0.0881921,-0.756157,0.528923,8.77961,0.706023,0.121,0.193623,-0.818028,2.42013,7.24174,-0.527091,2
149269,0.0260777,0.351562,0.366002,0.0591197,-0.668397,0.674313,9.06995,1.18053,0.11516,0.0682992,-0.899747,5.42211,7.06759,-0.58426,3
149279,0.0253107,0.695312,0.417053,0.0438464,-0.586972,0.717847,9.52084,1.76549,0.149564,-0.0441188,-0.850726,8.40663,7.34004,-1.27808,4
149289,0.0230098,-0.34375,0.469611,0.0398284,-0.496971,0.712402,10.4815,1.96133,0.251548,-0.266522,-0.656317,11.245,8.29027,-1.82161,4
149299,0.0149563,-2.49219,0.469611,0.0398284,-0.496971,0.712402,10.4815,1.96133,0.251548,-0.266522,-0.656317,11.245,8.29027,-1.82161,5
149309,-0.00536895,-2.80469,0.503605,0.0603688,-0.382562,0.722869,11.8902,1.61413,0.407708,-0.516423,-0.351677,13.6907,9.71035,-1.67151,6
149319,-0.0318302,-3.72656,0.484356,0.115702,-0.247831,0.82245,13.3724,0.868723,0.548599,-0.556135,-0.0101906,14.6897,11.2196,-1.295,7
149329,-0.0621264,-1.94531,0.40673,0.188046,-0.0933423,1.22111,14.5184,-0.16951,0.625032,-0.398123,0.290459,14.1262,12.2489,-0.892057,8
149339,-0.0866701,-2.57812,0.282174,0.257238,0.0582189,1.84139,14.953,-1.05347,0.641193,-0.180203,0.506825,12.3679,12.5288,-0.270486,9
149349,-0.104311,-0.726562,0.126109,0.307297,0.171874,2.39445,14.6172,-1.29456,0.60827,0.0174969,0.628392,9.956,12.1969,0.620513,10
149359,-0.116199,-1.13281,-0.0334409,0.331681,0.236493,2.74984,13.8594,-0.92997,0.533087,0.167275,0.638949,7.49336,11.5322,1.43643,11
149369,-0.118117,-0.484375,-0.165579,0.342167,0.257447,2.93592,13.045,-0.375636,0.429255,0.265224,0.542065,5.258,10.9008,1.73887,12
149379,-0.116199,1.32812,-0.24985,0.356687,0.243858,3.03239,12.3532,0.0333719,0.429255,0.265224,0.542065,5.258,10.9008,1.73887,12
149389,-0.111981,0.359375,-0.24985,0.356687,0.243858,3.03239,12.3532,0.0333719,0.316476,0.324013,0.375042,3.31176,10.498,1.25997,13
149399,-0.104311,0.710938,-0.276101,0.386839,0.204631,2.97052,11.7706,0.209361,0.237371,0.378401,0.171711,2.49169,10.069,-0.0257295,14
149409,-0.095874,0.15625,-0.259357,0.445945,0.126725,2.37328,11.4253,0.606765,0.261328,0.448129,-0.0169544,3.20918,9.73613,-2.0382,15
149419,-0.0947235,-0.664062,-0.21858,0.529572,0.00019205,0.943849,11.8646,1.39955,0.39968,0.515001,-0.149002,4.29265,10.4073,-4.2538,16
149429,-0.0977915,0.078125,-0.151133,0.593387,-0.124819,-0.993185,13.3876,1.64109,0.567345,0.543095,-0.214903,5.69407,12.4115,-4.88399,17
149439,-0.105461,-0.734375,-0.0901189,0.610784,-0.193443,-2.78865,15.4322,0.848463,0.675538,0.575298,-0.184517,6.8937,14.9127,-3.37533,18
149449,-0.115049,-1.67969,-0.0948404,0.593065,-0.193826,-3.9321,16.9193,-0.526142,0.690355,0.673494,-0.0967631,5.9215,16.6052,-1.27107,19
149459,-0.113515,0.742188,-0.186051,0.564345,-0.147421,-4.13762,16.7409,-1.88434,0.633304,0.828391,-0.0672148,2.39964,16.4131,0.272432,19
149469,-0.101243,2.74219,-0.186051,0.564345,-0.147421,-4.13762,16.7409,-1.88434,0.633304,0.828391,-0.0672148,2.39964,16.4131,0.272432,20
149479,-0.0705633,4.76562,-0.339077,0.544397,-0.102034,-3.33822,14.2426,-2.47256,0.522408,0.981381,-0.162657,-1.54698,14.1132,0.902658,21
149489,-0.0141894,5.89062,-0.503742,0.535501,-0.0992935,-1.99067,10.2723,-1.94048,0.357133,1.07468,-0.364279,-3.56845,10.6533,0.87809,22
149499,0.0575244,6.26562,-0.6185,0.545521,-0.148258,-0.891155,6.75037,-0.806204,0.146421,1.09409,-0.642227,-3.78151,7.50812,0.675508,23
149509,0.136908,7.73438,-0.62608,0.580094,-0.213344,-0.22216,4.70527,0.105895,-0.0717392,1.0838,-0.962702,-3.19605,5.50067,0.158323,24
149519,0.222044,9.42969,-0.525387,0.635812,-0.260631,0.150069,4.1084,0.470957,-0.213952,1.20747,-1.22561,-2.19381,4.63494,-1.08303,25
149529,0.308331,8.04688,-0.368109,0.713848,-0.286489,0.198422,4.5989,0.462206,-0.229822,1.52675,-1.39157,-0.992629,4.73588,-2.593,26
149539,0.396151,7.28125,-0.203794,0.806132,-0.294485,-0.00780367,5.70292,0.225661,-0.129132,1.83601,-1.48307,0.0299138,5.67942,-3.49976,27
149549,0.483205,11.2734,-0.0629706,0.892123,-0.296707,-0.425228,7.0942,-0.221872,0.0363004,2.00065,-1.5108,0.525874,7.23989,-3.6502,27
149559,0.575628,10.8047,0.0408616,0.945124,-0.30176,-1.02148,8.5333,-0.833879,0.0363004,2.00065,-1.5108,0.525874,7.23989,-3.6502,28
149569,0.668817,10.5469,0.0408616,0.945124,-0.30176,-1.02148,8.5333,-0.833879,0.246273,2.07864,-1.50495,0.554136,8.99937,-3.1855,29
149579,0.76239,7.13281,0.10405,0.940054,-0.304272,-1.75132,9.77968,-1.39798,0.483494,2.05365,-1.45588,0.262778,10.4792,-2.44713,30
149589,0.861332,9.75781,0.1289,0.865449,-0.297617,-2.59773,10.6353,-1.70638,0.633228,1.80759,-1.3579,-0.027612,11.3411,-1.9922,31
149599,0.959891,8.08594,0.126832,0.730019,-0.277784,-3.39097,10.9684,-1.79098,0.642926,1.35995,-1.27574,-0.0566567,11.4575,-1.88856,32
149609,1.06113,11.7422,0.116026,0.559343,-0.245505,-3.83944,10.707,-1.7607,0.5709,0.878672,-1.23167,0.0321199,10.9293,-1.92428,33
149619,1.15893,9.71094,0.111009,0.382612,-0.203587,-3.81372,9.92993,-1.6129,0.471721,0.476521,-1.20397,0.145903,10.0275,-1.90758,34
