Time,q,qdot,pelv_gyro_x,pelv_gyro_y,pelv_gyro_z,pelv_acc_x,pelv_acc_y,pelv_acc_z,leg_gyro_x,leg_gyro_y,leg_gyro_z,leg_acc_x,leg_acc_y,leg_acc_z,Label
45729,0.491642,7.25781,-0.113874,0.623585,-0.487344,-1.44182,9.69386,-2.23703,-0.126435,2.51323,-1.75173,0.266664,9.85096,-5.61939,27
45739,0.578312,8.94531,-0.051957,0.653124,-0.486449,-2.06681,10.7243,-1.99569,0.000261481,2.25072,-1.63623,1.39344,10.6514,-5.765,28
45749,0.662298,8.07812,-0.022853,0.627483,-0.462278,-2.78016,11.0813,-1.84873,0.165916,1.77762,-1.48871,1.61251,11.0041,-5.13578,29
45759,0.752036,11.2734,-0.00422783,0.539258,-0.414988,-3.43491,10.7865,-1.71901,0.311215,1.24019,-1.34932,1.30744,10.85,-3.92521,30
45769,0.844075,11.1562,-0.00422783,0.539258,-0.414988,-3.43491,10.7865,-1.71901,0.311215,1.24019,-1.34932,1.30744,10.85,-3.92521,31
45780,0.940716,8.5,0.0253572,0.406296,-0.342667,-3.84003,9.97584,-1.44676,0.412708,0.598048,-1.21789,0.849902,10.2476,-1.89471,32
45789,1.03889,11.2812,0.0757941,0.248772,-0.25253,-3.97694,8.99199,-0.9428,0.46858,-0.0867986,-1.09252,0.716099,9.35228,0.412414,33
45799,1.13592,11.1328,0.140525,0.0834676,-0.159489,-3.82065,8.14681,-0.445101,0.472543,-0.529995,-1.0063,0.796474,8.43648,1.59552,34
45809,1.23716,13.0625,0.205806,-0.0686574,-0.0774748,-3.35635,7.58498,-0.146141,0.43634,-0.71601,-0.965005,0.853411,7.75661,1.41631,35
45819,1.33917,10.5156,0.26425,-0.191326,-0.00960464,-2.63294,7.28409,-0.126711,0.393927,-0.754673,-0.95057,1.07695,7.39682,0.554768,35
45829,1.44386,11.8984,0.312748,-0.275153,0.0436314,-1.80232,7.1901,-0.344735,0.365337,-0.711887,-0.955648,1.3655,7.32198,-0.359292,36
45839,1.54779,10.5859,0.349304,-0.318342,0.0777295,-1.01003,7.28086,-0.605167,0.362633,-0.685846,-0.963798,1.47037,7.47436,-1.03531,37
45849,1.65133,10.0938,0.373905,-0.329857,0.0944844,-0.278516,7.51341,-0.835654,0.394818,-0.695674,-0.96425,1.54384,7.7302,-1.31707,38
45859,1.75603,11.6406,0.385047,-0.31846,0.0935916,0.288614,7.79431,-0.95238,0.394818,-0.695674,-0.96425,1.54384,7.7302,-1.31707,39
45869,1.85881,9.17969,0.385047,-0.31846,0.0935916,0.288614,7.79431,-0.95238,0.461885,-0.729843,-0.965177,1.45832,7.95026,-1.30959,40
45879,1.96273,9.5625,0.383726,-0.293974,0.0703497,0.628125,7.93534,-0.924124,0.554499,-0.795909,-0.958105,1.0229,8.08609,-1.3229,41
45889,2.06359,8.22656,0.374462,-0.268887,0.0276078,0.81737,7.91133,-0.87064,0.645845,-0.895619,-0.928133,0.595602,8.17148,-1.27938,42
45899,2.16522,11.3359,0.35838,-0.24978,-0.0280886,0.870094,7.92331,-0.800443,0.713351,-1.02846,-0.904794,0.285329,8.27068,-1.03957,42
45909,2.26339,9.25,0.333819,-0.239179,-0.0899129,0.824154,8.02834,-0.729754,0.751165,-1.21436,-0.917271,0.194825,8.4547,-0.621266,43
45919,2.35697,8.77344,0.297674,-0.235623,-0.150059,0.794652,8.19828,-0.710234,0.76554,-1.39804,-0.967257,0.578829,8.7484,-0.0689437,44
45929,2.45284,12.4453,0.247177,-0.232727,-0.210091,0.773958,8.46514,-0.697178,0.739533,-1.48579,-1.04195,1.03167,9.09366,0.320423,45
45939,2.53759,8.07031,0.186964,-0.230309,-0.272156,0.737451,8.76845,-0.721005,0.63267,-1.49008,-1.11445,1.22592,9.3882,0.150503,46
45949,2.62887,10.7188,0.186964,-0.230309,-0.272156,0.737451,8.76845,-0.721005,0.63267,-1.49008,-1.11445,1.22592,9.3882,0.150503,47
45959,2.71323,6.97656,0.124687,-0.233198,-0.330214,0.69512,9.0817,-0.835742,0.464148,-1.42103,-1.17793,1.46445,9.541,-0.433652,48
45969,2.79799,7.92188,0.0657813,-0.239566,-0.381692,0.596816,9.36968,-1.01377,0.300835,-1.23616,-1.23666,1.90445,9.53719,-1.03371,49
45979,2.87891,7.46875,0.0149665,-0.245221,-0.421049,0.420093,9.498,-1.15656,0.183323,-0.986468,-1.27615,2.3467,9.42298,-1.55225,50
45989,2.96404,10.6719,-0.0275597,-0.253234,-0.440864,0.142662,9.49674,-1.17797,0.118205,-0.774244,-1.28066,2.59219,9.26086,-2.0086,50
45999,3.04343,8.55469,-0.0642669,-0.273512,-0.435474,-0.187014,9.43374,-1.11619,0.0940194,-0.639722,-1.24727,2.7298,9.12606,-2.13394,51
46009,3.12319,8.14844,-0.0963067,-0.314304,-0.398919,-0.48942,9.31326,-1.01536,0.0852585,-0.575018,-1.17748,2.91405,9.09034,-1.75992,52
46019,3.20181,6.85156,-0.123976,-0.379447,-0.33133,-0.748077,9.21778,-0.969327,0.0629585,-0.560127,-1.07433,3.19856,9.14713,-1.28289,53
46029,3.27851,8.57812,-0.145053,-0.464728,-0.236203,-0.950336,9.25036,-0.939373,0.0152215,-0.579531,-0.942714,3.50991,9.24408,-1.28547,54
46040,3.35022,5.23438,-0.145053,-0.464728,-0.236203,-0.950336,9.25036,-0.939373,0.0152215,-0.579531,-0.942714,3.50991,9.24408,-1.28547,55
46049,3.41273,6.40625,-0.154766,-0.559576,-0.121152,-1.068,9.46765,-0.825313,-0.0386463,-0.579735,-0.796963,3.84058,9.35949,-1.79547,56
46059,3.47486,5.125,-0.151558,-0.652221,0.000153921,-1.00891,9.80686,-0.710524,-0.0716489,-0.506704,-0.653808,4.26566,9.46851,-2.2912,57
46069,3.53085,4.78906,-0.139829,-0.728153,0.113185,-0.683554,10.1078,-0.561808,-0.086064,-0.40172,-0.517673,4.51386,9.51329,-2.68152,58
46079,3.56958,3.53125,-0.122616,-0.778171,0.208013,-0.0435326,10.2262,-0.45914,-0.0916129,-0.323377,-0.395241,4.59735,9.42046,-3.06008,58
46089,3.60716,3.02344,-0.098239,-0.794003,0.27248,0.831141,10.1049,-0.571266,-0.0876817,-0.269387,-0.290074,4.70618,9.24173,-3.35531,59
46099,3.65012,4.66406,-0.0653314,-0.767509,0.29894,1.67611,9.97338,-0.742287,-0.070985,-0.205768,-0.207496,4.52626,9.19143,-3.55557,60
46109,3.68693,3.96094,-0.026314,-0.708708,0.299336,2.2412,10.1079,-0.85082,-0.0435751,-0.1548,-0.156543,4.16855,9.40106,-3.43196,61
46119,3.70994,1.26562,0.0106653,-0.636764,0.289271,2.47617,10.4165,-0.932555,-0.0230928,-0.166538,-0.119603,4.05745,9.85479,-2.98243,62
46129,3.72758,0,0.0412112,-0.562503,0.275239,2.44231,10.7934,-0.986798,-0.0239383,-0.21266,-0.070115,4.08814,10.4679,-2.68166,63
46139,3.73218,0.101562,0.0721203,-0.491048,0.26412,2.18931,11.2669,-1.07419,-0.0447735,-0.266273,0.00519847,4.26425,11.071,-2.74935,64
46149,3.72912,-0.445312,0.0721203,-0.491048,0.26412,2.18931,11.2669,-1.07419,-0.0447735,-0.266273,0.00519847,4.26425,11.071,-2.74935,65
46159,3.72221,-0.390625,0.111016,-0.423377,0.266675,1.72829,11.7743,-1.22432,-0.0788166,-0.324609,0.114682,4.72612,11.5319,-2.97233,65
46169,3.71531,-1.15625,0.163645,-0.360079,0.293788,1.02032,12.2367,-1.36353,-0.129312,-0.371823,0.266598,5.35843,11.8661,-2.9601,66
46179,3.68386,-4.74219,0.240313,-0.299551,0.354664,0.113069,12.5193,-1.49812,-0.212562,-0.386672,0.465922,5.75685,12.1369,-2.4026,67
46189,3.62979,-4.17969,0.352482,-0.231586,0.455688,-0.873797,12.5509,-1.72754,-0.343462,-0.38134,0.719243,5.75683,12.3835,-1.51283,68
46199,3.55846,-6.97656,0.490778,-0.148342,0.593191,-1.79173,12.4046,-1.99429,-0.510031,-0.445247,1.03097,5.78221,12.5329,-0.575171,69
46209,3.4668,-9.78125,0.618747,-0.0493924,0.741094,-2.42101,12.054,-2.07047,-0.68629,-0.617975,1.37906,5.72687,12.4783,0.544927,70
46219,3.36595,-11.8359,0.696951,0.0570762,0.86567,-2.71818,11.5844,-1.85878,-0.865968,-0.777247,1.70915,5.06029,12.3895,1.94338,71
46229,3.26202,-9.46094,0.696215,0.151609,0.952475,-2.85215,11.2652,-1.37068,-1.03557,-0.763831,1.96325,3.53706,12.4915,3.26082,72
46239,3.15924,-10.3281,0.696215,0.151609,0.952475,-2.85215,11.2652,-1.37068,-1.03557,-0.763831,1.96325,3.53706,12.4915,3.26082,73
46249,3.05225,-8.8125,0.601753,0.207205,1.0044,-2.93427,11.1707,-0.684373,-1.16784,-0.604678,2.12025,1.41048,12.6814,3.83882,73
46259,2.93643,-8.59375,0.426613,0.199419,1.02136,-3.04937,11.2046,-0.00790545,-1.24151,-0.433169,2.19091,-0.773195,12.7257,3.09258,74
46269,2.8187,-11.5781,0.224939,0.119443,0.999451,-3.15747,11.2134,0.31309,-1.23819,-0.32437,2.20073,-2.51905,12.5028,0.753248,75
46279,2.69636,-10.3672,0.063195,-0.0198642,0.951181,-2.99536,11.0969,0.0549268,-1.13334,-0.297676,2.18185,-3.12625,11.97,-2.56627,76
46289,2.56789,-14.8984,-0.0305867,-0.1778,0.896488,-2.48625,10.9869,-0.423756,-0.904594,-0.297861,2.15065,-2.34965,11.2643,-5.44158,77
46299,2.43635,-10.9297,-0.0639185,-0.303057,0.839621,-1.84127,11.026,-0.647378,-0.576885,-0.286281,2.11554,-0.799962,10.7445,-6.67244,78
46309,2.29791,-16.8828,-0.0639185,-0.303057,0.839621,-1.84127,11.026,-0.647378,-0.576885,-0.286281,2.11554,-0.799962,10.7445,-6.67244,79
46319,2.15947,-16.4297,-0.0497142,-0.364879,0.774246,-1.20898,11.206,-0.594977,-0.234501,-0.294099,2.08855,0.668334,10.732,-5.96448,80
46329,2.01872,-12.9141,-0.00537607,-0.36345,0.697737,-0.550331,11.5039,-0.50721,0.0337275,-0.329429,2.06771,1.51764,11.2592,-3.85545,81
46339,1.88028,-10.0547,0.0371283,-0.322097,0.612137,0.162602,11.8438,-0.600786,0.181769,-0.367481,2.03997,1.74103,12.0594,-1.25361,81
46349,1.74261,-15.8828,0.0439326,-0.265814,0.517708,0.815662,12.0209,-0.880077,0.212311,-0.367559,1.99487,1.41325,12.7403,0.84852,82
46359,1.60877,-11.1562,0.00307749,-0.213827,0.416443,1.34643,11.8538,-1.33567,0.164612,-0.305028,1.92319,0.727759,12.9462,1.86578,83
46369,1.47186,-15.8438,-0.0764721,-0.176364,0.314444,1.81203,11.2395,-2.04979,0.0834373,-0.202275,1.82809,0.194453,12.4896,1.99902,84
46379,1.33265,-11.25,-0.18017,-0.146189,0.215173,2.14821,10.2326,-2.75669,-0.02127,-0.0881039,1.71983,-0.0560269,11.4454,1.65647,85
46389,1.21108,-12.9766,-0.291057,-0.114007,0.119765,2.22136,9.10948,-2.9681,-0.156123,-0.000168761,1.57049,-0.144793,10.075,1.05423,86
46399,1.08568,-11.3594,-0.291057,-0.114007,0.119765,2.22136,9.10948,-2.9681,-0.156123,-0.000168761,1.57049,-0.144793,10.075,1.05423,87
46409,0.963726,-9.84375,-0.392445,-0.0801354,0.0288843,2.0508,8.08624,-2.52551,-0.288773,0.038039,1.3509,-0.0864586,8.62318,0.358062,88
46419,0.844458,-9.42969,-0.471227,-0.0459343,-0.0592506,1.72345,7.20025,-1.61292,-0.372707,0.0467581,1.10226,-0.0860714,7.30096,-0.355151,88
46429,0.732861,-10.2344,-0.515359,-0.0109484,-0.142216,1.41184,6.41938,-0.617248,-0.378187,0.042713,0.91802,-0.101953,6.24499,-0.947322,89
46439,0.622798,-8.67969,-0.518405,0.0270901,-0.211743,1.31115,5.76201,0.109361,-0.292383,0.0560146,0.850477,0.121952,5.43313,-1.19708,90
46449,0.515802,-11.2969,-0.487376,0.0732008,-0.26675,1.39723,5.315,0.580748,-0.147355,0.125454,0.840823,0.347909,4.83279,-1.16159,91
46459,0.421846,-8.08594,-0.436605,0.125552,-0.319066,1.50574,5.07397,0.962121,-0.00366599,0.224216,0.814198,0.119152,4.48928,-1.09459,92
46469,0.329423,-8.75,-0.37217,0.173031,-0.378075,1.58973,4.93629,1.22577,0.101132,0.306978,0.747355,-0.499136,4.40231,-1.03708,93
46479,0.241219,-8.84375,-0.293822,0.208466,-0.442501,1.68169,4.86788,1.31826,0.165913,0.364086,0.63452,-1.08457,4.44294,-0.867913,94
46489,0.16567,-7.14844,-0.207198,0.231739,-0.513376,1.74925,4.86437,1.28976,0.201539,0.389397,0.482673,-1.56183,4.53955,-0.596079,95
46499,0.09434,-8.125,-0.207198,0.231739,-0.513376,1.74925,4.86437,1.28976,0.201539,0.389397,0.482673,-1.56183,4.53955,-0.596079,96
46509,0.0306797,-7.25,-0.119789,0.241116,-0.595012,1.72464,4.93595,1.18091,0.213981,0.374478,0.306732,-1.92689,4.6963,-0.334387,96
46519,-0.0249272,-5.32031,-0.0359939,0.236412,-0.684236,1.56527,5.11899,0.981496,0.207995,0.326712,0.120729,-1.99056,4.86988,-0.14339,97
46529,-0.0655778,-2,0.0414936,0.222904,-0.772558,1.31674,5.32022,0.693889,0.187156,0.267642,-0.0635003,-1.87047,5.07244,-0.072075,98
46539,-0.0855196,0.0546875,0.114082,0.202424,-0.849772,1.02577,5.52592,0.359421,0.157711,0.207407,-0.239825,-1.67605,5.36304,-0.152226,99
46549,-0.0908886,0.015625,0.184277,0.173852,-0.894934,0.772997,5.92647,0.0423447,0.126214,0.158476,-0.411882,-1.11803,5.71168,-0.360195,0
46559,-0.0901216,1.04688,0.248186,0.139439,-0.887556,0.652181,6.58974,-0.162233,0.0976687,0.163948,-0.580761,0.0183201,6.00592,-0.807589,1
46569,-0.0885876,-0.734375,0.300345,0.102069,-0.826104,0.614582,7.38233,-0.126335,0.0873815,0.224641,-0.724581,1.97988,6.21465,-1.51358,2
46579,-0.0870536,0.75,0.300345,0.102069,-0.826104,0.614582,7.38233,-0.126335,0.0873815,0.224641,-0.724581,1.97988,6.21465,-1.51358,3
46589,-0.0878206,-1.3125,0.346836,0.060386,-0.715764,0.577513,8.22647,0.108577,0.118224,0.24609,-0.789782,5.09432,6.4889,-2.20776,3
46599,-0.0889711,-0.015625,0.399203,0.0190207,-0.565163,0.490168,9.19681,0.291393,0.20105,0.145363,-0.718759,8.89543,7.09219,-2.67601,4
46609,-0.0954905,-0.695312,0.456807,-0.00570483,-0.390012,0.361025,10.4217,0.333154,0.332011,-0.0935033,-0.487434,12.3687,8.08102,-2.8434,5
46619,-0.116199,-4.07031,0.499448,-0.00455964,-0.196283,0.315909,12.0145,0.272477,0.465976,-0.396813,-0.135718,14.8606,9.36572,-2.45779,6
46629,-0.155316,-3.17188,0.500618,0.0240226,0.00912962,0.571192,13.6942,0.0057512,0.547364,-0.572772,0.235774,16.0223,10.811,-1.36049,7
46639,-0.205554,-3.30469,0.449042,0.0799719,0.195117,1.24378,14.7715,-0.498228,0.588693,-0.526036,0.54617,15.6533,11.9142,-0.0665513,8
46649,-0.251573,-3.53906,0.344683,0.146295,0.325553,2.09843,14.9877,-0.903903,0.606828,-0.358478,0.762882,13.8577,12.2665,1.04808,9
46659,-0.293758,-5.96094,0.19551,0.197989,0.386593,2.82603,14.5786,-0.908056,0.584063,-0.170133,0.869426,11.3245,11.9411,2.13625,10
46669,-0.32904,-3.53906,0.19551,0.197989,0.386593,2.82603,14.5786,-0.908056,0.584063,-0.170133,0.869426,11.3245,11.9411,2.13625,10
46679,-0.353583,-1.65625,0.0232793,0.229211,0.386978,3.32044,13.8071,-0.566651,0.511967,0.0124432,0.87178,8.91827,11.2206,2.9527,11
46689,-0.355884,-0.4375,-0.140965,0.256535,0.348452,3.59497,12.9538,-0.126991,0.39725,0.180448,0.791693,6.6549,10.4313,2.79954,12
46699,-0.353583,1.57031,-0.263904,0.304535,0.299055,3.76258,12.248,0.100903,0.27169,0.325253,0.628319,3.83558,9.81437,1.30168,13
46709,-0.344763,1,-0.323733,0.386773,0.249818,3.79495,11.7549,0.00875296,0.197309,0.452794,0.377755,0.308767,9.85047,-1.18036,14
46719,-0.33671,-0.0234375,-0.318199,0.493892,0.16833,3.45304,11.2389,-0.626121,0.235005,0.602091,0.0807804,-2.67839,10.7087,-3.99778,15
46729,-0.33671,0,-0.256008,0.606213,0.0250938,2.36272,10.8993,-1.78407,0.38667,0.749347,-0.194326,-2.99733,11.9396,-5.97874,16
46739,-0.340161,0.476562,-0.156833,0.702184,-0.137608,0.338006,11.7658,-2.56864,0.584973,0.80926,-0.362458,0.0313176,13.6214,-5.58429,17
46749,-0.343612,-0.195312,-0.156833,0.702184,-0.137608,0.338006,11.7658,-2.56864,0.584973,0.80926,-0.362458,0.0313176,13.6214,-5.58429,17
46759,-0.346297,0.484375,-0.0679371,0.754996,-0.249337,-2.05807,13.9097,-2.7065,0.732539,0.805132,-0.361737,4.17697,15.6563,-3.13558,18
46769,-0.345913,0.09375,-0.050939,0.753418,-0.28253,-4.01133,16.029,-2.69301,0.762591,0.832015,-0.245878,6.06623,17.1818,-0.417546,19
46779,-0.343229,0.0078125,-0.131171,0.705359,-0.24823,-4.97522,16.8622,-2.80387,0.687377,0.92313,-0.153961,4.44195,17.2215,1.57558,20
46789,-0.331341,1.0625,-0.287032,0.620857,-0.188215,-4.88469,15.8106,-2.92539,0.545181,1.00927,-0.189934,0.731318,15.4153,2.443,21
46799,-0.304112,3.34375,-0.470666,0.517383,-0.177851,-4.57011,13.4387,-2.12009,0.321828,1.02209,-0.35935,-2.94746,12.6991,1.96065,22
46809,-0.250039,5.3125,-0.616882,0.427931,-0.247785,-4.40518,10.9143,-0.264399,0.0390057,1.02173,-0.636909,-5.43126,10.0454,0.291854,23
46819,-0.172957,6.46875,-0.616882,0.427931,-0.247785,-4.40518,10.9143,-0.264399,0.0390057,1.02173,-0.636909,-5.43126,10.0454,0.291854,23
46829,-0.0897381,9.40625,-0.674094,0.384202,-0.338234,-3.79307,8.938,1.36703,-0.20335,1.18333,-0.992765,-6.57886,7.85149,-2.04443,24
46839,0,11.7969,-0.632403,0.393903,-0.400011,-2.74126,7.82392,2.0373,-0.349104,1.61294,-1.32597,-5.87534,6.59825,-4.23269,25
46849,0.0885876,8.67188,-0.518068,0.449806,-0.431639,-1.73734,7.61016,1.78959,-0.370726,2.10099,-1.54679,-3.54461,6.47836,-5.56843,26
46859,0.182161,8.8125,-0.373679,0.536263,-0.437444,-1.13206,8.09662,1.01413,-0.258297,2.35477,-1.64357,-0.929634,7.18851,-5.89022,27
46869,0.277268,11.1875,-0.236431,0.623428,-0.422431,-1.12313,8.8906,0.160315,-0.0661448,2.36288,-1.6494,1.01324,8.24432,-5.3651,28
46879,0.37736,11.8281,-0.124415,0.675916,-0.391704,-1.60476,9.51683,-0.563124,0.139424,2.19414,-1.60243,1.79297,9.21609,-4.32271,29
46889,0.473618,8.0625,-0.0360898,0.665848,-0.349399,-2.29166,9.71879,-1.10552,0.318207,1.81762,-1.51807,1.74062,9.84884,-3.28464,30
46899,0.580997,11.2891,0.0378387,0.584925,-0.297481,-2.91918,9.57449,-1.45012,0.449655,1.30603,-1.41693,1.39624,10.0804,-2.46314,30
46909,0.684924,9.82031,0.103671,0.448596,-0.238725,-3.33636,9.24054,-1.54843,0.449655,1.30603,-1.41693,1.39624,10.0804,-2.46314,31
46919,0.791536,9.19531,0.103671,0.448596,-0.238725,-3.33636,9.24054,-1.54843,0.521755,0.83673,-1.33046,0.742092,9.96804,-1.70061,32
46929,0.904284,13.2969,0.16214,0.285971,-0.176068,-3.41693,8.79156,-1.38742,0.527667,0.427625,-1.26854,0.0892354,9.57792,-1.10097,33
46939,1.0132,8.98438,0.209369,0.124727,-0.112728,-3.12484,8.34746,-1.09242,0.506639,-0.000392921,-1.19477,-0.2937,9.03277,-1.06827,34
46949,1.12364,8.41406,0.242846,-0.0144942,-0.0571734,-2.61458,7.96827,-0.859472,0.501617,-0.339737,-1.10127,-0.647872,8.44209,-1.58714,35
46959,1.23409,10.9609,0.26519,-0.120549,-0.014484,-2.04491,7.67065,-0.802407,0.510398,-0.515802,-1.03555,-0.814624,7.85134,-2.12144,36
46969,1.34454,8.49219,0.28178,-0.192449,0.020615,-1.44091,7.47891,-0.925261,0.520899,-0.650097,-1.00734,-0.543436,7.40891,-2.28875,37
46979,1.45729,8.70312,0.29435,-0.23217,0.0497786,-0.918147,7.41148,-1.05742,0.501902,-0.764731,-1.00477,-0.0694644,7.25601,-2.22454,37
46989,1.56773,12.875,0.300979,-0.245886,0.0661606,-0.641543,7.45265,-1.10586,0.453916,-0.829526,-1.02469,0.325911,7.32059,-2.33166,38
46999,1.67434,12.9609,0.302783,-0.246002,0.0715161,-0.512785,7.48115,-1.16676,0.453916,-0.829526,-1.02469,0.325911,7.32059,-2.33166,39
47009,1.78479,12.8828,0.302783,-0.246002,0.0715161,-0.512785,7.48115,-1.16676,0.4205,-0.921519,-1.05912,0.679437,7.43142,-2.5683,40
47019,1.8914,9.73438,0.300499,-0.241686,0.070731,-0.398441,7.51344,-1.19356,0.427135,-1.07053,-1.06378,0.927084,7.51701,-2.54216,41
47029,2.00147,12.3281,0.292076,-0.237002,0.0584649,-0.330207,7.64451,-1.07677,0.469156,-1.18705,-0.980555,1.10993,7.74418,-2.1723,42
47039,2.10923,11.7656,0.277216,-0.236278,0.0324388,-0.298135,7.83402,-0.867132,0.511535,-1.21791,-0.870309,1.3938,8.21088,-1.59549,43
47049,2.21469,11.4062,0.256106,-0.241681,0.00121228,-0.21294,8.10684,-0.673162,0.518091,-1.21108,-0.845944,1.46922,8.70323,-1.00923,43
47059,2.32092,8.72656,0.226061,-0.250131,-0.0328754,-0.0525805,8.50215,-0.544425,0.486522,-1.17888,-0.91281,1.21106,9.07701,-0.704083,44
47069,2.42139,9.16406,0.185559,-0.258369,-0.0748178,0.156677,8.89685,-0.537772,0.43046,-1.07439,-1.01589,1.01736,9.33703,-0.826998,45
47079,2.52494,10.1797,0.137344,-0.264845,-0.119965,0.413744,9.20571,-0.680528,0.362184,-0.917695,-1.11693,1.09578,9.49115,-1.11254,46
47089,2.62656,12.7969,0.0864893,-0.264855,-0.162305,0.653759,9.44074,-0.832945,0.294906,-0.786701,-1.19716,1.02025,9.62645,-1.24746,47
47099,2.72627,9.1875,0.0864893,-0.264855,-0.162305,0.653759,9.44074,-0.832945,0.294906,-0.786701,-1.19716,1.02025,9.62645,-1.24746,48
47109,2.82637,10.2422,0.0403578,-0.257044,-0.201275,0.797262,9.51164,-0.944849,0.234391,-0.702687,-1.25019,0.746428,9.77578,-1.24104,49
47119,2.92301,10.1797,0.00226034,-0.247798,-0.232301,0.825296,9.42477,-1.07508,0.18419,-0.628822,-1.27844,0.813174,9.83663,-1.17076,50
47129,3.01926,10.6875,-0.0331874,-0.242628,-0.252261,0.657531,9.3885,-1.09353,0.144386,-0.570512,-1.28094,1.00298,9.83219,-1.13251,50
47139,3.11169,11.8828,-0.0706667,-0.25204,-0.256714,0.29518,9.47505,-0.974246,0.107904,-0.565173,-1.24728,1.25265,9.84783,-1.1298,51
47149,3.20258,9.07031,-0.112514,-0.288757,-0.234115,-0.113752,9.67151,-0.85295,0.0713932,-0.599301,-1.17347,2.00582,9.86015,-1.13444,52
47159,3.29078,11.2812,-0.158067,-0.351903,-0.180393,-0.470729,9.94858,-0.818668,0.0324551,-0.633394,-1.06323,3.06094,9.84552,-1.32717,53
47169,3.37438,8.57812,-0.195986,-0.43005,-0.0976726,-0.667415,10.1712,-0.8678,-0.00750285,-0.642339,-0.926095,4.02484,9.79904,-1.77743,54
47179,3.45223,8.29688,-0.212182,-0.506425,0.0057312,-0.655642,10.2833,-0.834302,-0.0413871,-0.614449,-0.776505,4.59486,9.73466,-2.39581,55
47189,3.52356,6.19531,-0.212182,-0.506425,0.0057312,-0.655642,10.2833,-0.834302,-0.0639361,-0.525028,-0.634211,4.68852,9.66407,-2.92826,56
47199,3.58415,6.46875,-0.202324,-0.566548,0.112474,-0.450591,10.3299,-0.680925,-0.0639361,-0.525028,-0.634211,4.68852,9.66407,-2.92826,57
47209,3.64398,7,-0.17231,-0.602229,0.206057,-0.00236214,10.2976,-0.558173,-0.0712909,-0.385112,-0.513866,4.60066,9.55727,-3.02665,57
47219,3.69614,4.36719,-0.132709,-0.606483,0.271958,0.625413,10.1785,-0.487129,-0.0667763,-0.270884,-0.414581,4.41923,9.41419,-2.85731,58
47229,3.73295,2.82031,-0.0916937,-0.580008,0.304579,1.27089,10.0566,-0.418998,-0.0519385,-0.205927,-0.336632,4.26349,9.30548,-2.74477,59
47239,3.76708,5.14844,-0.0537918,-0.530359,0.305629,1.79749,10.0301,-0.446299,-0.0270469,-0.170172,-0.273919,4.39306,9.338,-2.5824,60
47249,3.81387,5.61719,-0.0252269,-0.468084,0.283404,2.07805,10.216,-0.574243,-0.0023398,-0.147483,-0.219481,4.26998,9.64657,-2.3024,61
47259,3.85682,3.27344,-0.00952693,-0.416888,0.261856,2.08105,10.6342,-0.733475,0.0059096,-0.147876,-0.175966,3.52757,10.2221,-2.03851,62
47269,3.88251,2.60938,-0.0058093,-0.397865,0.259297,1.88121,11.0998,-0.934488,-0.0150548,-0.193631,-0.130763,2.97833,10.8513,-1.9487,63
47279,3.89517,0.34375,-0.0058093,-0.397865,0.259297,1.88121,11.0998,-0.934488,-0.0150548,-0.193631,-0.130763,2.97833,10.8513,-1.9487,63
47289,3.89709,-0.03125,-0.00900273,-0.403377,0.269798,1.55527,11.4893,-1.15539,-0.0614119,-0.244462,-0.0594664,3.08458,11.3874,-2.23231,64
47299,3.89172,-1.64062,-0.00488569,-0.413063,0.285084,1.13605,11.8756,-1.40445,-0.118972,-0.278327,0.0526045,3.59612,11.8199,-2.82984,65
47309,3.87945,-3.90625,0.0199394,-0.419405,0.311568,0.60754,12.2995,-1.64099,-0.184148,-0.330596,0.213747,4.4223,12.1667,-3.18373,66
47319,3.84071,-6.23438,0.0715987,-0.420822,0.357016,-0.126127,12.7021,-1.75825,-0.268782,-0.387882,0.42555,5.2225,12.515,-2.69809,67
47329,3.78281,-6.42969,0.159014,-0.403287,0.427895,-1.05976,12.9446,-1.69676,-0.397685,-0.428896,0.68733,5.54786,12.8762,-1.57432,68
47339,3.7015,-9.63281,0.280688,-0.347502,0.530193,-1.85194,12.8235,-1.48858,-0.581493,-0.485721,0.99847,5.54079,13.03,-0.417783,69
47349,3.6041,-9.49219,0.405143,-0.248012,0.643976,-2.20013,12.2785,-1.29063,-0.791206,-0.585479,1.33988,5.14212,12.8906,0.61154,70
47359,3.49748,-12.1406,0.405143,-0.248012,0.643976,-2.20013,12.2785,-1.29063,-0.791206,-0.585479,1.33988,5.14212,12.8906,0.61154,70
47369,3.38474,-9.0625,0.494758,-0.120191,0.74003,-2.15105,11.4826,-1.18872,-0.996369,-0.694332,1.66656,4.19976,12.5639,1.65293,71
47379,3.26815,-10.3281,0.521617,0.0100198,0.810516,-1.97979,10.7261,-1.00355,-1.17816,-0.687922,1.9209,2.88699,12.1081,2.59878,72
47389,3.15272,-13.6484,0.466406,0.114935,0.853225,-2.00681,10.2023,-0.548104,-1.30929,-0.526026,2.07884,1.15228,11.6027,2.75196,73
47399,3.03499,-10.2109,0.340565,0.160331,0.872953,-2.26582,9.85532,-0.087744,-1.36229,-0.334902,2.16253,-0.539811,11.0896,1.5349,74
47409,2.9069,-13.4375,0.19016,0.127351,0.883848,-2.56658,9.60331,0.0569567,-1.3109,-0.215626,2.20466,-1.29997,10.4697,-0.889108,75
