right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_shoulder_ang_x,right_shoulder_ang_y,right_shoulder_ang_z,right_shoulder_acc_x,right_shoulder_acc_y,right_shoulder_acc_z,left_shoulder_ang_x,left_shoulder_ang_y,left_shoulder_ang_z,left_shoulder_acc_x,left_shoulder_acc_y,left_shoulder_acc_z,,,,Label
0.1095,0.7318,-0.3674,0.9522,0.4816,-0.7026,1.0466,-1.7723,9.9639,0.7773,-0.1909,-0.9183,-0.5442,-0.226,4.1716,9.3787,-0.0825,-0.0845,-1.64,-0.7854,-4.9115,8.1356,-0.95523,0,1698371520,63
0.113,0.608,-0.3624,0.8142,0.6632,-0.8361,0.8927,-1.6217,10.24,0.7393,-0.1785,-1.1746,-0.7921,-0.1424,4.1699,9.494,-0.0811,-0.0717,-1.651,-0.7084,-4.9809,8.2069,-0.965226,0,1698371520,63
0.1143,0.4668,-0.3602,0.6468,0.6407,-0.9227,0.7971,-1.5394,10.1364,0.6709,-0.1824,-1.3175,-1.0274,-0.0751,4.1995,9.5908,-0.091,-0.0192,-1.6544,-0.6534,-5.0192,8.293,-0.97299,0,1698371520,64
0.1144,0.351,-0.3605,0.4777,0.486,-1.0522,0.6708,-1.2639,10.1415,0.4944,-0.1616,-1.3466,-1.2143,-0.0484,4.2517,9.6812,-0.1431,0.0241,-1.7005,-0.6502,-5.0357,8.4083,-0.97902,0,1698371520,65
0.1143,0.258,-0.3615,0.3492,0.4638,-1.2892,0.5181,-1.1276,10.3509,0.3182,-0.0679,-1.3301,-1.3408,-0.0895,4.3024,9.8222,-0.256,0.022,-1.8232,-0.7028,-5.0653,8.5652,-0.983705,0,1698371520,66
0.1143,0.1828,-0.3618,0.272,0.5932,-1.4425,0.4277,-1.3294,10.3124,0.3535,0.1139,-1.3521,-1.4297,-0.1842,4.3503,10.0716,-0.4144,-0.0538,-2.014,-0.7795,-5.1696,8.7606,-0.987343,0,1698371520,67
0.114,0.1231,-0.3615,0.2458,0.7823,-1.5378,0.3268,-1.5148,10.4307,0.5336,0.3506,-1.463,-1.5328,-0.281,4.3902,10.4109,-0.5894,-0.1979,-2.2431,-0.8244,-5.4034,8.9719,-0.990132,0,1698371520,68
0.1138,0.065,-0.3602,0.2558,0.9411,-1.8939,0.1939,-1.7459,11.4747,0.694,0.5831,-1.6548,-1.7117,-0.3487,4.4273,10.7715,-0.7466,-0.3669,-2.4637,-0.806,-5.7534,9.1564,-0.992297,0,1698371520,68
0.1135,0.0271,-0.3558,0.3425,1.1394,-2.1883,0.0872,-2.2415,12.4642,0.9135,0.7627,-1.8703,-1.9854,-0.3662,4.443,11.1286,-0.8483,-0.4914,-2.6555,-0.73,-6.1512,9.3195,-0.994014,0,1698371520,69
0.1126,-0.0221,-0.3477,0.5262,1.0838,-1.9228,-0.0255,-2.3943,12.2275,1.3135,0.8708,-2.0632,-2.3138,-0.3689,4.4489,11.493,-0.8966,-0.4807,-2.8275,-0.6809,-6.5224,9.5084,-0.995343,0,1698371520,70
0.1099,-0.0998,-0.3371,0.7048,0.9154,-1.5316,-0.211,-1.8811,12.1508,1.8052,0.8891,-2.219,-2.6362,-0.4047,4.4625,11.8445,-0.9086,-0.3445,-2.9968,-0.6959,-6.8367,9.7017,-0.996013,0,1698371520,71
0.1041,-0.2464,-0.3255,0.7767,1.2413,-1.3709,-0.4394,-1.2681,12.4307,2.383,0.8095,-2.3161,-2.9276,-0.4373,4.4634,12.1267,-0.8676,-0.2371,-3.1744,-0.6969,-7.1016,9.8582,-0.996061,0,1698371520,72
0.0949,-0.4326,-0.3156,0.7796,1.7152,-1.2734,-0.6748,-0.7773,12.6288,2.7821,0.6284,-2.3209,-3.1794,-0.4038,4.4457,12.2939,-0.7479,-0.244,-3.337,-0.6394,-7.3286,9.9322,-0.995456,0,1698371520,73
0.0836,-0.6021,-0.309,0.7463,1.9683,-1.1567,-0.9011,-0.5292,12.6007,3.0135,0.3472,-2.1856,-3.3529,-0.316,4.3659,12.3228,-0.5281,-0.257,-3.4813,-0.541,-7.4973,9.9052,-0.987909,0,1698371520,73
0.0702,-0.8257,-0.3045,0.6611,1.9322,-1.0261,-1.0837,-0.4918,12.1622,3.1978,0.0111,-1.8872,-3.4203,-0.2351,4.1987,12.1825,-0.1988,-0.1964,-3.6308,-0.4411,-7.5699,9.7533,-0.881015,0,1698371520,74
0.0533,-1.1074,-0.3022,0.5507,1.795,-0.9305,-1.1582,-0.5562,11.6548,3.2247,-0.2908,-1.4892,-3.3977,-0.2037,3.9763,11.9113,0.2291,-0.0521,-3.7955,-0.3493,-7.5324,9.4674,-0.586266,0,1698371520,75
0.0331,-1.3537,-0.3003,0.4786,1.1346,-0.6765,-1.1079,-0.7188,11.8765,3.1093,-0.648,-1.0343,-3.3085,-0.2395,3.7116,11.4694,0.7694,0.1843,-3.9618,-0.2707,-7.3852,9.0302,-0.268216,0,1698371520,76
0.01,-1.5568,-0.296,0.5323,0.1973,-0.3131,-1.0006,-0.9408,12.563,2.6382,-1.1147,-0.5208,-3.1669,-0.3068,3.3753,10.8589,1.4047,0.4958,-4.131,-0.2197,-7.1497,8.4774,-0.017193,0,1698371520,77
-0.0156,-1.8409,-0.2881,0.677,-0.0877,-0.2983,-0.8465,-0.9259,12.1145,2.0639,-1.5334,-0.035,-3.0125,-0.396,3.0122,10.2121,2.0464,0.8511,-4.3229,-0.2022,-6.8471,7.9135,0.209908,0,1698371520,78
-0.0427,-2.0952,-0.2774,0.7939,-0.1224,-0.5314,-0.6152,-0.8979,11.1171,1.9163,-1.8228,0.2963,-2.8909,-0.5035,2.6747,9.6006,2.5679,1.2515,-4.5487,-0.2294,-6.4752,7.4082,0.386312,0,1698371520,78
-0.0711,-2.274,-0.2655,0.8587,-0.1144,-0.7696,-0.3163,-1.1884,10.3772,2.0286,-1.9318,0.3858,-2.8433,-0.6145,2.3761,9.0698,2.8766,1.6962,-4.8161,-0.3078,-6.0781,6.9898,0.52333,0,1698371520,79
-0.0977,-2.3675,-0.2543,0.9203,-0.132,-0.9367,-0.0534,-1.3342,9.8616,2.1757,-1.8263,0.307,-2.8992,-0.685,2.1506,8.6517,2.969,2.0886,-5.0911,-0.4219,-5.7635,6.6608,0.629757,0,1698371520,80
-0.1222,-2.4057,-0.2448,0.9305,-0.2114,-1.064,0.098,-1.2902,9.7658,2.3252,-1.5595,0.1759,-3.0501,-0.7213,2.0343,8.3669,2.8993,2.4283,-5.3056,-0.5378,-5.5799,6.4279,0.712421,0,1698371520,81
-0.1462,-2.4099,-0.2371,0.8927,-0.4315,-1.1688,0.1585,-1.1871,9.9605,2.3916,-1.1972,-0.0162,-3.2601,-0.7281,2.0011,8.2225,2.6798,2.8003,-5.398,-0.6789,-5.5166,6.2968,0.776629,0,1698371520,82
-0.1709,-2.3179,-0.2297,0.8677,-0.6434,-1.2519,0.1918,-0.9723,10.0051,2.3967,-0.7513,-0.2754,-3.4922,-0.7029,2.0147,8.2442,2.3065,3.143,-5.3667,-0.8633,-5.5286,6.2783,0.826501,0,1698371520,83
-0.1946,-2.2968,-0.2228,0.8476,-0.6997,-1.3104,0.2262,-0.6512,10.0793,2.3312,-0.243,-0.5687,-3.7314,-0.6804,2.065,8.4215,1.8146,3.2831,-5.2631,-1.0623,-5.6029,6.3578,0.865236,0,1698371520,83
-0.2156,-2.323,-0.2158,0.8442,-0.7827,-1.3474,0.2725,-0.2656,10.3072,2.2845,0.2481,-0.8537,-3.9512,-0.652,2.1343,8.693,1.2484,3.1532,-5.1265,-1.2418,-5.7566,6.5136,0.895304,0,1698371520,84
-0.2373,-2.3004,-0.2073,0.8702,-0.7841,-1.3693,0.3477,0.0495,10.4126,2.3087,0.6466,-1.0597,-4.1262,-0.6037,2.2325,9.0178,0.6553,2.7908,-4.9513,-1.3543,-5.9588,6.7226,0.918634,0,1698371520,85
-0.2586,-2.2373,-0.1981,0.8801,-0.8082,-1.3045,0.395,0.4303,10.3955,2.3558,0.9271,-1.1583,-4.2545,-0.5333,2.3558,9.3762,0.1,2.2655,-4.7351,-1.3806,-6.1902,6.9637,0.926847,0,1698371520,86
-0.2785,-2.1701,-0.1885,0.8739,-0.8311,-1.1835,0.4301,0.7704,10.2537,2.4443,1.07,-1.1497,-4.3243,-0.4364,2.4869,9.7192,-0.3271,1.7263,-4.4956,-1.3356,-6.4022,7.2133,0.725936,0,1698371520,87
-0.2967,-2.1175,-0.1787,0.9039,-0.7893,-0.9855,0.5042,0.9974,10.0447,2.497,1.0771,-1.0203,-4.318,-0.3101,2.6007,10.0033,-0.5565,1.2385,-4.2618,-1.2128,-6.5554,7.4202,0.372354,0,1698371520,88
-0.3129,-2.0359,-0.1691,0.932,-0.6358,-0.7601,0.6333,0.9854,9.75,2.548,0.9649,-0.7698,-4.2202,-0.1588,2.6955,10.2072,-0.5583,0.7573,-4.0709,-1.004,-6.6501,7.546,0.152479,0,1698371520,88
-0.3277,-1.9224,-0.1601,0.9195,-0.4331,-0.4879,0.8044,0.8565,9.5086,2.5246,0.7619,-0.421,-4.0258,0.0041,2.7422,10.3016,-0.3637,0.3273,-3.9337,-0.752,-6.6777,7.5629,0.187659,0,1698371520,89
-0.3407,-1.7918,-0.1517,0.885,-0.308,-0.1461,1.0088,0.7107,9.3427,2.4498,0.5165,-0.0257,-3.7478,0.1219,2.7132,10.2916,-0.0831,0.018,-3.8765,-0.5013,-6.6259,7.5023,0.367538,0,1698371520,90
-0.3526,-1.6262,-0.1439,0.8485,-0.3003,0.2319,1.2144,0.586,9.3181,2.3275,0.279,0.3709,-3.4229,0.1711,2.6453,10.1787,0.2185,-0.12,-3.9062,-0.2627,-6.5145,7.4082,0.508748,0,1698371520,91
-0.3635,-1.4559,-0.1371,0.8215,-0.3054,0.5792,1.4236,0.5217,9.3412,2.2036,0.0894,0.7104,-3.1031,0.1735,2.5559,9.9847,0.526,0.0098,-3.9907,-0.0661,-6.3725,7.2875,0.61843,0,1698371520,92
-0.3735,-1.3081,-0.1308,0.7856,-0.2915,0.8523,1.644,0.3702,9.3311,2.1211,-0.0255,0.9443,-2.8258,0.1468,2.4626,9.7405,0.7921,0.3338,-4.116,0.0652,-6.2089,7.1732,0.703623,0,1698371520,93
-0.3831,-1.2114,-0.1252,0.7313,-0.36,1.0798,1.8536,0.2528,9.4406,1.9706,-0.0755,1.0468,-2.6112,0.1111,2.3865,9.485,0.986,0.6596,-4.2073,0.1084,-6.0402,7.0542,0.769796,0,1698371520,93
-0.3921,-1.1253,-0.1197,0.6877,-0.5179,1.265,2.0368,0.1528,9.4888,1.8639,-0.0803,1.0292,-2.4761,0.0906,2.3257,9.2548,1.0974,1.0158,-4.1921,0.0745,-5.8795,6.9129,0.821193,0,1698371520,94
-0.4002,-1.0234,-0.114,0.6427,-0.6858,1.4217,2.1706,0.1152,9.4821,1.7904,-0.0627,0.9346,-2.4078,0.0947,2.2764,9.0471,1.1149,1.4306,-4.0491,-0.0145,-5.7325,6.7742,0.861116,0,1698371520,95
-0.4075,-0.9395,-0.1088,0.604,-0.823,1.5153,2.2404,0.0943,9.5581,1.7103,-0.0414,0.8295,-2.3667,0.1428,2.2328,8.87,1.0092,1.7962,-3.7267,-0.154,-5.6172,6.6585,0.892124,0,1698371520,96
-0.4135,-0.8412,-0.1045,0.563,-0.9773,1.5675,2.2282,0.1133,9.5637,1.6259,-0.0095,0.7633,-2.3177,0.2263,2.1866,8.7434,0.8137,2.075,-3.2326,-0.288,-5.5456,6.593,0.91621,0,1698371520,97
-0.4186,-0.7592,-0.1001,0.5159,-1.1193,1.568,2.1727,0.1396,9.4224,1.5825,0.0247,0.7332,-2.243,0.3124,2.1381,8.6753,0.5904,2.2592,-2.6528,-0.3726,-5.526,6.5658,0.934918,0,1698371520,98
-0.4229,-0.6896,-0.095,0.4904,-1.3046,1.5777,2.0784,0.1304,9.2389,1.5354,0.0572,0.7515,-2.1296,0.3958,2.0925,8.6598,0.364,2.3622,-2.0754,-0.3984,-5.5624,6.5678,0.949449,0,1698371520,98
-0.426,-0.5818,-0.0901,0.4803,-1.457,1.5657,1.8987,0.1766,9.133,1.4131,0.0986,0.8152,-1.9707,0.4622,2.0573,8.6734,0.172,2.3843,-1.5503,-0.3851,-5.6321,6.6037,0.960735,0,1698371520,99
-0.4274,-0.4698,-0.0857,0.4664,-1.5047,1.5112,1.6389,0.2623,9.0638,1.2734,0.1496,0.8825,-1.7715,0.4926,2.0305,8.7059,0.0578,2.3231,-1.1117,-0.3619,-5.7202,6.6359,0.969502,0,1698371520,0
-0.4274,-0.3728,-0.0813,0.4569,-1.5332,1.4578,1.3579,0.2775,9.0052,1.1609,0.2002,0.9383,-1.5469,0.5026,2.0014,8.7552,0.0262,2.209,-0.7481,-0.3445,-5.818,6.6714,0.976311,0,1698371520,1
-0.4272,-0.2865,-0.0762,0.4583,-1.5826,1.4146,1.0749,0.3075,8.9801,1.0674,0.2515,0.9892,-1.306,0.5005,1.9796,8.7994,0.0613,2.0233,-0.4469,-0.3464,-5.9106,6.7168,0.9816,0,1698371520,2
-0.427,-0.2274,-0.0711,0.452,-1.5954,1.3231,0.7707,0.3246,8.9723,1.021,0.3015,1.0296,-1.0456,0.4754,1.9677,8.8388,0.1474,1.7486,-0.2112,-0.3388,-5.9766,6.7676,0.985708,0,1698371520,2
-0.4267,-0.1715,-0.0663,0.4458,-1.5918,1.1711,0.444,0.2831,8.9205,0.9552,0.3472,1.0517,-0.7811,0.4454,1.9534,8.8766,0.2637,1.4867,-0.0222,-0.2966,-6.0169,6.8242,0.988899,0,1698371520,3
-0.4251,-0.0875,-0.0612,0.4719,-1.9409,0.9857,0.0957,0.0056,9.71,0.4982,0.3989,1.0543,-0.5279,0.4243,1.9405,8.9094,0.406,1.2705,0.1093,-0.279,-6.0575,6.8454,0.991378,0,1698371520,4
-0.4211,0.0432,-0.0559,0.5045,-2.264,0.869,-0.1867,-0.4733,10.6417,-0.1789,0.4629,1.0504,-0.2836,0.4087,1.921,8.9352,0.583,1.1094,0.2097,-0.2552,-6.0747,6.825,0.993303,0,1698371520,5
-0.4141,0.2577,-0.0509,0.5199,-2.1911,0.7979,-0.4444,-0.7912,10.2923,-0.4445,0.5347,1.0422,-0.0299,0.3661,1.8912,8.9362,0.7665,0.8982,0.3405,-0.2266,-6.0813,6.7885,0.994794,0,1698371520,6
-0.4031,0.529,-0.0461,0.527,-1.8346,0.6762,-0.7418,-0.865,9.6283,-0.496,0.6119,1.0231,0.2482,0.2809,1.8571,8.9325,0.9584,0.6924,0.4643,-0.2452,-6.1001,6.7402,0.995864,0,1698371520,7
-0.3821,0.8299,-0.0376,0.5633,-1.3386,0.6175,-0.9889,-0.7499,9.0746,-0.3928,0.688,0.9673,0.5834,0.1561,1.8165,8.9654,1.1032,0.5624,0.5783,-0.3292,-6.1249,6.7101,0.996496,0,1698371520,7
-0.3574,1.111,-0.0273,0.6426,-0.773,0.708,-1.2731,-0.4834,8.3956,0.0742,0.7975,0.69,1.2653,-0.1316,1.8002,9.066,1.1402,0.0665,0.7996,-0.5509,-6.1513,6.748,0.997074,0,1698371520,8
-0.3379,1.2744,-0.0183,0.7349,-0.3896,0.689,-1.3497,-0.5877,8.537,0.1279,0.8381,0.4521,1.5319,-0.227,1.8305,9.1461,1.1064,-0.2545,0.9112,-0.6083,-6.1788,6.8306,0.997725,0,1698371521,9
-0.3191,1.3527,-0.009,0.7857,-0.0578,0.6905,-1.3963,-0.6072,9.0141,0.0934,0.8765,0.1548,1.7484,-0.291,1.8987,9.2487,1.041,-0.6137,1.0703,-0.5901,-6.2245,6.937,0.998233,0,1698371521,10
-0.3011,1.3834,-0.0001,0.7687,0.2213,0.7104,-1.3806,-0.536,9.536,0.0332,0.9225,-0.1647,1.9098,-0.3164,2.0014,9.3623,0.9407,-1.041,1.2851,-0.496,-6.2487,7.0784,0.998627,0,1698371521,11
-0.2856,1.3416,0.0078,0.7217,0.4661,0.6509,-1.3343,-0.3923,9.9645,0.1765,0.9846,-0.47,2.007,-0.2952,2.1226,9.4917,0.821,-1.539,1.5269,-0.3423,-6.251,7.2465,0.998932,0,1698371521,11
-0.2738,1.2282,0.0142,0.6658,1.0517,0.3677,-1.2216,-0.382,9.5833,0.6265,1.0619,-0.7267,2.0484,-0.2461,2.2683,9.6384,0.694,-2.0392,1.7914,-0.1418,-6.2354,7.4097,0.999098,0,1698371521,12
-0.2671,1.0124,0.0194,0.6199,1.6046,0.0822,-1.0693,-0.4766,8.9039,0.9872,1.1449,-0.9159,2.0499,-0.1877,2.4141,9.796,0.5749,-2.3715,2.0608,0.0793,-6.2136,7.5602,0.999214,0,1698371521,13
-0.2659,0.7537,0.0229,0.5417,1.5321,0.0402,-0.9758,-0.3643,9.2787,0.9488,1.2213,-1.0228,2.0323,-0.1354,2.5393,9.9373,0.4602,-2.483,2.2973,0.2968,-6.2053,7.6886,0.99937,0,1698371521,14
-0.2678,0.5368,0.0244,0.4311,1.3743,0.04,-0.9039,-0.3097,9.7773,0.7698,1.284,-1.064,1.9982,-0.095,2.6436,10.0629,0.3627,-2.3966,2.4716,0.5144,-6.2023,7.7857,0.999493,0,1698371521,15
-0.2703,0.3617,0.0248,0.3356,1.2944,0.0415,-0.8106,-0.3039,9.7481,0.5925,1.3217,-1.0705,1.9487,-0.0572,2.7227,10.1692,0.2954,-2.171,2.5457,0.7045,-6.2032,7.8411,0.999581,0,1698371521,16
-0.273,0.2153,0.0248,0.2587,1.217,0.0759,-0.7177,-0.1494,9.6683,0.4592,1.3262,-1.0568,1.9051,-0.0444,2.7852,10.2769,0.2525,-1.8799,2.4592,0.8022,-6.2223,7.8929,0.999657,0,1698371521,16
-0.2758,0.1215,0.025,0.2011,1.1314,0.1172,-0.6498,0.0809,9.8252,0.3863,1.317,-1.0555,1.8713,-0.0594,2.8332,10.4034,0.2183,-1.5796,2.2301,0.7998,-6.2572,7.9668,0.999727,0,1698371521,17
-0.2774,0.0996,0.0253,0.1585,1.0111,0.1952,-0.6056,0.3756,10.0558,0.3505,1.3157,-1.1074,1.8339,-0.0635,2.8785,10.5443,0.1782,-1.3362,1.9166,0.7321,-6.3182,8.0734,0.999782,0,1698371521,18
-0.2774,0.0967,0.0257,0.123,0.9365,0.2703,-0.5508,0.5801,10.3098,0.4005,1.3395,-1.2218,1.7887,-0.0536,2.9533,10.7124,0.1154,-1.1522,1.5573,0.6117,-6.3908,8.2057,0.999817,0,1698371521,19
-0.2768,0.0842,0.0259,0.0956,0.9688,0.3542,-0.4818,0.6668,10.4801,0.6211,1.3929,-1.3711,1.7357,-0.0301,3.0766,10.9161,-0.0057,-1.0204,1.2389,0.458,-6.4482,8.3699,0.99984,0,1698371521,20
-0.2761,0.0851,0.0258,0.0511,1.2513,0.3214,-0.3584,0.4575,10.8398,0.9384,1.4548,-1.5195,1.68,0.0175,3.2514,11.15,-0.1876,-1.0083,1.0454,0.27,-6.5064,8.5784,0.999863,0,1698371521,20
-0.2738,0.1357,0.0253,-0.0016,1.7426,0.0973,-0.2199,-0.0389,10.633,1.5782,1.531,-1.5658,1.641,0.0727,3.4605,11.4108,-0.4056,-1.1285,0.9922,0.0613,-6.5858,8.8112,0.999889,0,1698371521,21
-0.2684,0.2225,0.0246,-0.043,1.8932,0.0127,-0.1131,-0.3317,10.3096,2.2113,1.5971,-1.4892,1.6278,0.1094,3.6752,11.689,-0.6661,-1.3309,1.0437,-0.1095,-6.69,9.0714,0.999911,0,1698371521,22
-0.2618,0.2914,0.0222,-0.1184,2.2531,-0.1015,0.02,-0.6227,10.0542,2.7832,1.5989,-1.3258,1.6405,0.1237,3.8953,11.9342,-0.9374,-1.552,1.163,-0.2091,-6.8292,9.3416,0.999928,0,1698371521,23
-0.2563,0.3202,0.0159,-0.2637,2.8982,-0.2985,0.2462,-0.9819,9.1528,3.5732,1.4708,-1.0838,1.6939,0.1073,4.122,12.0758,-1.1473,-1.7298,1.3324,-0.2265,-6.9456,9.566,0.999944,0,1698371521,24
-0.2526,0.3201,0.0056,-0.4796,3.0899,-0.2878,0.5224,-1.1732,9.0747,4.0872,1.1489,-0.8379,1.795,0.0863,4.3144,12.0769,-1.2533,-2.0561,1.5202,-0.1738,-6.977,9.7007,0.999957,0,1698371521,25
-0.2514,0.2567,-0.0084,-0.6974,3.1587,-0.1969,0.7659,-1.1999,9.4085,4.2103,0.6722,-0.5889,1.9391,0.1004,4.4476,11.922,-1.241,-2.2185,1.6908,-0.0792,-6.8923,9.6992,0.999966,0,1698371521,25
-0.2519,0.1732,-0.0242,-0.9521,3.0605,-0.0752,0.9559,-0.998,9.4494,4.122,0.1144,-0.2916,2.1252,0.1216,4.5171,11.605,-1.1173,-1.9602,1.8258,-0.012,-6.6667,9.5438,0.999974,0,1698371521,26
-0.2516,0.1737,-0.0423,-1.2531,2.9049,0.0245,1.0907,-0.8313,9.754,3.8947,-0.4517,0.0715,2.3507,0.1332,4.4999,11.1773,-0.9027,-1.5747,1.9103,-0.0438,-6.3399,9.2585,0.99998,0,1698371521,27
-0.2491,0.225,-0.0636,-1.5374,2.7901,0.1326,1.1196,-0.763,9.6432,3.7751,-0.9886,0.4736,2.6,0.1419,4.4166,10.6831,-0.6525,-1.1287,1.9247,-0.1832,-5.9653,8.8757,0.999984,0,1698371521,28
-0.2432,0.3599,-0.0884,-1.8407,2.1529,0.4603,0.9383,-0.408,9.5475,3.5387,-1.4696,0.8303,2.8482,0.1466,4.3193,10.1821,-0.4164,-0.7004,1.8814,-0.4178,-5.578,8.4723,0.999988,0,1698371521,29
-0.234,0.5425,-0.1135,-2.1249,1.3367,0.8256,0.6476,0.0364,9.9612,3.1946,-1.8304,1.0715,3.0921,0.1435,4.1918,9.7412,-0.2246,-0.2664,1.8503,-0.7396,-5.2367,8.1007,0.99999,0,1698371521,30
-0.2231,0.6785,-0.1382,-2.3503,0.8349,1.0122,0.3774,0.2092,10.053,3.0175,-2.0322,1.2367,3.3361,0.1305,4.0284,9.3736,-0.0644,0.115,1.8305,-1.1,-4.9702,7.781,0.999993,0,1698371521,30
-0.2118,0.7846,-0.1641,-2.4947,0.4314,1.1963,0.2059,0.2154,9.9173,2.8123,-2.0782,1.3872,3.5716,0.0888,3.8756,9.0947,0.0736,0.2571,1.8321,-1.4544,-4.7955,7.5311,0.999994,0,1698371521,31
-0.2018,0.8299,-0.1898,-2.5024,0.0755,1.3709,0.0923,0.0193,10.0542,2.7104,-1.9886,1.5288,3.7843,-0.0072,3.7689,8.9351,0.1296,0.1654,1.9645,-1.7987,-4.7494,7.3752,0.999996,0,1698371521,32
-0.1939,0.7956,-0.2147,-2.4814,-0.2351,1.3846,-0.0428,-0.34,10.3997,2.6951,-1.804,1.678,3.9522,-0.1593,3.71,8.8736,0.0973,-0.0063,2.2643,-2.0874,-4.817,7.352,0.999997,0,1698371521,33
-0.1879,0.7362,-0.2383,-2.5214,-0.5829,1.3143,-0.1853,-0.8203,10.7966,2.5902,-1.5686,1.799,4.0493,-0.3472,3.6873,8.883,0.0245,-0.3911,2.584,-2.2463,-4.927,7.435,0.999997,0,1698371521,34
-0.1822,0.7126,-0.2604,-2.5239,-1.0626,1.2086,-0.3462,-1.3689,10.8926,2.61,-1.2681,1.8205,4.048,-0.5629,3.7438,8.9695,-0.1479,-0.8851,3.0148,-2.2459,-5.0549,7.6034,0.999957,0,1698371521,34
-0.1759,0.7311,-0.281,-2.449,-1.3023,1.0105,-0.5266,-1.8603,10.6893,2.7147,-0.9513,1.7256,3.9252,-0.805,3.9009,9.1083,-0.4088,-1.3046,3.5879,-2.0807,-5.1935,7.8529,0.985947,0,1698371521,35
-0.1688,0.7833,-0.3005,-2.3556,-1.0351,0.6607,-0.7306,-2.2441,10.3819,2.7545,-0.6923,1.5369,3.6849,-1.0192,4.0791,9.2685,-0.6652,-1.6978,4.0945,-1.796,-5.3028,8.1057,0.753412,0,1698371521,36
-0.1604,0.8369,-0.3184,-2.2418,-0.6879,0.2382,-0.9351,-2.4906,9.8233,2.7577,-0.5066,1.288,3.3602,-1.1471,4.1806,9.4161,-0.9069,-1.935,4.4973,-1.4819,-5.4094,8.2965,0.373818,0,1698371521,37
-0.1512,0.8554,-0.3348,-2.112,-0.4164,-0.1267,-1.1152,-2.6129,9.1432,2.6947,-0.4049,1.012,2.9998,-1.1727,4.1841,9.5175,-1.0589,-1.8193,4.5869,-1.1598,-5.501,8.38,0.090882,0,1698371521,38
-0.1414,0.8353,-0.3498,-1.9617,-0.1655,-0.4365,-1.3131,-2.5387,8.6663,2.6508,-0.3719,0.7363,2.6516,-1.0894,4.1202,9.563,-1.09,-1.4508,4.608,-0.8602,-5.5261,8.3682,-0.071929,0,1698371521,39
-0.1316,0.8,-0.3626,-1.7696,0.0933,-0.7879,-1.5315,-2.3527,8.6895,2.5117,-0.3889,0.4855,2.3565,-0.9266,4.0278,9.5591,-1.046,-1.1423,4.718,-0.6316,-5.4836,8.3138,-0.110692,0,1698371521,39
-0.1225,0.7895,-0.3732,-1.5863,0.3275,-1.1563,-1.7515,-2.118,8.8148,2.2858,-0.4405,0.3146,2.1401,-0.7393,3.9438,9.4901,-0.9377,-0.8065,4.6766,-0.4807,-5.3715,8.1965,-0.105639,0,1698371521,40
-0.1138,0.7946,-0.3826,-1.4132,0.4447,-1.416,-1.9223,-1.8589,8.8519,2.1611,-0.5069,0.2824,2.012,-0.5552,3.8686,9.3533,-0.8109,-0.4263,4.5591,-0.4215,-5.212,8.0136,-0.098978,0,1698371521,41
-0.1055,0.7828,-0.3916,-1.2789,0.4326,-1.3979,-2.0269,-1.6336,8.869,2.2024,-0.5739,0.3928,1.956,-0.3831,3.7886,9.1814,-0.7048,-0.1481,4.4108,-0.4423,-5.0499,7.8158,-0.091739,0,1698371521,42
-0.0973,0.7872,-0.4013,-1.2222,0.3303,-1.406,-2.1414,-1.4629,9.4794,2.0191,-0.654,0.5818,1.944,-0.2511,3.6947,8.9831,-0.6147,0.0237,4.2496,-0.4921,-4.9045,7.6266,-0.085421,0,1698371521,43
-0.0893,0.8089,-0.4115,-1.2062,0.2492,-1.5861,-2.209,-1.4132,9.9235,1.68,-0.7035,0.8095,1.9492,-0.1731,3.5912,8.8067,-0.5601,0.1563,4.1286,-0.5218,-4.8057,7.4504,-0.080227,0,1698371521,43
-0.0816,0.7934,-0.4219,-1.201,0.1665,-1.6868,-2.218,-1.3839,9.7797,1.4535,-0.6763,1.0502,1.9439,-0.1436,3.505,8.6555,-0.5619,0.3019,4.0858,-0.5501,-4.7453,7.3072,-0.082253,0,1698371521,44
-0.0743,0.7731,-0.4323,-1.1972,0.1134,-1.771,-2.1875,-1.386,9.4811,1.3994,-0.5878,1.2347,1.9065,-0.1529,3.4388,8.5092,-0.5941,0.363,4.0739,-0.5909,-4.6965,7.2022,-0.123941,0,1698371521,45
-0.0674,0.77,-0.4424,-1.1457,-0.2244,-1.6966,-2.0855,-1.2859,9.3604,1.4496,-0.4433,1.3345,1.8169,-0.1896,3.3815,8.4193,-0.6327,0.3227,4.0535,-0.6052,-4.6591,7.1243,-0.210883,0,1698371521,46
-0.0609,0.7297,-0.4521,-1.0794,-0.7143,-1.5707,-1.9483,-1.2783,9.9538,1.2828,-0.2577,1.337,1.6716,-0.2403,3.3386,8.3968,-0.6626,0.2684,4.0045,-0.5884,-4.6477,7.1009,-0.343031,0,1698371521,47
-0.055,0.6791,-0.4615,-1.0314,-0.9789,-1.4584,-1.765,-1.4043,10.1613,1.0354,-0.0505,1.2436,1.4734,-0.2735,3.3162,8.4114,-0.6629,0.193,3.9058,-0.5509,-4.6594,7.1448,-0.489661,0,1698371521,48
