right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_chest_ang_x,right_chest_ang_y,right_chest_ang_z,right_chest_acc_x,right_chest_acc_y,right_chest_acc_z,left_chest_ang_x,left_chest_ang_y,left_chest_ang_z,left_chest_acc_x,left_chest_acc_y,left_chest_acc_z,,,,Label
-0.2769,0.6675,0.0481,-0.3057,0.1301,-0.0712,1.3216,-1.0444,12.8542,2.9045,-0.0586,-0.4058,0.7374,-11.5326,2.8177,3.3374,0.5473,-1.0091,0.5138,-10.8657,-3.8421,2.8236,0.958644,0,1698649701,23
-0.2708,0.6499,0.0379,-0.5394,-0.0913,-0.2221,0.9077,-0.7431,12.6691,3.0044,0.1254,0.2452,0.6115,-11.1652,2.7748,3.2252,0.432,-0.9237,0.6866,-10.5734,-3.6769,2.5345,0.919217,0,1698649701,24
-0.2641,0.6726,0.0249,-0.7666,-0.3109,-0.2907,0.4039,-0.435,12.2367,3.1386,0.2275,0.8037,0.4694,-10.6892,2.7442,3.0963,0.3194,-0.7858,0.8627,-10.1921,-3.4804,2.1971,0.828214,0,1698649701,25
-0.2562,0.7293,0.0087,-0.9638,-0.537,-0.2972,-0.1058,-0.0971,11.5475,3.3078,0.2513,1.3159,0.3291,-10.1495,2.7193,2.9088,0.1467,-0.6003,1.0301,-9.754,-3.2559,1.8643,0.712663,0,1698649701,25
-0.2473,0.7745,-0.01,-1.1558,-0.7509,-0.2587,-0.5802,0.0834,10.9852,3.3844,0.1966,1.7836,0.2057,-9.5822,2.6933,2.6552,-0.1561,-0.446,1.1984,-9.3017,-2.996,1.5533,0.574661,0,1698649701,26
-0.2382,0.8129,-0.031,-1.4187,-0.9068,-0.1615,-0.9878,0.0303,10.5599,3.3087,0.0279,2.2219,0.1499,-9.0346,2.7511,2.3649,-0.5771,-0.3764,1.3394,-8.866,-2.6998,1.2862,0.392438,0,1698649701,27
-0.2294,0.8153,-0.0533,-1.6749,-1.004,-0.04,-1.3181,-0.0599,10.0968,3.159,-0.1806,2.5862,0.1816,-8.5474,2.7752,2.0705,-1.1069,-0.5073,1.4498,-8.4679,-2.3964,1.0754,0.195042,0,1698649701,28
-0.2215,0.7765,-0.0761,-1.8658,-1.0753,0.0774,-1.555,-0.1449,9.55,3.0633,-0.3954,2.8061,0.2479,-8.0694,2.7453,1.7897,-1.6659,-0.6677,1.5909,-8.0858,-2.1079,0.9449,0.012906,0,1698649701,28
-0.2145,0.7323,-0.0987,-1.9594,-1.0361,0.1515,-1.6871,-0.193,8.9365,3.085,-0.6023,2.884,0.3421,-7.6223,2.7469,1.5155,-2.0694,-0.5248,1.6946,-7.7449,-1.8194,0.8548,-0.14696,0,1698649701,29
-0.2088,0.6627,-0.1214,-1.9537,-0.8658,0.2065,-1.6831,-0.1953,8.2259,3.1948,-0.7349,2.7868,0.4655,-7.2836,2.7497,1.2576,-2.3027,-0.2544,1.7231,-7.533,-1.5499,0.7593,-0.276254,0,1698649701,30
-0.2042,0.6004,-0.1445,-2.0045,-0.8035,0.3192,-1.6076,-0.0956,7.95,3.1887,-0.7936,2.4643,0.6065,-7.087,2.8115,1.0519,-2.443,-0.2523,1.7146,-7.4588,-1.3373,0.7079,-0.370905,0,1698649701,30
-0.1996,0.5787,-0.1673,-2.0454,-0.8156,0.4143,-1.4961,-0.0414,8.0373,3.1516,-0.8255,1.941,0.7475,-7.0348,2.9587,0.8905,-2.4471,-0.4253,1.6577,-7.5144,-1.1968,0.6979,-0.416491,0,1698649701,31
-0.1948,0.5706,-0.1894,-2.0253,-0.7499,0.5232,-1.3183,-0.1337,8.1673,3.1329,-0.8657,1.3096,0.8912,-7.1272,3.0901,0.8045,-2.3174,-0.5589,1.5675,-7.6969,-1.1523,0.7479,-0.405428,0,1698649701,32
-0.1902,0.5467,-0.2105,-1.9841,-0.6649,0.9324,-1.0823,-0.1955,8.4094,3.0719,-0.8917,0.7101,1.0505,-7.3304,3.1719,0.848,-2.1536,-0.776,1.4778,-7.952,-1.2015,0.8597,-0.352242,0,1698649701,33
-0.1859,0.5365,-0.2297,-1.9221,-0.5784,1.2801,-0.8264,-0.3494,8.606,3.0705,-0.8822,0.2155,1.2245,-7.6189,3.2675,0.9805,-2.0153,-1.0358,1.4073,-8.2516,-1.3342,1.0254,-0.278779,0,1698649701,33
-0.1804,0.5562,-0.2477,-1.8865,-0.4746,1.349,-0.626,-0.5419,8.8122,3.1194,-0.833,-0.1074,1.4329,-7.9726,3.3519,1.1328,-1.8823,-1.1763,1.3568,-8.5836,-1.5248,1.2628,-0.196699,0,1698649701,34
-0.1735,0.5934,-0.2652,-1.8362,-0.4561,1.4937,-0.5156,-0.6534,9.0009,3.1614,-0.7777,-0.1911,1.6622,-8.3273,3.4586,1.3086,-1.7193,-1.166,1.3287,-8.8868,-1.723,1.5237,-0.133339,0,1698649701,35
-0.1657,0.6501,-0.2815,-1.7345,-0.5142,1.6308,-0.4945,-0.8232,9.3349,3.1446,-0.7646,-0.0567,1.8624,-8.6177,3.5698,1.4716,-1.5331,-0.9911,1.3273,-9.1133,-1.8922,1.7579,-0.133931,0,1698649701,36
-0.1576,0.7018,-0.297,-1.6687,-0.4835,1.6965,-0.5352,-1.0745,9.7733,3.0465,-0.8252,0.2113,2.0025,-8.8514,3.6276,1.5993,-1.3561,-0.7282,1.3543,-9.2638,-1.995,1.912,-0.180328,0,1698649701,36
-0.1495,0.7539,-0.3117,-1.6768,-0.3838,1.7397,-0.6214,-1.3037,10.0316,2.8813,-0.9148,0.5259,2.079,-9.0072,3.6754,1.7075,-1.2118,-0.4788,1.4008,-9.3318,-2.0204,1.9753,-0.230121,0,1698649701,37
-0.1419,0.7984,-0.3258,-1.6948,-0.2203,1.7614,-0.7429,-1.4405,9.9467,2.7795,-0.9845,0.8062,2.1052,-9.0467,3.6901,1.7962,-1.1014,-0.1403,1.4481,-9.3365,-1.989,1.9563,-0.27277,0,1698649702,38
-0.1348,0.7853,-0.3398,-1.6938,-0.1052,1.7553,-0.8824,-1.4214,9.6007,2.7862,-1.0471,1.0264,2.0812,-9.0405,3.7122,1.8474,-1.0591,0.1542,1.5027,-9.3078,-1.9275,1.8838,-0.305048,0,1698649702,38
-0.1284,0.7646,-0.3545,-1.6431,-0.1249,1.719,-1.024,-1.312,9.5188,2.766,-1.1,1.2281,2.0123,-8.9835,3.7457,1.8377,-1.0842,0.3139,1.5706,-9.2401,-1.8658,1.8296,-0.332354,0,1698649702,39
-0.1226,0.7324,-0.369,-1.559,-0.1113,1.6354,-1.1579,-1.288,9.6746,2.6968,-1.124,1.3958,1.9401,-8.8767,3.7348,1.8192,-1.1233,0.5138,1.6226,-9.1445,-1.8118,1.8143,-0.357837,0,1698649702,40
-0.1174,0.6959,-0.3823,-1.4905,-0.0631,1.5415,-1.267,-1.3585,9.5205,2.6482,-1.1035,1.5389,1.8797,-8.7676,3.6964,1.8292,-1.1784,0.6648,1.6518,-9.0461,-1.7596,1.8369,-0.379068,0,1698649702,41
-0.1128,0.6405,-0.3947,-1.4407,-0.1025,1.4557,-1.3628,-1.3388,9.3488,2.5744,-1.0654,1.6799,1.8217,-8.6591,3.6524,1.881,-1.245,0.6952,1.6686,-8.9216,-1.7074,1.8699,-0.398182,0,1698649702,41
-0.1084,0.5667,-0.4061,-1.3962,-0.156,1.3423,-1.4627,-1.3013,9.4664,2.4606,-1.0008,1.8593,1.7604,-8.5518,3.6014,1.9355,-1.2908,0.7298,1.6586,-8.771,-1.6679,1.9001,-0.418468,0,1698649702,42
-0.104,0.5435,-0.416,-1.3221,-0.1405,1.2542,-1.5447,-1.348,9.3503,2.3517,-0.9089,2.0685,1.6882,-8.4297,3.5463,1.9721,-1.3332,0.7926,1.6159,-8.6165,-1.6388,1.9302,-0.437122,0,1698649702,43
-0.099,0.5482,-0.4249,-1.2237,-0.1029,1.1729,-1.6441,-1.3365,9.1342,2.2593,-0.7941,2.2753,1.6048,-8.2958,3.4968,1.9982,-1.4011,0.7953,1.5512,-8.4465,-1.6063,1.9499,-0.450554,0,1698649702,43
-0.0936,0.5538,-0.4333,-1.121,0.0098,1.057,-1.7503,-1.322,8.9672,2.2207,-0.6376,2.4564,1.5323,-8.151,3.4151,1.996,-1.4657,0.7573,1.4703,-8.2664,-1.5671,1.9619,-0.458112,0,1698649702,44
-0.0882,0.573,-0.4405,-1.031,0.1042,0.9746,-1.8532,-1.2898,8.8073,2.1677,-0.4504,2.591,1.4684,-7.9901,3.342,1.9804,-1.4887,0.7338,1.3776,-8.0934,-1.5365,1.9489,-0.459775,0,1698649702,45
-0.0822,0.6167,-0.4466,-0.9251,0.1766,0.9192,-1.9485,-1.2349,8.6587,2.11,-0.2675,2.6744,1.3982,-7.8338,3.3044,1.9496,-1.5005,0.7351,1.275,-7.9445,-1.5193,1.9165,-0.456806,0,1698649702,46
-0.0759,0.6419,-0.4512,-0.811,0.3377,0.8812,-1.9978,-1.177,8.4188,2.0831,-0.0991,2.6624,1.3352,-7.7189,3.2675,1.8911,-1.4867,0.7106,1.1517,-7.8276,-1.5028,1.8788,-0.44969,0,1698649702,46
-0.0699,0.6477,-0.4548,-0.7226,0.4373,0.8918,-2.0037,-1.0724,8.3257,2.024,0.0454,2.5278,1.2676,-7.6496,3.2426,1.845,-1.3899,0.6626,1.0126,-7.748,-1.4919,1.8456,-0.437791,0,1698649702,47
-0.064,0.6591,-0.4576,-0.6348,0.4567,0.9264,-1.9572,-0.9696,8.3865,1.9388,0.121,2.3022,1.1869,-7.6205,3.247,1.8233,-1.2951,0.6389,0.8764,-7.7139,-1.4834,1.8283,-0.419541,0,1698649702,48
-0.0584,0.6385,-0.459,-0.5178,0.4283,0.9771,-1.846,-0.9156,8.4616,1.8381,0.1295,2.012,1.0918,-7.6341,3.2799,1.8206,-1.242,0.5719,0.7459,-7.7255,-1.4677,1.8806,-0.394624,0,1698649702,49
-0.0532,0.6195,-0.4592,-0.3903,0.3679,1.0438,-1.672,-0.8927,8.4896,1.7578,0.0721,1.6681,0.9754,-7.6993,3.3348,1.8652,-1.1674,0.4884,0.6206,-7.7841,-1.4675,1.987,-0.363718,0,1698649702,49
-0.0477,0.6458,-0.4591,-0.2927,0.2775,1.1161,-1.4566,-0.8631,8.4548,1.786,-0.0577,1.3133,0.8423,-7.7977,3.4082,1.9294,-1.0635,0.4405,0.5012,-7.8751,-1.4949,2.0635,-0.325803,0,1698649702,50
-0.0418,0.6715,-0.459,-0.2336,0.1365,1.2267,-1.2212,-0.846,8.5079,1.8244,-0.2531,0.978,0.7032,-7.8958,3.4804,1.9794,-0.9641,0.3701,0.3888,-7.9773,-1.5247,2.1183,-0.28293,0,1698649702,51
-0.0358,0.657,-0.4589,-0.1878,-0.0275,1.3698,-0.9676,-0.8415,8.7196,1.7557,-0.4883,0.6809,0.5602,-7.9726,3.5493,2.0234,-0.9081,0.3027,0.293,-8.0714,-1.5468,2.1794,-0.242413,0,1698649702,51
-0.0302,0.6304,-0.4588,-0.1425,-0.1855,1.5116,-0.7067,-0.8388,8.9405,1.6636,-0.7529,0.4322,0.4125,-8.0204,3.6216,2.0687,-0.9081,0.2724,0.2178,-8.1432,-1.556,2.2185,-0.209062,0,1698649702,52
-0.0245,0.6354,-0.4587,-0.1104,-0.2981,1.6456,-0.4708,-0.8523,9.0635,1.6022,-1.0487,0.2485,0.2526,-8.0509,3.6833,2.1272,-0.9294,0.2873,0.1551,-8.1965,-1.5433,2.2417,-0.180929,0,1698649702,53
-0.0188,0.6507,-0.4586,-0.076,-0.377,1.7599,-0.2535,-0.8886,9.0186,1.5913,-1.3288,0.1006,0.0841,-8.081,3.7353,2.1997,-0.9383,0.3244,0.091,-8.2524,-1.5217,2.2848,-0.153906,0,1698649702,54
-0.0134,0.6289,-0.4584,-0.0493,-0.4698,1.8188,-0.0541,-0.9669,9.0688,1.5752,-1.5591,-0.0483,-0.0673,-8.1084,3.7436,2.2698,-0.9316,0.3413,0.0242,-8.3128,-1.5151,2.3373,-0.127475,0,1698649702,54
