right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_chest_ang_x,right_chest_ang_y,right_chest_ang_z,right_chest_acc_x,right_chest_acc_y,right_chest_acc_z,left_chest_ang_x,left_chest_ang_y,left_chest_ang_z,left_chest_acc_x,left_chest_acc_y,left_chest_acc_z,,,,Label
-0.0732,0.4044,-0.3717,-0.7935,0.3369,-1.486,-1.3322,-0.9787,9.6389,1.7706,-0.536,1.9696,-0.5517,-8.2599,3.8626,-0.6896,0.5367,-0.3458,-0.4583,-8.5712,2.0058,1.8827,-0.098667,0,1698375084.9528,46
-0.069,0.3758,-0.3765,-0.7216,0.1955,-1.3509,-1.1688,-0.9462,9.7877,1.7316,-0.2948,2.1772,-0.4682,-8.278,3.9505,-0.6251,0.6274,-0.3387,-0.5005,-8.6271,2.0769,1.9601,-0.107769,0,1698375084.9641,47
-0.0641,0.3993,-0.3814,-0.6433,-0.0684,-1.1375,-0.8928,-1.0449,9.7361,1.8516,0.0185,1.9435,-0.4018,-8.2825,4.1383,-0.5131,0.6386,-0.3249,-0.5444,-8.6865,2.2309,1.9722,-0.106426,0,1698375084.9753,48
-0.0592,0.4374,-0.3859,-0.5716,-0.2182,-0.9933,-0.7364,-1.062,9.7273,1.833,0.0379,1.5416,-0.4311,-8.2473,4.229,-0.4565,0.5387,-0.2185,-0.552,-8.6922,2.322,1.936,-0.089939,0,1698375084.9856,49
-0.0556,0.4221,-0.3891,-0.4867,-0.6337,-0.8156,-0.5586,-1.0665,9.65,1.7995,0.0402,1.1792,-0.4469,-8.2175,4.2796,-0.3765,0.4389,-0.0412,-0.5357,-8.6722,2.3907,1.8801,-0.060996,0,1698375084.9968,49
-0.0529,0.3693,-0.3911,-0.415,-0.9606,-0.4594,-0.4104,-0.988,9.6044,1.7959,0.1033,0.8585,-0.4397,-8.1823,4.3075,-0.3093,0.3682,0.1315,-0.5001,-8.6536,2.4544,1.8075,-0.081939,0,1698375085.0077,50
-0.0501,0.3336,-0.3924,-0.3539,-0.9742,-0.1981,-0.2978,-0.9371,9.5454,1.837,0.2086,0.5702,-0.4391,-8.1547,4.3275,-0.2974,0.2844,0.3312,-0.4502,-8.625,2.5165,1.7538,-0.179169,0,1698375085.019,51
-0.0465,0.3392,-0.3941,-0.2962,-0.9695,-0.1775,-0.1975,-0.9385,9.4579,1.8435,0.2622,0.3616,-0.4532,-8.1491,4.3415,-0.3024,0.1596,0.6125,-0.3979,-8.5911,2.5666,1.7214,-0.267358,0,1698375085.0302,51
-0.0427,0.3502,-0.3953,-0.245,-0.8866,-0.1751,-0.0864,-1.0061,9.2681,1.9301,0.2332,0.2592,-0.4667,-8.1503,4.3529,-0.2766,0.0115,0.9161,-0.3632,-8.5722,2.5927,1.715,-0.279146,0,1698375085.0405,52
-0.0394,0.3385,-0.3957,-0.1869,-0.7864,-0.1869,0.0255,-1.0725,9.1214,1.9572,0.1825,0.2573,-0.4746,-8.1593,4.3692,-0.2466,-0.1018,1.0941,-0.3525,-8.5693,2.5825,1.7231,-0.227379,0,1698375085.0505,53
-0.0368,0.3179,-0.3958,-0.1416,-0.7435,-0.1595,0.1183,-1.1038,9.185,1.8123,0.1678,0.318,-0.4765,-8.1716,4.3757,-0.2327,-0.1514,1.0899,-0.3577,-8.5839,2.5513,1.7252,-0.173068,0,1698375085.0617,54
-0.0342,0.2961,-0.3957,-0.1112,-0.7383,-0.1211,0.1811,-1.1436,9.217,1.6541,0.1794,0.4111,-0.4669,-8.1771,4.3664,-0.2174,-0.1755,1.0654,-0.3721,-8.5712,2.5196,1.7366,-0.144157,0,1698375085.0717,54
-0.031,0.2797,-0.3957,-0.0986,-0.7274,-0.1006,0.1966,-1.1745,9.1274,1.5895,0.1944,0.5056,-0.4552,-8.1903,4.3495,-0.1966,-0.2027,1.0933,-0.4011,-8.546,2.4874,1.7696,-0.127694,0,1698375085.0819,55
-0.0272,0.294,-0.3955,-0.0684,-0.6832,-0.0864,0.1831,-1.1528,8.9248,1.5735,0.2214,0.5799,-0.4538,-8.2173,4.3155,-0.1883,-0.2367,1.1251,-0.4305,-8.5447,2.4379,1.8099,-0.121457,0,1698375085.092,56
-0.0232,0.3104,-0.395,-0.0162,-0.6412,-0.0669,0.1708,-1.1411,8.8379,1.4544,0.2705,0.6316,-0.4586,-8.2608,4.2672,-0.1735,-0.2681,1.1874,-0.4584,-8.5463,2.3746,1.8348,-0.130827,0,1698375085.1026,57
-0.0198,0.2999,-0.3947,-0.0034,-0.5727,-0.0662,0.1878,-1.1544,8.86,1.3582,0.324,0.6547,-0.4777,-8.3098,4.2214,-0.1658,-0.2994,1.3789,-0.4971,-8.5561,2.3078,1.8314,-0.150966,0,1698375085.1131,57
-0.0168,0.2843,-0.3944,0.008,-0.4446,-0.1407,0.1984,-1.1792,8.8977,1.3382,0.3672,0.6446,-0.5139,-8.3574,4.1757,-0.1745,-0.3194,1.6052,-0.557,-8.5656,2.2446,1.8429,-0.189427,0,1698375085.1231,58
-0.0141,0.28,-0.3933,0.0421,-0.3766,-0.2471,0.1955,-1.2,9.0024,1.3102,0.3991,0.5975,-0.5735,-8.3942,4.1319,-0.1839,-0.2651,1.6139,-0.6308,-8.5677,2.1825,1.8428,-0.253373,0,1698375085.1344,59
-0.0107,0.2924,-0.3905,0.0953,-0.3767,-0.412,0.2691,-1.3678,8.8127,1.1835,0.4223,0.3939,-0.7391,-8.4786,4.0877,-0.198,-0.0059,1.1859,-0.8023,-8.6419,2.1342,1.8256,-0.339709,0,1698375085.1461,60
-0.0065,0.3058,-0.3858,0.177,-0.3878,-0.4493,0.3152,-1.4125,8.8497,1.0211,0.4564,0.2477,-0.8191,-8.5377,4.0705,-0.2003,0.0909,0.938,-0.8887,-8.7082,2.1649,1.8588,-0.448408,0,1698375085.1569,60
-0.0021,0.3386,-0.3806,0.2468,-0.3725,-0.4911,0.3604,-1.4115,9.0322,0.892,0.5237,0.0907,-0.883,-8.5997,4.0929,-0.1834,0.1431,0.7327,-0.9668,-8.7767,2.2128,1.8928,-0.557458,0,1698375085.1674,61
0.0026,0.3984,-0.3747,0.3325,-0.272,-0.6113,0.4024,-1.4248,9.0858,0.8791,0.599,-0.0467,-0.9224,-8.65,4.1507,-0.1694,0.1564,0.5885,-1.0352,-8.85,2.2711,1.9056,-0.646671,0,1698375085.1783,62
0.0076,0.4482,-0.368,0.3987,-0.1676,-0.7226,0.4179,-1.4002,9.0402,0.926,0.661,-0.1712,-0.9522,-8.6883,4.2237,-0.1607,0.1624,0.4476,-1.0892,-8.9118,2.3294,1.9107,-0.716833,0,1698375085.1881,63
0.013,0.4719,-0.3612,0.4215,-0.0361,-0.7962,0.4018,-1.2765,9.0834,0.929,0.7022,-0.2756,-0.9753,-8.7105,4.3049,-0.1513,0.168,0.281,-1.1387,-8.9704,2.3825,1.9358,-0.763278,0,1698375085.1981,63
0.0188,0.49,-0.3546,0.4721,0.1759,-0.8866,0.3714,-1.1901,9.0641,0.9271,0.7258,-0.3533,-0.9847,-8.7326,4.3678,-0.1237,0.1757,0.075,-1.1875,-9.0312,2.4187,1.9721,-0.75406,0,1698375085.2087,64
0.0248,0.5073,-0.3476,0.5456,0.3303,-0.9373,0.3078,-1.1291,9.1765,0.8634,0.7628,-0.4179,-0.9818,-8.7623,4.4024,-0.0891,0.2013,-0.1703,-1.227,-9.0833,2.434,1.9896,-0.663487,0,1698375085.2206,65
0.0314,0.5219,-0.3403,0.5796,0.4102,-0.9604,0.2192,-1.1341,9.3694,0.7446,0.8222,-0.4834,-0.9753,-8.7958,4.4205,-0.0382,0.2638,-0.4443,-1.2552,-9.1218,2.4068,1.9899,-0.531056,0,1698375085.2309,65
0.0382,0.5492,-0.3332,0.5767,0.5132,-1.0023,0.1256,-1.2332,9.2637,0.7636,0.8778,-0.5582,-0.9796,-8.8451,4.4148,0.0176,0.3583,-0.7364,-1.2592,-9.1453,2.3435,2.0139,-0.416555,0,1698375085.2415,66
0.0444,0.5679,-0.3261,0.5709,0.5847,-1.0629,0.0154,-1.2914,9.3121,0.755,0.9243,-0.6393,-0.9991,-8.9018,4.3767,0.0642,0.4548,-1.063,-1.258,-9.174,2.275,2.0587,-0.335601,0,1698375085.2522,67
0.0503,0.5872,-0.3191,0.5746,0.6393,-1.1449,-0.0982,-1.4083,9.4999,0.7334,0.9528,-0.7099,-1.0339,-8.9688,4.3369,0.125,0.4982,-1.4471,-1.2435,-9.2447,2.2155,2.1363,-0.273842,0,1698375085.2621,68
0.0562,0.5991,-0.3114,0.6469,0.686,-1.1865,-0.2121,-1.6043,9.531,0.8177,0.9468,-0.7656,-1.0873,-9.0615,4.3303,0.1642,0.5089,-1.9508,-1.2126,-9.3765,2.1628,2.2476,-0.218357,0,1698375085.2719,68
0.0611,0.5784,-0.3025,0.7205,0.7189,-1.2008,-0.3483,-1.6465,9.8215,0.935,0.8996,-0.7936,-1.1305,-9.1896,4.3372,0.1484,0.5103,-2.4877,-1.1895,-9.5474,2.1074,2.326,-0.163256,0,1698375085.2819,69
0.0653,0.5597,-0.2925,0.7623,0.7146,-1.1992,-0.5009,-1.5315,10.2042,1.1629,0.8049,-0.7974,-1.1343,-9.3586,4.3405,0.0989,0.4459,-2.8017,-1.1919,-9.7199,2.065,2.3589,-0.116368,0,1698375085.2922,70
0.0694,0.537,-0.2816,0.8247,0.6431,-1.1511,-0.6698,-1.3323,10.6758,1.4672,0.7365,-0.8651,-1.1048,-9.5789,4.3259,0.0298,0.3489,-2.9194,-1.2433,-9.8879,2.0296,2.3521,-0.115142,0,1698375085.3022,71
