right q,right q dot,left q,left q dot,right_shoulder_ang_x,right_shoulder_ang_y,right_shoulder_ang_z,right_shoulder_acc_x,right_shoulder_acc_y,right_shoulder_acc_z,left_shoulder_ang_x,left_shoulder_ang_y,left_shoulder_ang_z,left_shoulder_acc_x,left_shoulder_acc_y,left_shoulder_acc_z,Label
-0.1222,0.2611,0.2787,-1.3175,-0.5438,0.2049,0.8401,-0.0273,-0.1759,0.2438,-0.4998,0.0614,0.8763,-0.3005,-0.0002,0.4545,23
-0.1188,0.313,0.262,-1.3951,-0.5364,0.2129,0.8273,-0.0368,-0.162,0.2553,-0.5042,0.0647,0.8587,-0.3167,0.023,0.468,24
-0.1147,0.3663,0.2443,-1.4671,-0.529,0.2199,0.816,-0.0474,-0.1481,0.2665,-0.5091,0.0671,0.8426,-0.3301,0.0449,0.4797,24
-0.1147,0.3663,0.2443,-1.4671,-0.529,0.2199,0.816,-0.0474,-0.1481,0.2665,-0.5091,0.0671,0.8426,-0.3301,0.0449,0.4797,24
-0.11,0.4201,0.2258,-1.5323,-0.5217,0.2258,0.8063,-0.059,-0.1345,0.2774,-0.5144,0.0686,0.8281,-0.3406,0.0652,0.4895,25
-0.1047,0.4735,0.2066,-1.5897,-0.5145,0.2304,0.7981,-0.0713,-0.1212,0.2878,-0.52,0.0691,0.8156,-0.3482,0.0838,0.4971,25
-0.1047,0.4735,0.2066,-1.5897,-0.5145,0.2304,0.7981,-0.0713,-0.1212,0.2878,-0.52,0.0691,0.8156,-0.3482,0.0838,0.4971,25
-0.0986,0.5257,0.1868,-1.6382,-0.5074,0.2336,0.7917,-0.0839,-0.1084,0.2975,-0.5258,0.0687,0.8049,-0.3529,0.1006,0.5025,25
-0.092,0.5759,0.1665,-1.677,-0.5004,0.2353,0.7868,-0.0965,-0.0962,0.3064,-0.5314,0.0675,0.7961,-0.3548,0.1155,0.5056,26
-0.092,0.5759,0.1665,-1.677,-0.5004,0.2353,0.7868,-0.0965,-0.0962,0.3064,-0.5314,0.0675,0.7961,-0.3548,0.1155,0.5056,26
-0.0847,0.6234,0.1457,-1.7054,-0.4936,0.2356,0.7835,-0.1089,-0.0848,0.3144,-0.5369,0.0654,0.7893,-0.3541,0.1283,0.5064,26
-0.0768,0.6673,0.1247,-1.7229,-0.487,0.2344,0.7817,-0.1208,-0.0741,0.3213,-0.5419,0.0627,0.7843,-0.351,0.1392,0.5048,27
-0.0768,0.6673,0.1247,-1.7229,-0.487,0.2344,0.7817,-0.1208,-0.0741,0.3213,-0.5419,0.0627,0.7843,-0.351,0.1392,0.5048,27
-0.0684,0.707,0.1036,-1.7292,-0.4805,0.2317,0.7812,-0.1318,-0.0643,0.3271,-0.5463,0.0592,0.781,-0.3456,0.1479,0.501,27
-0.0595,0.7419,0.0825,-1.7241,-0.4741,0.2276,0.782,-0.1417,-0.0555,0.3316,-0.5499,0.0552,0.7793,-0.3383,0.1547,0.4949,28
-0.0595,0.7419,0.0825,-1.7241,-0.4741,0.2276,0.782,-0.1417,-0.0555,0.3316,-0.5499,0.0552,0.7793,-0.3383,0.1547,0.4949,28
-0.0501,0.7716,0.0615,-1.7077,-0.4679,0.2221,0.7837,-0.1503,-0.0476,0.3348,-0.5527,0.0506,0.779,-0.3294,0.1595,0.4868,28
-0.0404,0.7956,0.0408,-1.6803,-0.4618,0.2154,0.7864,-0.1573,-0.0407,0.3365,-0.5543,0.0456,0.7799,-0.319,0.1624,0.4766,28
-0.0404,0.7956,0.0408,-1.6803,-0.4618,0.2154,0.7864,-0.1573,-0.0407,0.3365,-0.5543,0.0456,0.7799,-0.319,0.1624,0.4766,29
-0.0304,0.8139,0.0205,-1.6424,-0.4558,0.2075,0.7896,-0.1626,-0.0348,0.3368,-0.5548,0.0403,0.7818,-0.3077,0.1634,0.4647,29
-0.0202,0.8261,0.0008,-1.5946,-0.4499,0.1986,0.7933,-0.1661,-0.0298,0.3357,-0.5541,0.0348,0.7845,-0.2956,0.1629,0.4511,29
-0.0202,0.8261,0.0008,-1.5946,-0.4499,0.1986,0.7933,-0.1661,-0.0298,0.3357,-0.5541,0.0348,0.7845,-0.2956,0.1629,0.4511,30
-0.0098,0.8325,-0.0183,-1.5377,-0.444,0.1889,0.7971,-0.1676,-0.0257,0.3332,-0.552,0.0291,0.7877,-0.2832,0.1607,0.4361,30
0.0007,0.8331,-0.0366,-1.4727,-0.4382,0.1786,0.801,-0.1672,-0.0225,0.3292,-0.5485,0.0234,0.7912,-0.2707,0.1573,0.4199,30
0.0007,0.8331,-0.0366,-1.4727,-0.4382,0.1786,0.801,-0.1672,-0.0225,0.3292,-0.5485,0.0234,0.7912,-0.2707,0.1573,0.4199,31
0.0112,0.8282,-0.0541,-1.4007,-0.4324,0.1678,0.8047,-0.165,-0.0199,0.3239,-0.5437,0.0177,0.7947,-0.2583,0.1526,0.4028,31
0.0216,0.8182,-0.0706,-1.3229,-0.4265,0.1567,0.808,-0.1608,-0.018,0.3174,-0.5375,0.0121,0.7982,-0.2464,0.147,0.3849,31
0.0216,0.8182,-0.0706,-1.3229,-0.4265,0.1567,0.808,-0.1608,-0.018,0.3174,-0.5375,0.0121,0.7982,-0.2464,0.147,0.3849,32
0.0319,0.8036,-0.0862,-1.2404,-0.4205,0.1455,0.8107,-0.155,-0.0166,0.3098,-0.53,0.0066,0.8013,-0.235,0.1406,0.3664,32
0.042,0.785,-0.1007,-1.1546,-0.4145,0.1344,0.8128,-0.1476,-0.0155,0.3013,-0.5214,0.0014,0.804,-0.2245,0.1337,0.3477,32
0.042,0.785,-0.1007,-1.1546,-0.4145,0.1344,0.8128,-0.1476,-0.0155,0.3013,-0.5214,0.0014,0.804,-0.2245,0.1337,0.3477,32
0.0519,0.7631,-0.1142,-1.0668,-0.4083,0.1236,0.8142,-0.139,-0.0144,0.292,-0.5116,-0.0034,0.8061,-0.2148,0.1266,0.3289,33
0.0616,0.7385,-0.1265,-0.9784,-0.4021,0.1132,0.8146,-0.1292,-0.0134,0.2822,-0.501,-0.008,0.8075,-0.2061,0.1195,0.3103,33
0.0616,0.7385,-0.1265,-0.9784,-0.4021,0.1132,0.8146,-0.1292,-0.0134,0.2822,-0.501,-0.008,0.8075,-0.2061,0.1195,0.3103,33
0.071,0.712,-0.1378,-0.8906,-0.3957,0.1035,0.8142,-0.1187,-0.0121,0.2719,-0.4895,-0.0121,0.8082,-0.1985,0.1126,0.2919,34
0.08,0.6843,-0.1481,-0.8046,-0.3893,0.0945,0.8129,-0.1077,-0.0103,0.2615,-0.4775,-0.0158,0.808,-0.1919,0.1062,0.2741,34
0.08,0.6843,-0.1481,-0.8046,-0.3893,0.0945,0.8129,-0.1077,-0.0103,0.2615,-0.4775,-0.0158,0.808,-0.1919,0.1062,0.2741,34
0.0887,0.6561,-0.1573,-0.7217,-0.3829,0.0864,0.8108,-0.0965,-0.008,0.251,-0.465,-0.019,0.8071,-0.1863,0.1005,0.2569,35
0.0971,0.6281,-0.1655,-0.6428,-0.3764,0.0793,0.8079,-0.0855,-0.0049,0.2407,-0.4524,-0.0218,0.8055,-0.1816,0.0958,0.2406,35
0.0971,0.6281,-0.1655,-0.6428,-0.3764,0.0793,0.8079,-0.0855,-0.0049,0.2407,-0.4524,-0.0218,0.8055,-0.1816,0.0958,0.2406,35
0.1051,0.6008,-0.1728,-0.569,-0.3701,0.0732,0.8043,-0.0749,-0.0009,0.2306,-0.4398,-0.0241,0.8031,-0.1777,0.0921,0.2252,35
0.1128,0.5747,-0.1792,-0.501,-0.364,0.0682,0.8002,-0.0651,0.0041,0.2211,-0.4274,-0.026,0.8002,-0.1746,0.0895,0.2108,36
0.1128,0.5747,-0.1792,-0.501,-0.364,0.0682,0.8002,-0.0651,0.0041,0.2211,-0.4274,-0.026,0.8002,-0.1746,0.0895,0.2108,36
0.1201,0.5503,-0.1849,-0.4395,-0.358,0.0643,0.7957,-0.0563,0.0102,0.212,-0.4153,-0.0274,0.7969,-0.1719,0.0883,0.1975,36
0.1272,0.5278,-0.1898,-0.3849,-0.3524,0.0616,0.7909,-0.0488,0.0175,0.2037,-0.4038,-0.0283,0.7931,-0.1696,0.0883,0.1855,37
0.1272,0.5278,-0.1898,-0.3849,-0.3524,0.0616,0.7909,-0.0488,0.0175,0.2037,-0.4038,-0.0283,0.7931,-0.1696,0.0883,0.1855,37
0.134,0.5074,-0.1941,-0.3378,-0.3472,0.06,0.7861,-0.0427,0.0259,0.196,-0.3931,-0.0287,0.7892,-0.1675,0.0897,0.1746,37
0.1405,0.4893,-0.1979,-0.2982,-0.3425,0.0594,0.7814,-0.0382,0.0354,0.1891,-0.3832,-0.0288,0.7853,-0.1654,0.0924,0.1649,38
0.1405,0.4893,-0.1979,-0.2982,-0.3425,0.0594,0.7814,-0.0382,0.0354,0.1891,-0.3832,-0.0288,0.7853,-0.1654,0.0924,0.1649,38
0.1468,0.4734,-0.2013,-0.2661,-0.3384,0.0598,0.777,-0.0354,0.0461,0.1829,-0.3744,-0.0284,0.7814,-0.1631,0.0964,0.1564,38
0.1529,0.4595,-0.2044,-0.2416,-0.3348,0.0612,0.7731,-0.0343,0.0578,0.1775,-0.3666,-0.0276,0.7777,-0.1605,0.1015,0.1491,38
0.1529,0.4595,-0.2044,-0.2416,-0.3348,0.0612,0.7731,-0.0343,0.0578,0.1775,-0.3666,-0.0276,0.7777,-0.1605,0.1015,0.1491,39
0.1588,0.4476,-0.2072,-0.2243,-0.3319,0.0635,0.7698,-0.035,0.0705,0.1729,-0.3601,-0.0264,0.7744,-0.1574,0.1078,0.143,39
0.1645,0.4374,-0.2098,-0.2138,-0.3297,0.0665,0.7673,-0.0372,0.0839,0.1689,-0.3548,-0.0248,0.7717,-0.1537,0.1149,0.1379,39
0.1645,0.4374,-0.2098,-0.2138,-0.3297,0.0665,0.7673,-0.0372,0.0839,0.1689,-0.3548,-0.0248,0.7717,-0.1537,0.1149,0.1379,40
0.1701,0.4286,-0.2124,-0.2096,-0.3283,0.0702,0.7657,-0.041,0.0979,0.1657,-0.3509,-0.023,0.7695,-0.1492,0.1228,0.1339,40
0.1755,0.4209,-0.2149,-0.2113,-0.3276,0.0744,0.765,-0.0461,0.1124,0.163,-0.3483,-0.0208,0.7681,-0.1439,0.1313,0.1308,40
0.1755,0.4209,-0.2149,-0.2113,-0.3276,0.0744,0.765,-0.0461,0.1124,0.163,-0.3483,-0.0208,0.7681,-0.1439,0.1313,0.1308,41
0.1808,0.4139,-0.2175,-0.218,-0.3276,0.0791,0.7655,-0.0524,0.1271,0.1609,-0.3471,-0.0184,0.7674,-0.1378,0.14,0.1286,41
0.186,0.4073,-0.2203,-0.229,-0.3283,0.0841,0.767,-0.0595,0.1417,0.1592,-0.3472,-0.0158,0.7676,-0.1307,0.1488,0.1272,41
0.186,0.4073,-0.2203,-0.229,-0.3283,0.0841,0.767,-0.0595,0.1417,0.1592,-0.3472,-0.0158,0.7676,-0.1307,0.1488,0.1272,42
0.1912,0.4008,-0.2232,-0.2435,-0.3283,0.0841,0.767,-0.0595,0.1417,0.1592,-0.3472,-0.0158,0.7676,-0.1307,0.1488,0.1272,42
0.1962,0.3942,-0.2263,-0.2606,-0.3318,0.0946,0.7734,-0.0752,0.1699,0.1567,-0.3512,-0.01,0.7707,-0.1141,0.1655,0.1262,42
0.1962,0.3942,-0.2263,-0.2606,-0.3318,0.0946,0.7734,-0.0752,0.1699,0.1567,-0.3512,-0.01,0.7707,-0.1141,0.1655,0.1262,42
0.201,0.3873,-0.2296,-0.2794,-0.3318,0.0946,0.7734,-0.0752,0.1699,0.1567,-0.3512,-0.01,0.7707,-0.1141,0.1655,0.1262,43
0.2058,0.3798,-0.2332,-0.2991,-0.3375,0.1051,0.784,-0.0911,0.1951,0.155,-0.3596,-0.0036,0.7773,-0.0947,0.1795,0.1268,43
0.2058,0.3798,-0.2332,-0.2991,-0.3375,0.1051,0.784,-0.0911,0.1951,0.155,-0.3596,-0.0036,0.7773,-0.0947,0.1795,0.1268,43
0.2105,0.3716,-0.237,-0.3187,-0.341,0.11,0.7906,-0.0983,0.2059,0.1542,-0.3651,-0.0003,0.7819,-0.0842,0.185,0.1275,44
0.2151,0.3628,-0.2411,-0.3374,-0.3447,0.1146,0.798,-0.1047,0.2153,0.1532,-0.3714,0.0031,0.7872,-0.0734,0.1892,0.1282,44
0.2151,0.3628,-0.2411,-0.3374,-0.3447,0.1146,0.798,-0.1047,0.2153,0.1532,-0.3714,0.0031,0.7872,-0.0734,0.1892,0.1282,44
0.2195,0.3533,-0.2453,-0.3544,-0.3487,0.1188,0.806,-0.1101,0.223,0.1521,-0.3782,0.0065,0.7932,-0.0625,0.1921,0.1288,45
0.2238,0.3432,-0.2498,-0.3691,-0.3529,0.1226,0.8145,-0.1142,0.2289,0.1506,-0.3854,0.0098,0.7997,-0.0517,0.1935,0.1292,45
0.2238,0.3432,-0.2498,-0.3691,-0.3529,0.1226,0.8145,-0.1142,0.2289,0.1506,-0.3854,0.0098,0.7997,-0.0517,0.1935,0.1292,45
0.228,0.3327,-0.2544,-0.3807,-0.357,0.1259,0.8232,-0.1168,0.2329,0.1488,-0.3929,0.0131,0.8066,-0.0412,0.1933,0.1294,45
0.232,0.3219,-0.2591,-0.3888,-0.3612,0.1287,0.832,-0.1179,0.2348,0.1465,-0.4004,0.0164,0.8138,-0.0312,0.1916,0.1291,46
0.232,0.3219,-0.2591,-0.3888,-0.3612,0.1287,0.832,-0.1179,0.2348,0.1465,-0.4004,0.0164,0.8138,-0.0312,0.1916,0.1291,46
0.2359,0.3109,-0.2639,-0.393,-0.3651,0.131,0.8408,-0.1172,0.2347,0.1436,-0.4078,0.0195,0.8211,-0.022,0.1884,0.1284,46
0.2397,0.3001,-0.2687,-0.3927,-0.3689,0.1328,0.8493,-0.1149,0.2325,0.1402,-0.415,0.0225,0.8284,-0.0136,0.1837,0.1271,47
0.2397,0.3001,-0.2687,-0.3927,-0.3689,0.1328,0.8493,-0.1149,0.2325,0.1402,-0.415,0.0225,0.8284,-0.0136,0.1837,0.1271,47
0.2433,0.2896,-0.2735,-0.3879,-0.3724,0.1341,0.8574,-0.111,0.2282,0.1361,-0.4219,0.0254,0.8355,-0.0062,0.1777,0.1252,47
0.2469,0.2796,-0.2782,-0.3782,-0.3755,0.1351,0.865,-0.1054,0.2221,0.1313,-0.4283,0.028,0.8423,0.0001,0.1703,0.1227,48
0.2469,0.2796,-0.2782,-0.3782,-0.3755,0.1351,0.865,-0.1054,0.2221,0.1313,-0.4283,0.028,0.8423,0.0001,0.1703,0.1227,48
0.2503,0.2704,-0.2827,-0.3637,-0.3783,0.1357,0.8719,-0.0984,0.2141,0.1257,-0.4341,0.0305,0.8487,0.0052,0.1619,0.1196,48
0.2536,0.262,-0.2869,-0.3442,-0.3807,0.136,0.878,-0.0901,0.2045,0.1194,-0.4394,0.0328,0.8545,0.009,0.1526,0.1158,48
0.2536,0.262,-0.2869,-0.3442,-0.3807,0.136,0.878,-0.0901,0.2045,0.1194,-0.4394,0.0328,0.8545,0.009,0.1526,0.1158,49
0.2568,0.2548,-0.2909,-0.3199,-0.3828,0.1362,0.8833,-0.0808,0.1935,0.1123,-0.444,0.0349,0.8597,0.0114,0.1426,0.1113,49
0.26,0.2488,-0.2946,-0.2908,-0.3844,0.1362,0.8877,-0.0707,0.1811,0.1044,-0.4479,0.0367,0.8642,0.0126,0.132,0.1063,49
0.26,0.2488,-0.2946,-0.2908,-0.3844,0.1362,0.8877,-0.0707,0.1811,0.1044,-0.4479,0.0367,0.8642,0.0126,0.132,0.1063,50
0.2631,0.2441,-0.2978,-0.2571,-0.3844,0.1362,0.8877,-0.0707,0.1811,0.1044,-0.4479,0.0367,0.8642,0.0126,0.132,0.1063,50
0.2661,0.2408,-0.3006,-0.2191,-0.3868,0.1361,0.8938,-0.0495,0.1536,0.0866,-0.4539,0.0396,0.8708,0.0113,0.1103,0.0943,50
0.2661,0.2408,-0.3006,-0.2191,-0.3868,0.1361,0.8938,-0.0495,0.1536,0.0866,-0.4539,0.0396,0.8708,0.0113,0.1103,0.0943,51
0.2691,0.239,-0.3029,-0.177,-0.3875,0.1361,0.8955,-0.0391,0.1389,0.0766,-0.456,0.0406,0.8729,0.0089,0.0995,0.0874,51
0.2722,0.2386,-0.3046,-0.1312,-0.3881,0.1363,0.8964,-0.0292,0.1238,0.0661,-0.4576,0.0414,0.8743,0.0055,0.0889,0.08,51
0.2722,0.2386,-0.3046,-0.1312,-0.3881,0.1363,0.8964,-0.0292,0.1238,0.0661,-0.4576,0.0414,0.8743,0.0055,0.0889,0.08,52
0.2752,0.2397,-0.3057,-0.0819,-0.3887,0.1367,0.8965,-0.0202,0.1086,0.0552,-0.4587,0.0419,0.875,0.0012,0.0787,0.072,52
0.2782,0.2421,-0.3062,-0.0297,-0.3892,0.1373,0.896,-0.0124,0.0934,0.0438,-0.4596,0.0421,0.875,-0.0037,0.069,0.0635,52
0.2782,0.2421,-0.3062,-0.0297,-0.3892,0.1373,0.896,-0.0124,0.0934,0.0438,-0.4596,0.0421,0.875,-0.0037,0.069,0.0635,52
0.2813,0.2459,-0.306,0.0249,-0.3898,0.1381,0.8949,-0.0059,0.0783,0.0321,-0.4601,0.0419,0.8746,-0.0092,0.0599,0.0544,53
0.2844,0.2509,-0.3051,0.0814,-0.3906,0.1391,0.8935,-0.001,0.0635,0.0202,-0.4606,0.0415,0.8739,-0.0151,0.0514,0.0449,53
0.2844,0.2509,-0.3051,0.0814,-0.3906,0.1391,0.8935,-0.001,0.0635,0.0202,-0.4606,0.0415,0.8739,-0.0151,0.0514,0.0449,53
0.2876,0.257,-0.3035,0.139,-0.3917,0.1403,0.8918,0.0021,0.049,0.0081,-0.461,0.0408,0.8728,-0.0212,0.0435,0.0348,54
0.2909,0.2641,-0.3012,0.1969,-0.3932,0.1418,0.8899,0.0034,0.035,-0.004,-0.4616,0.0398,0.8716,-0.0273,0.0362,0.0243,54
0.2909,0.2641,-0.3012,0.1969,-0.3932,0.1418,0.8899,0.0034,0.035,-0.004,-0.4616,0.0398,0.8716,-0.0273,0.0362,0.0243,54
0.2943,0.272,-0.2981,0.2543,-0.395,0.1434,0.8881,0.0028,0.0214,-0.016,-0.4623,0.0385,0.8703,-0.0333,0.0294,0.0133,55
0.2978,0.2805,-0.2944,0.3103,-0.3973,0.1452,0.8863,0.0003,0.0081,-0.028,-0.4633,0.0369,0.8691,-0.0389,0.023,0.0018,55
0.2978,0.2805,-0.2944,0.3103,-0.3973,0.1452,0.8863,0.0003,0.0081,-0.028,-0.4633,0.0369,0.8691,-0.0389,0.023,0.0018,55
0.3013,0.2893,-0.29,0.3638,-0.4002,0.1472,0.8849,-0.0041,-0.0048,-0.0397,-0.4647,0.0352,0.868,-0.0441,0.0169,-0.01,55
0.305,0.2983,-0.2851,0.4141,-0.4036,0.1492,0.8838,-0.0102,-0.0174,-0.0512,-0.4667,0.0331,0.8672,-0.0486,0.0111,-0.0222,56
0.305,0.2983,-0.2851,0.4141,-0.4036,0.1492,0.8838,-0.0102,-0.0174,-0.0512,-0.4667,0.0331,0.8672,-0.0486,0.0111,-0.0222,56
0.3088,0.3071,-0.2795,0.46,-0.4076,0.1514,0.8833,-0.0181,-0.0299,-0.0624,-0.4694,0.0309,0.8668,-0.0523,0.0052,-0.0348,56
0.3126,0.3155,-0.2734,0.5008,-0.4123,0.1536,0.8835,-0.0275,-0.0425,-0.0733,-0.4728,0.0284,0.867,-0.0549,-0.0009,-0.0477,57
0.3126,0.3155,-0.2734,0.5008,-0.4123,0.1536,0.8835,-0.0275,-0.0425,-0.0733,-0.4728,0.0284,0.867,-0.0549,-0.0009,-0.0477,57
0.3166,0.323,-0.2669,0.5357,-0.4177,0.1558,0.8844,-0.0386,-0.0551,-0.0838,-0.4771,0.0257,0.8677,-0.0562,-0.0074,-0.0608,57
0.3206,0.3293,-0.2601,0.5641,-0.4238,0.1581,0.8863,-0.051,-0.068,-0.0939,-0.4823,0.0226,0.8693,-0.056,-0.0146,-0.0742,58
0.3206,0.3293,-0.2601,0.5641,-0.4238,0.1581,0.8863,-0.051,-0.068,-0.0939,-0.4823,0.0226,0.8693,-0.056,-0.0146,-0.0742,58
0.3247,0.3342,-0.2529,0.5856,-0.4305,0.1602,0.8893,-0.0648,-0.0813,-0.1036,-0.4886,0.0193,0.8718,-0.0541,-0.0228,-0.0877,58
0.3288,0.3373,-0.2456,0.5996,-0.4379,0.1622,0.8935,-0.0799,-0.0949,-0.1129,-0.4958,0.0155,0.8754,-0.0503,-0.0322,-0.1015,58
0.3288,0.3373,-0.2456,0.5996,-0.4379,0.1622,0.8935,-0.0799,-0.0949,-0.1129,-0.4958,0.0155,0.8754,-0.0503,-0.0322,-0.1015,59
0.3329,0.3384,-0.2382,0.6062,-0.4458,0.1639,0.8989,-0.096,-0.1089,-0.1218,-0.5041,0.0114,0.8801,-0.0444,-0.0432,-0.1153,59
0.337,0.3372,-0.2308,0.6054,-0.4543,0.1651,0.9057,-0.1129,-0.1233,-0.1303,-0.5133,0.0069,0.8862,-0.0363,-0.0559,-0.1294,59
0.337,0.3372,-0.2308,0.6054,-0.4543,0.1651,0.9057,-0.1129,-0.1233,-0.1303,-0.5133,0.0069,0.8862,-0.0363,-0.0559,-0.1294,60
0.3411,0.3335,-0.2235,0.5972,-0.4631,0.1658,0.9138,-0.1305,-0.138,-0.1384,-0.5233,0.002,0.8935,-0.0258,-0.0705,-0.1436,60
0.345,0.3273,-0.2163,0.5821,-0.4721,0.1658,0.9233,-0.1483,-0.1528,-0.1462,-0.5339,-0.0032,0.9023,-0.0131,-0.0873,-0.158,60
0.345,0.3273,-0.2163,0.5821,-0.4721,0.1658,0.9233,-0.1483,-0.1528,-0.1462,-0.5339,-0.0032,0.9023,-0.0131,-0.0873,-0.158,61
0.3489,0.3183,-0.2094,0.5607,-0.4813,0.1649,0.9341,-0.166,-0.1674,-0.1537,-0.545,-0.0088,0.9123,0.0017,-0.1062,-0.1727,61
0.3526,0.3065,-0.2028,0.5335,-0.4903,0.163,0.9461,-0.1833,-0.1818,-0.1609,-0.5564,-0.0146,0.9237,0.0185,-0.1274,-0.1875,61
0.3526,0.3065,-0.2028,0.5335,-0.4903,0.163,0.9461,-0.1833,-0.1818,-0.1609,-0.5564,-0.0146,0.9237,0.0185,-0.1274,-0.1875,62
0.3562,0.2916,-0.1966,0.5015,-0.4993,0.16,0.9592,-0.1997,-0.1956,-0.1679,-0.5678,-0.0207,0.9362,0.037,-0.1506,-0.2026,62
0.3595,0.2736,-0.1909,0.4655,-0.5079,0.1559,0.9731,-0.2147,-0.2086,-0.1747,-0.5791,-0.0268,0.9496,0.0569,-0.1758,-0.2178,62
0.3595,0.2736,-0.1909,0.4655,-0.5079,0.1559,0.9731,-0.2147,-0.2086,-0.1747,-0.5791,-0.0268,0.9496,0.0569,-0.1758,-0.2178,62
0.3626,0.2524,-0.1856,0.4264,-0.516,0.1505,0.9876,-0.2279,-0.2205,-0.1815,-0.5901,-0.0331,0.9638,0.0776,-0.2025,-0.2332,63
0.3654,0.2278,-0.1808,0.3854,-0.5236,0.1439,1.0024,-0.2389,-0.2312,-0.1883,-0.6005,-0.0393,0.9784,0.0987,-0.2304,-0.2487,63
0.3654,0.2278,-0.1808,0.3854,-0.5236,0.1439,1.0024,-0.2389,-0.2312,-0.1883,-0.6005,-0.0393,0.9784,0.0987,-0.2304,-0.2487,63
0.3679,0.1997,-0.1765,0.3434,-0.5306,0.136,1.0172,-0.2473,-0.2405,-0.1952,-0.6103,-0.0455,0.9932,0.1197,-0.259,-0.2642,64
0.37,0.1677,-0.1728,0.3014,-0.5369,0.1269,1.0316,-0.2527,-0.2482,-0.2024,-0.6191,-0.0516,1.0078,0.14,-0.2876,-0.2797,64
0.37,0.1677,-0.1728,0.3014,-0.5369,0.1269,1.0316,-0.2527,-0.2482,-0.2024,-0.6191,-0.0516,1.0078,0.14,-0.2876,-0.2797,64
0.3716,0.1319,-0.1695,0.2603,-0.5424,0.1168,1.0452,-0.2547,-0.2544,-0.2101,-0.627,-0.0575,1.0218,0.1591,-0.3156,-0.295,65
0.3728,0.0918,-0.1668,0.221,-0.5473,0.1056,1.0577,-0.2533,-0.259,-0.2184,-0.6338,-0.0633,1.0348,0.1765,-0.3424,-0.3101,65
0.3728,0.0918,-0.1668,0.221,-0.5473,0.1056,1.0577,-0.2533,-0.259,-0.2184,-0.6338,-0.0633,1.0348,0.1765,-0.3424,-0.3101,65
0.3735,0.0475,-0.1644,0.1843,-0.5514,0.0937,1.0688,-0.2484,-0.2621,-0.2274,-0.6395,-0.069,1.0466,0.1917,-0.3672,-0.3248,65
0.3736,-0.0014,-0.1625,0.1509,-0.5548,0.0812,1.0782,-0.2399,-0.2639,-0.2374,-0.644,-0.0744,1.0567,0.2044,-0.3896,-0.339,66
0.3736,-0.0014,-0.1625,0.1509,-0.5548,0.0812,1.0782,-0.2399,-0.2639,-0.2374,-0.644,-0.0744,1.0567,0.2044,-0.3896,-0.339,66
0.373,-0.055,-0.161,0.1214,-0.5575,0.0682,1.0855,-0.2279,-0.2642,-0.2484,-0.6472,-0.0798,1.0649,0.2143,-0.4089,-0.3528,66
0.3718,-0.1133,-0.1598,0.0963,-0.5597,0.0552,1.0906,-0.2127,-0.2634,-0.2605,-0.6493,-0.0851,1.071,0.2212,-0.4249,-0.3659,67
0.3718,-0.1133,-0.1598,0.0963,-0.5597,0.0552,1.0906,-0.2127,-0.2634,-0.2605,-0.6493,-0.0851,1.071,0.2212,-0.4249,-0.3659,67
0.3698,-0.1764,-0.1588,0.0761,-0.5614,0.0422,1.0934,-0.1947,-0.2614,-0.2737,-0.6502,-0.0903,1.0747,0.225,-0.4371,-0.3784,67
0.367,-0.2442,-0.1581,0.0611,-0.5627,0.0296,1.0937,-0.174,-0.2582,-0.2882,-0.65,-0.0956,1.076,0.2258,-0.4454,-0.3902,68
0.367,-0.2442,-0.1581,0.0611,-0.5627,0.0296,1.0937,-0.174,-0.2582,-0.2882,-0.65,-0.0956,1.076,0.2258,-0.4454,-0.3902,68
0.3634,-0.3164,-0.1575,0.0516,-0.5635,0.0175,1.0915,-0.1513,-0.2539,-0.3038,-0.6486,-0.1008,1.0747,0.2237,-0.4497,-0.4013,68
0.3588,-0.3929,-0.1569,0.0477,-0.564,0.0061,1.0869,-0.1269,-0.2485,-0.3205,-0.6462,-0.1061,1.071,0.2189,-0.4498,-0.4117,68
0.3588,-0.3929,-0.1569,0.0477,-0.564,0.0061,1.0869,-0.1269,-0.2485,-0.3205,-0.6462,-0.1061,1.071,0.2189,-0.4498,-0.4117,69
0.3533,-0.4732,-0.1563,0.0495,-0.5643,-0.0044,1.08,-0.1013,-0.2418,-0.3382,-0.6429,-0.1114,1.0648,0.2116,-0.4459,-0.4214,69
0.3468,-0.5569,-0.1557,0.057,-0.5644,-0.0138,1.071,-0.075,-0.2339,-0.3566,-0.6386,-0.1167,1.0563,0.2024,-0.4382,-0.4306,69
0.3468,-0.5569,-0.1557,0.057,-0.5644,-0.0138,1.071,-0.075,-0.2339,-0.3566,-0.6386,-0.1167,1.0563,0.2024,-0.4382,-0.4306,70
0.3392,-0.6435,-0.1549,0.0701,-0.5643,-0.022,1.0599,-0.0484,-0.2247,-0.3757,-0.6335,-0.122,1.0457,0.1914,-0.4267,-0.4393,70
0.3305,-0.7321,-0.1539,0.0886,-0.5641,-0.029,1.0471,-0.0219,-0.2141,-0.3952,-0.6276,-0.1272,1.0332,0.1793,-0.4119,-0.4476,70
0.3305,-0.7321,-0.1539,0.0886,-0.5641,-0.029,1.0471,-0.0219,-0.2141,-0.3952,-0.6276,-0.1272,1.0332,0.1793,-0.4119,-0.4476,71
