right q,right q dot,left q,left q dot,right_shoulder_ang_x,right_shoulder_ang_y,right_shoulder_ang_z,right_shoulder_acc_x,right_shoulder_acc_y,right_shoulder_acc_z,left_shoulder_ang_x,left_shoulder_ang_y,left_shoulder_ang_z,left_shoulder_acc_x,left_shoulder_acc_y,left_shoulder_acc_z,Label
0.2905,0.2764,-0.27,0.065,-0.3686,0.1439,0.8818,0.058,0.1639,-0.0278,-0.4504,0.0629,0.8614,0.0317,0.1036,-0.0081,53
0.2939,0.2794,-0.2688,0.1193,-0.3719,0.1461,0.881,0.0567,0.1492,-0.0422,-0.4521,0.0621,0.8636,0.0254,0.0904,-0.0166,53
0.2939,0.2794,-0.2688,0.1193,-0.3719,0.1461,0.881,0.0567,0.1492,-0.0422,-0.4521,0.0621,0.8636,0.0254,0.0904,-0.0166,53
0.2972,0.2834,-0.2669,0.1742,-0.3756,0.1484,0.8802,0.0534,0.1351,-0.0565,-0.4539,0.0608,0.866,0.019,0.0773,-0.0256,53
0.3007,0.2881,-0.2644,0.2288,-0.3798,0.1506,0.8798,0.0481,0.1217,-0.0707,-0.4558,0.059,0.8687,0.0124,0.0643,-0.0351,54
0.3007,0.2881,-0.2644,0.2288,-0.3798,0.1506,0.8798,0.0481,0.1217,-0.0707,-0.4558,0.059,0.8687,0.0124,0.0643,-0.0351,54
0.3042,0.2936,-0.2611,0.2822,-0.3846,0.1526,0.8797,0.0409,0.1091,-0.0845,-0.4578,0.0568,0.872,0.0058,0.0515,-0.0451,54
0.3077,0.2995,-0.2573,0.3333,-0.3899,0.1545,0.8802,0.0319,0.0973,-0.098,-0.4601,0.0541,0.8758,-0.0006,0.0391,-0.0556,55
0.3077,0.2995,-0.2573,0.3333,-0.3899,0.1545,0.8802,0.0319,0.0973,-0.098,-0.4601,0.0541,0.8758,-0.0006,0.0391,-0.0556,55
0.3114,0.3058,-0.2528,0.3812,-0.3957,0.1562,0.8814,0.0213,0.0863,-0.111,-0.4627,0.0511,0.8803,-0.0068,0.0271,-0.0666,55
0.3151,0.3122,-0.2478,0.4249,-0.4022,0.1577,0.8833,0.0091,0.076,-0.1233,-0.4655,0.0476,0.8856,-0.0126,0.0154,-0.078,56
0.3151,0.3122,-0.2478,0.4249,-0.4022,0.1577,0.8833,0.0091,0.076,-0.1233,-0.4655,0.0476,0.8856,-0.0126,0.0154,-0.078,56
0.3189,0.3184,-0.2423,0.4636,-0.4092,0.159,0.8863,-0.0046,0.0664,-0.1348,-0.4688,0.0439,0.8917,-0.0178,0.0041,-0.0899,56
0.3228,0.3241,-0.2363,0.4965,-0.4169,0.16,0.8902,-0.0194,0.0572,-0.1454,-0.4724,0.0397,0.8986,-0.0224,-0.007,-0.102,56
0.3228,0.3241,-0.2363,0.4965,-0.4169,0.16,0.8902,-0.0194,0.0572,-0.1454,-0.4724,0.0397,0.8986,-0.0224,-0.007,-0.102,57
0.3267,0.3291,-0.23,0.5229,-0.4252,0.1607,0.8953,-0.0354,0.0484,-0.1551,-0.4766,0.0353,0.9065,-0.0262,-0.0179,-0.1143,57
0.3307,0.333,-0.2234,0.5425,-0.4341,0.1611,0.9016,-0.0523,0.0398,-0.1637,-0.4812,0.0307,0.9155,-0.0291,-0.0289,-0.1268,57
0.3307,0.333,-0.2234,0.5425,-0.4341,0.1611,0.9016,-0.0523,0.0398,-0.1637,-0.4812,0.0307,0.9155,-0.0291,-0.0289,-0.1268,58
0.3348,0.3355,-0.2166,0.5548,-0.4435,0.1611,0.9092,-0.0699,0.0312,-0.1712,-0.4862,0.0257,0.9254,-0.0309,-0.0402,-0.1392,58
0.3389,0.3363,-0.2097,0.5599,-0.4535,0.1608,0.9181,-0.0882,0.0225,-0.1774,-0.4918,0.0205,0.9363,-0.0316,-0.052,-0.1514,58
0.3389,0.3363,-0.2097,0.5599,-0.4535,0.1608,0.9181,-0.0882,0.0225,-0.1774,-0.4918,0.0205,0.9363,-0.0316,-0.052,-0.1514,59
0.343,0.3352,-0.2028,0.5577,-0.4535,0.1608,0.9181,-0.0882,0.0225,-0.1774,-0.4918,0.0205,0.9363,-0.0316,-0.052,-0.1514,59
0.347,0.332,-0.1959,0.5484,-0.4747,0.1587,0.9397,-0.1256,0.0048,-0.1863,-0.5039,0.0096,0.9611,-0.0296,-0.0781,-0.1747,59
0.347,0.332,-0.1959,0.5484,-0.4747,0.1587,0.9397,-0.1256,0.0048,-0.1863,-0.5039,0.0096,0.9611,-0.0296,-0.0781,-0.1747,60
0.351,0.3265,-0.1893,0.5326,-0.4857,0.1568,0.9523,-0.1443,-0.0044,-0.1889,-0.5104,0.004,0.9748,-0.0268,-0.0928,-0.1856,60
0.355,0.3187,-0.1828,0.5105,-0.4969,0.1544,0.966,-0.1627,-0.0138,-0.1902,-0.5171,-0.0017,0.9892,-0.023,-0.1087,-0.1958,60
0.355,0.3187,-0.1828,0.5105,-0.4969,0.1544,0.966,-0.1627,-0.0138,-0.1902,-0.5171,-0.0017,0.9892,-0.023,-0.1087,-0.1958,60
0.3588,0.3084,-0.1767,0.4831,-0.508,0.1512,0.9805,-0.1803,-0.0233,-0.1904,-0.524,-0.0075,1.0042,-0.0182,-0.1259,-0.2051,61
0.3625,0.2958,-0.171,0.451,-0.519,0.1474,0.9958,-0.1971,-0.0329,-0.1894,-0.5308,-0.0132,1.0195,-0.0127,-0.1442,-0.2134,61
0.3625,0.2958,-0.171,0.451,-0.519,0.1474,0.9958,-0.1971,-0.0329,-0.1894,-0.5308,-0.0132,1.0195,-0.0127,-0.1442,-0.2134,61
0.366,0.2807,-0.1656,0.4151,-0.5298,0.1429,1.0116,-0.2127,-0.0425,-0.1873,-0.5376,-0.0189,1.0351,-0.0067,-0.1635,-0.2207,62
0.3694,0.2632,-0.1608,0.3763,-0.5401,0.1377,1.0277,-0.2269,-0.052,-0.1843,-0.5442,-0.0246,1.0505,-0.0003,-0.1834,-0.2269,62
0.3694,0.2632,-0.1608,0.3763,-0.5401,0.1377,1.0277,-0.2269,-0.052,-0.1843,-0.5442,-0.0246,1.0505,-0.0003,-0.1834,-0.2269,62
0.3725,0.2432,-0.1564,0.3357,-0.5498,0.1317,1.0439,-0.2394,-0.0613,-0.1805,-0.5507,-0.0301,1.0656,0.0061,-0.2036,-0.2319,63
0.3754,0.2208,-0.1525,0.2943,-0.5589,0.1249,1.0598,-0.2499,-0.0703,-0.1761,-0.5568,-0.0356,1.0801,0.0124,-0.2238,-0.2357,63
0.3754,0.2208,-0.1525,0.2943,-0.5589,0.1249,1.0598,-0.2499,-0.0703,-0.1761,-0.5568,-0.0356,1.0801,0.0124,-0.2238,-0.2357,63
0.378,0.1958,-0.1492,0.2529,-0.5672,0.1175,1.0751,-0.2582,-0.0789,-0.1711,-0.5627,-0.0409,1.0937,0.0181,-0.2434,-0.2382,63
0.3803,0.1684,-0.1463,0.2126,-0.5745,0.1093,1.0895,-0.2641,-0.0872,-0.1659,-0.5681,-0.046,1.1061,0.023,-0.262,-0.2394,64
0.3803,0.1684,-0.1463,0.2126,-0.5745,0.1093,1.0895,-0.2641,-0.0872,-0.1659,-0.5681,-0.046,1.1061,0.023,-0.262,-0.2394,64
0.3822,0.1382,-0.144,0.1743,-0.5809,0.1004,1.1026,-0.2673,-0.0951,-0.1605,-0.5731,-0.051,1.1169,0.0269,-0.2792,-0.2394,64
0.3838,0.1053,-0.142,0.1388,-0.5862,0.0908,1.1143,-0.2677,-0.1025,-0.1554,-0.5777,-0.0559,1.1258,0.0295,-0.2944,-0.2383,65
0.3838,0.1053,-0.142,0.1388,-0.5862,0.0908,1.1143,-0.2677,-0.1025,-0.1554,-0.5777,-0.0559,1.1258,0.0295,-0.2944,-0.2383,65
0.3849,0.0694,-0.1405,0.1067,-0.5903,0.0806,1.124,-0.2651,-0.1096,-0.1506,-0.5816,-0.0606,1.1324,0.0306,-0.3075,-0.236,65
0.3856,0.0303,-0.1394,0.0788,-0.5933,0.0699,1.1317,-0.2594,-0.1164,-0.1464,-0.585,-0.0653,1.1365,0.03,-0.3178,-0.2328,66
0.3856,0.0303,-0.1394,0.0788,-0.5933,0.0699,1.1317,-0.2594,-0.1164,-0.1464,-0.585,-0.0653,1.1365,0.03,-0.3178,-0.2328,66
0.3858,-0.012,-0.1386,0.0556,-0.5951,0.0588,1.1369,-0.2505,-0.1228,-0.143,-0.5878,-0.0698,1.1379,0.0277,-0.3254,-0.2287,66
0.3855,-0.0579,-0.138,0.0374,-0.5957,0.0475,1.1395,-0.2384,-0.1289,-0.1407,-0.5899,-0.0744,1.1362,0.0236,-0.3298,-0.2239,66
0.3855,-0.0579,-0.138,0.0374,-0.5957,0.0475,1.1395,-0.2384,-0.1289,-0.1407,-0.5899,-0.0744,1.1362,0.0236,-0.3298,-0.2239,67
0.3846,-0.1074,-0.1376,0.0247,-0.5953,0.036,1.1393,-0.2232,-0.1349,-0.1395,-0.5914,-0.0791,1.1314,0.0178,-0.3311,-0.2187,67
0.3831,-0.1606,-0.1373,0.0176,-0.5938,0.0247,1.1363,-0.205,-0.1405,-0.1397,-0.5923,-0.0838,1.1233,0.0104,-0.3292,-0.2131,67
0.3831,-0.1606,-0.1373,0.0176,-0.5938,0.0247,1.1363,-0.205,-0.1405,-0.1397,-0.5923,-0.0838,1.1233,0.0104,-0.3292,-0.2131,68
0.3809,-0.2176,-0.1371,0.0162,-0.5914,0.0135,1.1304,-0.1842,-0.1459,-0.1414,-0.5924,-0.0888,1.1121,0.0016,-0.3241,-0.2074,68
0.3779,-0.2783,-0.1369,0.0207,-0.5881,0.0028,1.1217,-0.1608,-0.1509,-0.1446,-0.592,-0.0939,1.0977,-0.0083,-0.3161,-0.202,68
0.3779,-0.2783,-0.1369,0.0207,-0.5881,0.0028,1.1217,-0.1608,-0.1509,-0.1446,-0.592,-0.0939,1.0977,-0.0083,-0.3161,-0.202,69
0.3742,-0.3427,-0.1365,0.031,-0.5841,-0.0073,1.1104,-0.1354,-0.1553,-0.1493,-0.5909,-0.0993,1.0803,-0.0188,-0.3053,-0.1969,69
0.3697,-0.4105,-0.136,0.0471,-0.5795,-0.0166,1.0964,-0.1083,-0.1591,-0.1556,-0.5891,-0.1049,1.0603,-0.0296,-0.292,-0.1926,69
0.3697,-0.4105,-0.136,0.0471,-0.5795,-0.0166,1.0964,-0.1083,-0.1591,-0.1556,-0.5891,-0.1049,1.0603,-0.0296,-0.292,-0.1926,69
0.3643,-0.4815,-0.1352,0.0686,-0.5744,-0.0251,1.0802,-0.0799,-0.162,-0.1633,-0.5868,-0.1108,1.0379,-0.0402,-0.2766,-0.1891,70
0.3581,-0.5554,-0.1341,0.0953,-0.5689,-0.0325,1.062,-0.0507,-0.1637,-0.1724,-0.584,-0.1169,1.0134,-0.0501,-0.2593,-0.1868,70
0.3581,-0.5554,-0.1341,0.0953,-0.5689,-0.0325,1.062,-0.0507,-0.1637,-0.1724,-0.584,-0.1169,1.0134,-0.0501,-0.2593,-0.1868,70
0.3509,-0.6316,-0.1327,0.1268,-0.5631,-0.0389,1.042,-0.0212,-0.1642,-0.1828,-0.5806,-0.1232,0.9873,-0.0587,-0.2407,-0.1859,71
0.3427,-0.7095,-0.1308,0.1626,-0.5572,-0.0441,1.0207,0.0083,-0.1631,-0.1943,-0.5767,-0.1296,0.9601,-0.0657,-0.221,-0.1866,71
0.3427,-0.7095,-0.1308,0.1626,-0.5572,-0.0441,1.0207,0.0083,-0.1631,-0.1943,-0.5767,-0.1296,0.9601,-0.0657,-0.221,-0.1866,71
0.3336,-0.7887,-0.1284,0.2021,-0.5513,-0.0481,0.9983,0.0373,-0.1602,-0.2067,-0.5723,-0.1362,0.9322,-0.0705,-0.2008,-0.189,72
0.3235,-0.8682,-0.1256,0.2447,-0.5456,-0.0509,0.9754,0.0654,-0.1555,-0.2197,-0.5675,-0.1427,0.9042,-0.0728,-0.1805,-0.1932,72
0.3235,-0.8682,-0.1256,0.2447,-0.5456,-0.0509,0.9754,0.0654,-0.1555,-0.2197,-0.5675,-0.1427,0.9042,-0.0728,-0.1805,-0.1932,72
0.3124,-0.9474,-0.1221,0.2897,-0.5401,-0.0526,0.9523,0.0921,-0.1487,-0.2333,-0.5622,-0.1491,0.8765,-0.0722,-0.1603,-0.1992,73
0.3003,-1.0253,-0.1181,0.3364,-0.5349,-0.0531,0.9293,0.1173,-0.1399,-0.247,-0.5565,-0.1554,0.8495,-0.0685,-0.1406,-0.2072,73
0.3003,-1.0253,-0.1181,0.3364,-0.5349,-0.0531,0.9293,0.1173,-0.1399,-0.247,-0.5565,-0.1554,0.8495,-0.0685,-0.1406,-0.2072,73
0.2873,-1.101,-0.1135,0.3841,-0.5302,-0.0525,0.9068,0.1406,-0.129,-0.2607,-0.5504,-0.1613,0.8239,-0.0614,-0.1217,-0.2171,73
0.2734,-1.1735,-0.1084,0.4319,-0.526,-0.051,0.8852,0.1617,-0.1162,-0.2742,-0.5439,-0.1669,0.7999,-0.051,-0.1038,-0.2287,74
0.2734,-1.1735,-0.1084,0.4319,-0.526,-0.051,0.8852,0.1617,-0.1162,-0.2742,-0.5439,-0.1669,0.7999,-0.051,-0.1038,-0.2287,74
0.2586,-1.242,-0.1026,0.4791,-0.5225,-0.0486,0.8648,0.1806,-0.1015,-0.287,-0.5372,-0.1719,0.7779,-0.0373,-0.0871,-0.242,74
0.243,-1.3055,-0.0962,0.525,-0.5195,-0.0454,0.8459,0.1972,-0.0853,-0.2992,-0.5301,-0.1764,0.7583,-0.0203,-0.0717,-0.2568,75
0.243,-1.3055,-0.0962,0.525,-0.5195,-0.0454,0.8459,0.1972,-0.0853,-0.2992,-0.5301,-0.1764,0.7583,-0.0203,-0.0717,-0.2568,75
0.2266,-1.3632,-0.0893,0.5688,-0.5172,-0.0415,0.8286,0.2114,-0.0677,-0.3103,-0.5229,-0.1802,0.7414,-0.0003,-0.0576,-0.2729,75
0.2096,-1.4141,-0.0819,0.6098,-0.5156,-0.0371,0.8132,0.2231,-0.0491,-0.3202,-0.5156,-0.1832,0.7273,0.0224,-0.0451,-0.2899,76
0.2096,-1.4141,-0.0819,0.6098,-0.5156,-0.0371,0.8132,0.2231,-0.0491,-0.3202,-0.5156,-0.1832,0.7273,0.0224,-0.0451,-0.2899,76
0.1921,-1.4576,-0.074,0.6475,-0.5146,-0.0323,0.7998,0.2326,-0.0297,-0.3288,-0.5082,-0.1853,0.7162,0.0475,-0.034,-0.3078,76
0.174,-1.493,-0.0656,0.6812,-0.5141,-0.0272,0.7886,0.2399,-0.01,-0.3358,-0.5009,-0.1866,0.7081,0.0745,-0.0244,-0.3261,76
0.174,-1.493,-0.0656,0.6812,-0.5141,-0.0272,0.7886,0.2399,-0.01,-0.3358,-0.5009,-0.1866,0.7081,0.0745,-0.0244,-0.3261,77
0.1556,-1.5198,-0.0569,0.7104,-0.5141,-0.0219,0.7794,0.2451,0.0096,-0.3413,-0.4938,-0.1869,0.703,0.1031,-0.0162,-0.3445,77
0.1369,-1.5377,-0.0478,0.7348,-0.5144,-0.0166,0.7724,0.2486,0.0289,-0.3451,-0.4868,-0.1862,0.7009,0.1326,-0.0095,-0.3629,77
0.1369,-1.5377,-0.0478,0.7348,-0.5144,-0.0166,0.7724,0.2486,0.0289,-0.3451,-0.4868,-0.1862,0.7009,0.1326,-0.0095,-0.3629,78
0.118,-1.5464,-0.0385,0.7541,-0.515,-0.0113,0.7674,0.2503,0.0474,-0.3471,-0.48,-0.1846,0.7015,0.1627,-0.0041,-0.3809,78
0.0991,-1.5458,-0.029,0.768,-0.5158,-0.0061,0.7644,0.2508,0.0648,-0.3475,-0.4736,-0.182,0.7048,0.1926,0.0001,-0.3982,78
0.0991,-1.5458,-0.029,0.768,-0.5158,-0.0061,0.7644,0.2508,0.0648,-0.3475,-0.4736,-0.182,0.7048,0.1926,0.0001,-0.3982,79
0.0803,-1.5361,-0.0193,0.7765,-0.5166,-0.0012,0.7631,0.2501,0.0807,-0.3463,-0.4674,-0.1785,0.7104,0.222,0.003,-0.4147,79
0.0616,-1.5174,-0.0096,0.7797,-0.5172,0.0033,0.7634,0.2486,0.095,-0.3435,-0.4615,-0.1741,0.718,0.2502,0.0049,-0.4302,79
0.0616,-1.5174,-0.0096,0.7797,-0.5172,0.0033,0.7634,0.2486,0.095,-0.3435,-0.4615,-0.1741,0.718,0.2502,0.0049,-0.4302,79
0.0432,-1.49,0.0001,0.7777,-0.5176,0.0075,0.7651,0.2465,0.1073,-0.3394,-0.4558,-0.1689,0.7273,0.2769,0.0058,-0.4444,80
0.0252,-1.4546,0.0097,0.771,-0.5176,0.0113,0.7679,0.2441,0.1176,-0.334,-0.4503,-0.163,0.738,0.3014,0.006,-0.4574,80
0.0252,-1.4546,0.0097,0.771,-0.5176,0.0113,0.7679,0.2441,0.1176,-0.334,-0.4503,-0.163,0.738,0.3014,0.006,-0.4574,80
0.0077,-1.4117,0.0192,0.7599,-0.5171,0.0145,0.7715,0.2417,0.1256,-0.3275,-0.445,-0.1565,0.7497,0.3234,0.0056,-0.4689,81
-0.0093,-1.362,0.0285,0.7448,-0.5161,0.0173,0.7757,0.2394,0.1313,-0.3201,-0.4397,-0.1495,0.7619,0.3426,0.0048,-0.4789,81
-0.0093,-1.362,0.0285,0.7448,-0.5161,0.0173,0.7757,0.2394,0.1313,-0.3201,-0.4397,-0.1495,0.7619,0.3426,0.0048,-0.4789,81
-0.0256,-1.3063,0.0377,0.7265,-0.5144,0.0196,0.7803,0.2375,0.1347,-0.3121,-0.4345,-0.1421,0.7744,0.3587,0.0038,-0.4874,82
-0.0412,-1.2454,0.0465,0.7056,-0.5121,0.0214,0.7849,0.2362,0.1359,-0.3037,-0.4291,-0.1345,0.7868,0.3714,0.0029,-0.4944,82
-0.0412,-1.2454,0.0465,0.7056,-0.5121,0.0214,0.7849,0.2362,0.1359,-0.3037,-0.4291,-0.1345,0.7868,0.3714,0.0029,-0.4944,82
-0.0561,-1.1802,0.0551,0.6826,-0.509,0.0227,0.7895,0.2355,0.1349,-0.295,-0.4237,-0.1267,0.7987,0.3807,0.0022,-0.5,82
-0.0701,-1.1116,0.0634,0.6585,-0.5052,0.0236,0.7936,0.2355,0.1321,-0.2863,-0.4181,-0.1191,0.8098,0.3866,0.0019,-0.5041,83
-0.0701,-1.1116,0.0634,0.6585,-0.5052,0.0236,0.7936,0.2355,0.1321,-0.2863,-0.4181,-0.1191,0.8098,0.3866,0.0019,-0.5041,83
-0.0833,-1.0406,0.0713,0.6338,-0.5006,0.024,0.7972,0.2363,0.1276,-0.2777,-0.4123,-0.1116,0.82,0.3891,0.0023,-0.5069,83
-0.0956,-0.968,0.079,0.6093,-0.4954,0.024,0.8002,0.2378,0.1216,-0.2694,-0.4062,-0.1044,0.8289,0.3883,0.0033,-0.5084,84
-0.0956,-0.968,0.079,0.6093,-0.4954,0.024,0.8002,0.2378,0.1216,-0.2694,-0.4062,-0.1044,0.8289,0.3883,0.0033,-0.5084,84
-0.1071,-0.8947,0.0863,0.5857,-0.4895,0.0236,0.8023,0.24,0.1146,-0.2616,-0.3999,-0.0976,0.8364,0.3844,0.0052,-0.5086,84
-0.1176,-0.8216,0.0933,0.5634,-0.483,0.0229,0.8035,0.2427,0.1067,-0.2544,-0.3934,-0.0913,0.8424,0.3778,0.008,-0.5078,85
-0.1176,-0.8216,0.0933,0.5634,-0.483,0.0229,0.8035,0.2427,0.1067,-0.2544,-0.3934,-0.0913,0.8424,0.3778,0.008,-0.5078,85
-0.1273,-0.7496,0.1001,0.5431,-0.476,0.0219,0.8039,0.2459,0.0985,-0.2478,-0.3866,-0.0857,0.8468,0.3687,0.0118,-0.5059,85
-0.1361,-0.6793,0.1066,0.5251,-0.4685,0.0206,0.8033,0.2493,0.0901,-0.2419,-0.3798,-0.0808,0.8497,0.3576,0.0164,-0.503,85
-0.1361,-0.6793,0.1066,0.5251,-0.4685,0.0206,0.8033,0.2493,0.0901,-0.2419,-0.3798,-0.0808,0.8497,0.3576,0.0164,-0.503,86
-0.144,-0.6114,0.1128,0.5097,-0.4607,0.0191,0.8018,0.2527,0.082,-0.2367,-0.3728,-0.0766,0.8509,0.3449,0.022,-0.4993,86
-0.1512,-0.5466,0.1189,0.4971,-0.4527,0.0174,0.7994,0.256,0.0745,-0.2322,-0.3659,-0.0732,0.8506,0.3309,0.0284,-0.4947,86
-0.1512,-0.5466,0.1189,0.4971,-0.4527,0.0174,0.7994,0.256,0.0745,-0.2322,-0.3659,-0.0732,0.8506,0.3309,0.0284,-0.4947,87
-0.1576,-0.4853,0.1249,0.4874,-0.4445,0.0155,0.7963,0.2589,0.0678,-0.2285,-0.359,-0.0705,0.8489,0.3162,0.0355,-0.4895,87
-0.1633,-0.4281,0.1307,0.4806,-0.4363,0.0135,0.7925,0.2612,0.0622,-0.2254,-0.3523,-0.0686,0.8459,0.3011,0.0431,-0.4836,87
-0.1633,-0.4281,0.1307,0.4806,-0.4363,0.0135,0.7925,0.2612,0.0622,-0.2254,-0.3523,-0.0686,0.8459,0.3011,0.0431,-0.4836,88
-0.1683,-0.3751,0.1365,0.4766,-0.4283,0.0115,0.7881,0.2627,0.0579,-0.223,-0.3458,-0.0675,0.8417,0.286,0.0513,-0.477,88
-0.1727,-0.3268,0.1423,0.4751,-0.4204,0.0094,0.7832,0.2631,0.0551,-0.2211,-0.3397,-0.0671,0.8366,0.2714,0.0597,-0.47,88
-0.1727,-0.3268,0.1423,0.4751,-0.4204,0.0094,0.7832,0.2631,0.0551,-0.2211,-0.3397,-0.0671,0.8366,0.2714,0.0597,-0.47,89
-0.1765,-0.2831,0.148,0.476,-0.4128,0.0074,0.7781,0.2625,0.0539,-0.2196,-0.334,-0.0673,0.8307,0.2575,0.0683,-0.4624,89
-0.1798,-0.2443,0.1538,0.4788,-0.4057,0.0053,0.7728,0.2606,0.0543,-0.2185,-0.3287,-0.0681,0.8242,0.2446,0.0768,-0.4544,89
-0.1798,-0.2443,0.1538,0.4788,-0.4057,0.0053,0.7728,0.2606,0.0543,-0.2185,-0.3287,-0.0681,0.8242,0.2446,0.0768,-0.4544,89
-0.1827,-0.2101,0.1596,0.4833,-0.399,0.0033,0.7675,0.2574,0.0565,-0.2176,-0.3241,-0.0694,0.8174,0.233,0.0851,-0.4459,90
-0.1852,-0.1806,0.1655,0.489,-0.393,0.0014,0.7623,0.2528,0.0603,-0.2169,-0.3201,-0.0711,0.8104,0.2229,0.0931,-0.4371,90
-0.1852,-0.1806,0.1655,0.489,-0.393,0.0014,0.7623,0.2528,0.0603,-0.2169,-0.3201,-0.0711,0.8104,0.2229,0.0931,-0.4371,90
-0.1874,-0.1555,0.1715,0.4955,-0.3876,-0.0005,0.7573,0.2469,0.0657,-0.2163,-0.3167,-0.0732,0.8035,0.2143,0.1005,-0.4279,91
-0.1893,-0.1345,0.1775,0.5023,-0.3829,-0.0022,0.7527,0.2398,0.0726,-0.2158,-0.3141,-0.0756,0.7968,0.2075,0.1071,-0.4184,91
-0.1893,-0.1345,0.1775,0.5023,-0.3829,-0.0022,0.7527,0.2398,0.0726,-0.2158,-0.3141,-0.0756,0.7968,0.2075,0.1071,-0.4184,91
-0.191,-0.1174,0.1837,0.5092,-0.3789,-0.0039,0.7486,0.2315,0.0807,-0.2151,-0.3121,-0.0782,0.7905,0.2023,0.1129,-0.4087,92
-0.1925,-0.1037,0.19,0.5157,-0.3757,-0.0055,0.745,0.2222,0.0899,-0.2143,-0.3108,-0.081,0.7847,0.1987,0.1176,-0.3987,92
-0.1925,-0.1037,0.19,0.5157,-0.3757,-0.0055,0.745,0.2222,0.0899,-0.2143,-0.3108,-0.081,0.7847,0.1987,0.1176,-0.3987,92
-0.1938,-0.093,0.1963,0.5215,-0.3733,-0.0071,0.7421,0.2121,0.1,-0.2134,-0.3102,-0.0838,0.7796,0.1968,0.1212,-0.3886,92
-0.195,-0.085,0.2028,0.5264,-0.3718,-0.0086,0.7398,0.2015,0.1106,-0.2122,-0.3102,-0.0866,0.7753,0.1963,0.1235,-0.3783,93
-0.195,-0.085,0.2028,0.5264,-0.3718,-0.0086,0.7398,0.2015,0.1106,-0.2122,-0.3102,-0.0866,0.7753,0.1963,0.1235,-0.3783,93
-0.1961,-0.0793,0.2093,0.5301,-0.371,-0.0102,0.7382,0.1905,0.1214,-0.2108,-0.3108,-0.0894,0.7719,0.1972,0.1245,-0.3679,93
-0.1971,-0.0754,0.2158,0.5324,-0.371,-0.0117,0.7374,0.1794,0.1322,-0.2091,-0.3118,-0.0921,0.7693,0.1991,0.124,-0.3574,94
-0.1971,-0.0754,0.2158,0.5324,-0.371,-0.0117,0.7374,0.1794,0.1322,-0.2091,-0.3118,-0.0921,0.7693,0.1991,0.124,-0.3574,94
-0.1981,-0.0728,0.2224,0.5334,-0.3717,-0.0132,0.7372,0.1685,0.1426,-0.2071,-0.3133,-0.0947,0.7676,0.202,0.122,-0.3468,94
-0.1991,-0.0713,0.229,0.5328,-0.3732,-0.0148,0.7378,0.158,0.1524,-0.2049,-0.3151,-0.0972,0.7668,0.2055,0.1185,-0.3361,95
-0.1991,-0.0713,0.229,0.5328,-0.3732,-0.0148,0.7378,0.158,0.1524,-0.2049,-0.3151,-0.0972,0.7668,0.2055,0.1185,-0.3361,95
-0.2,-0.0703,0.2356,0.5308,-0.3732,-0.0148,0.7378,0.158,0.1524,-0.2049,-0.3151,-0.0972,0.7668,0.2055,0.1185,-0.3361,95
-0.201,-0.0696,0.2422,0.5273,-0.3782,-0.0181,0.7409,0.1389,0.1689,-0.1993,-0.3195,-0.1017,0.7678,0.2135,0.1071,-0.3143,95
-0.201,-0.0696,0.2422,0.5273,-0.3782,-0.0181,0.7409,0.1389,0.1689,-0.1993,-0.3195,-0.1017,0.7678,0.2135,0.1071,-0.3143,96
-0.2019,-0.0686,0.2487,0.5225,-0.3782,-0.0181,0.7409,0.1389,0.1689,-0.1993,-0.3195,-0.1017,0.7678,0.2135,0.1071,-0.3143,96
-0.2027,-0.067,0.2552,0.5165,-0.3856,-0.0216,0.7463,0.1233,0.1798,-0.1925,-0.3242,-0.1056,0.772,0.2215,0.09,-0.2919,96
-0.2027,-0.067,0.2552,0.5165,-0.3856,-0.0216,0.7463,0.1233,0.1798,-0.1925,-0.3242,-0.1056,0.772,0.2215,0.09,-0.2919,97
-0.2036,-0.0644,0.2616,0.5094,-0.3902,-0.0233,0.7498,0.117,0.1826,-0.1885,-0.3264,-0.1074,0.7751,0.2251,0.0795,-0.2802,97
-0.2044,-0.0605,0.2679,0.5015,-0.3953,-0.0251,0.7538,0.1115,0.1835,-0.1841,-0.3286,-0.1092,0.7788,0.2281,0.0678,-0.2683,97
-0.2044,-0.0605,0.2679,0.5015,-0.3953,-0.0251,0.7538,0.1115,0.1835,-0.1841,-0.3286,-0.1092,0.7788,0.2281,0.0678,-0.2683,98
-0.2051,-0.0549,0.2742,0.493,-0.4008,-0.0268,0.7582,0.1068,0.1825,-0.1793,-0.3305,-0.1108,0.7831,0.2305,0.055,-0.2559,98
-0.2058,-0.0472,0.2803,0.484,-0.4068,-0.0284,0.7631,0.1028,0.1794,-0.1739,-0.3322,-0.1125,0.7879,0.2324,0.0413,-0.243,98
-0.2058,-0.0472,0.2803,0.484,-0.4068,-0.0284,0.7631,0.1028,0.1794,-0.1739,-0.3322,-0.1125,0.7879,0.2324,0.0413,-0.243,98
-0.2063,-0.0372,0.2863,0.4748,-0.4131,-0.0299,0.7683,0.0992,0.1742,-0.168,-0.3337,-0.1142,0.7931,0.2336,0.0267,-0.2296,99
-0.2067,-0.0246,0.2922,0.4656,-0.4197,-0.0313,0.774,0.0958,0.1671,-0.1616,-0.3349,-0.1158,0.7987,0.2343,0.0113,-0.2157,99
