right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_back_ang_x,right_back_ang_y,right_back_ang_z,right_back_acc_x,right_back_acc_y,right_back_acc_z,left_back_ang_x,left_back_ang_y,left_back_ang_z,left_back_acc_x,left_back_acc_y,left_back_acc_z,,,,Label
-0.1522,0.6546,-0.4344,-0.8291,-0.1222,0.603,-1.7453,-0.7958,9.8475,1.9918,1.2757,0.906,0.1998,9.4806,-0.6012,2.1139,-0.2067,-0.5924,0.1789,8.9978,1.3609,1.8629,-0.564242,0,1698374128.977,45
-0.1459,0.6664,-0.4424,-0.828,-0.3358,0.7447,-1.5476,-0.8769,9.8804,1.9009,1.3152,0.8815,0.1683,9.4689,-0.5315,2.1278,-0.1179,-0.5924,0.2484,9.0004,1.4226,1.7819,-0.55165,0,1698374128.9869,46
-0.1398,0.6665,-0.4497,-0.8165,-0.6048,0.9332,-1.3302,-0.9366,9.6636,1.9084,1.3911,0.848,0.12,9.5162,-0.4641,2.0828,-0.0736,-0.5131,0.3493,9.0483,1.4665,1.7505,-0.533874,0,1698374128.9972,47
-0.1339,0.6423,-0.4564,-0.7926,-0.8854,1.0881,-1.0975,-1.0375,9.639,1.9783,1.531,0.7998,0.0544,9.6065,-0.3887,2.0344,-0.0861,-0.2947,0.4847,9.1366,1.5038,1.7688,-0.532197,0,1698374129.0066,48
-0.1287,0.586,-0.4626,-0.7583,-1.1485,1.1939,-0.8706,-1.2423,9.7666,1.9581,1.6643,0.7496,-0.0094,9.6928,-0.3526,2.026,-0.1623,-0.0118,0.6283,9.2453,1.5453,1.7855,-0.565257,0,1698374129.0161,48
-0.124,0.5421,-0.4677,-0.7071,-1.4039,1.2599,-0.6553,-1.4888,9.8465,1.8336,1.8071,0.6279,-0.0666,9.762,-0.3401,1.9588,-0.2112,0.3196,0.7517,9.3538,1.5877,1.815,-0.616407,0,1698374129.0258,49
-0.1195,0.526,-0.4724,-0.6542,-1.5368,1.2737,-0.4726,-1.808,9.9026,1.7364,1.9956,0.4985,-0.1102,9.83,-0.3149,1.8574,-0.1955,0.7432,0.8484,9.4386,1.6204,1.8628,-0.66193,0,1698374129.0377,50
-0.1149,0.5179,-0.4764,-0.5897,-1.5854,1.2222,-0.3197,-2.052,9.8527,1.7028,2.1794,0.5087,-0.1355,9.8833,-0.3038,1.85,-0.0956,1.2597,0.9048,9.498,1.6396,1.8981,-0.693011,0,1698374129.0474,50
-0.1104,0.4837,-0.4791,-0.4901,-1.6734,1.1694,-0.1617,-2.2294,9.5753,1.7056,2.2583,0.6215,-0.1466,9.8934,-0.2945,1.8828,0.0392,1.7359,0.929,9.5332,1.6508,1.9051,-0.688954,0,1698374129.0573,51
-0.1065,0.4399,-0.48,-0.3791,-1.7171,1.1105,-0.0083,-2.3784,9.1772,1.7067,2.1611,0.7713,-0.1229,9.8703,-0.2864,1.8673,0.1719,2.0256,0.9137,9.5256,1.6563,1.9069,-0.583476,0,1698374129.0673,52
