right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_back_ang_x,right_back_ang_y,right_back_ang_z,right_back_acc_x,right_back_acc_y,right_back_acc_z,left_back_ang_x,left_back_ang_y,left_back_ang_z,left_back_acc_x,left_back_acc_y,left_back_acc_z,,,,Label
-0.1337,0.6722,-0.0143,-0.601,0.5323,1.4527,-0.8374,-0.9372,9.4093,1.6065,2.4611,-0.5465,0.7904,8.1134,0.8546,5.1073,3.1871,-2.7121,0.5867,8.6769,0.7716,3.4585,0.957967,0,1698648004.4214,34
-0.1284,0.6689,-0.0229,-0.6597,0.5654,1.5172,-0.7232,-0.922,9.1777,1.7099,2.4218,-0.8066,0.7933,8.0951,0.8967,5.1171,2.6579,-1.8783,0.6675,8.7228,0.7368,3.5328,0.967352,0,1698648004.4322,34
-0.123,0.6722,-0.0325,-0.7123,0.586,1.5818,-0.6149,-0.9227,9.0306,1.8287,2.5573,-0.9532,0.9412,8.0899,0.8826,5.192,2.3227,-0.9606,0.6944,8.7344,0.7117,3.5739,0.974641,0,1698648004.4421,35
-0.1178,0.6483,-0.0423,-0.7814,0.5969,1.6916,-0.5239,-0.8971,9.0471,1.8897,2.7019,-1.1293,1.2274,8.1514,0.9272,5.2655,2.3385,-0.8571,0.6565,8.7164,0.7008,3.577,0.980303,0,1698648004.4519,35
-0.1134,0.59,-0.0523,-0.8685,0.5926,1.8195,-0.4337,-0.9267,9.115,1.9184,2.7732,-1.3828,1.4701,8.2646,1.0357,5.3407,2.4726,-1.1567,0.6253,8.7545,0.6749,3.5671,0.984701,0,1698648004.4619,36
-0.1093,0.5412,-0.0633,-0.9385,0.5355,1.9895,-0.3431,-0.9651,9.1572,1.88,2.8175,-1.4937,1.6067,8.3333,1.1234,5.4261,2.3953,-1.0878,0.648,8.8461,0.6337,3.5906,0.988117,0,1698648004.472,37
-0.1049,0.5416,-0.0748,-0.9831,0.4495,2.1566,-0.2728,-1.0402,9.2141,1.8136,2.8886,-1.3966,1.6079,8.4182,1.1575,5.4331,2.3054,-0.8971,0.6818,8.9398,0.6273,3.6523,0.99077,0,1698648004.4815,37
-0.1003,0.5404,-0.087,-1.0785,0.4567,2.2863,-0.2369,-1.1722,9.265,1.7777,2.9345,-1.3331,1.6055,8.4962,1.1683,5.3982,2.3983,-0.9202,0.7175,9.0323,0.6491,3.6905,0.992831,0,1698648004.492,38
-0.0957,0.5137,-0.0996,-1.1627,0.4726,2.3999,-0.2031,-1.2393,9.3053,1.7138,2.7451,-1.4013,1.5874,8.5993,1.2237,5.3909,2.5318,-0.9876,0.7554,9.1394,0.6917,3.6854,0.994431,0,1698648004.5016,38
-0.0915,0.4874,-0.1125,-1.1902,0.4867,2.4744,-0.1862,-1.3472,9.5997,1.5843,2.4599,-1.5413,1.5487,8.7312,1.2513,5.3512,2.5785,-0.9718,0.7857,9.2293,0.7686,3.6489,0.995675,0,1698648004.5115,39
-0.0878,0.4539,-0.1255,-1.2164,0.5624,2.5707,-0.185,-1.4762,9.6476,1.4596,2.2444,-1.6287,1.5339,8.8074,1.254,5.2787,2.6181,-0.8104,0.793,9.2978,0.8527,3.5812,0.99664,0,1698648004.5215,39
