q,right_acc_x,right_acc_y,right_acc_z,right_ang_x,right_ang_y,right_ang_z,left_acc_x,left_acc_y,left_acc_z,left_ang_x,left_ang_y,left_ang_z,label
-0.3036,1.0966,0.1906,-0.5131,0.5568,3.763,10.0538,0.3198,0.0262,-0.2582,1.6152,-2.3055,9.6048,10
-0.2971,0.9557,-0.2744,-0.3076,0.4574,3.7665,10.0853,0.4096,-0.424,-0.2635,1.5449,-2.3866,9.7995,10
-0.2966,0.9188,-0.821,-0.0709,0.3995,3.839,10.2375,0.3447,-0.8211,-0.1339,1.5318,-2.4536,10.1199,11
-0.2977,0.9188,-0.821,-0.0709,0.3995,3.839,10.2375,0.3447,-0.8211,-0.1339,1.5318,-2.4536,10.1199,12
-0.2992,0.9188,-0.821,-0.0709,0.3995,3.839,10.2375,0.3447,-0.8211,-0.1339,1.5318,-2.4536,10.1199,13
-0.2999,0.9523,-1.3111,0.1745,0.3737,4,10.514,0.1931,-1.0423,0.0477,1.6423,-2.5204,10.4836,14
-0.3006,0.9523,-1.3111,0.1745,0.3737,4,10.514,0.1931,-1.0423,0.0477,1.6423,-2.5204,10.4836,15
-0.3013,0.9621,-1.6445,0.3893,0.3731,4.2066,10.8553,0.0818,-1.0149,0.1153,1.7628,-2.61,10.7979,15
-0.3011,0.9621,-1.6445,0.3893,0.3731,4.2066,10.8553,0.0818,-1.0149,0.1153,1.7628,-2.61,10.7979,16
-0.3012,0.9064,-1.8165,0.5864,0.4256,4.4007,11.2003,0.0485,-0.9303,0.064,1.7086,-2.7159,11.0923,17
-0.3006,0.9064,-1.8165,0.5864,0.4256,4.4007,11.2003,0.0485,-0.9303,0.064,1.7086,-2.7159,11.0923,18
-0.2978,0.8587,-1.8555,0.8658,0.569,4.5973,11.5273,0.0821,-1.1184,0.099,1.4205,-2.7632,11.436,19
-0.2931,0.8587,-1.8555,0.8658,0.569,4.5973,11.5273,0.0821,-1.1184,0.099,1.4205,-2.7632,11.436,19
-0.2851,0.8963,-1.7734,1.3164,0.7596,4.8684,11.8562,0.1148,-1.7277,0.446,1.0466,-2.7009,11.8725,20
-0.2757,0.8963,-1.7734,1.3164,0.7596,4.8684,11.8562,0.1148,-1.7277,0.446,1.0466,-2.7009,11.8725,21
-0.2694,0.9826,-1.5755,1.9035,0.8975,5.2519,12.1878,0.0923,-2.5112,1.1438,0.8614,-2.5702,12.3699,22
-0.2662,0.9826,-1.5755,1.9035,0.8975,5.2519,12.1878,0.0923,-2.5112,1.1438,0.8614,-2.5702,12.3699,23
-0.2666,0.9879,-1.0947,2.5461,0.9766,5.7002,12.3924,0.1603,-2.9869,1.9516,0.9999,-2.3922,12.7075,23
-0.2665,0.9879,-1.0947,2.5461,0.9766,5.7002,12.3924,0.1603,-2.9869,1.9516,0.9999,-2.3922,12.7075,24
-0.2663,0.7612,-0.0611,3.204,1.0711,6.0632,12.2434,0.513,-2.7958,2.4864,1.3316,-2.0978,12.5731,25
-0.2634,0.7612,-0.0611,3.204,1.0711,6.0632,12.2434,0.513,-2.7958,2.4864,1.3316,-2.0978,12.5731,26
-0.2568,0.7612,-0.0611,3.204,1.0711,6.0632,12.2434,0.513,-2.7958,2.4864,1.3316,-2.0978,12.5731,27
-0.2453,0.2306,1.3221,3.8494,1.1673,6.1956,11.6469,1.1007,-1.8829,2.5732,1.5821,-1.6407,11.8882,27
-0.2335,-0.4775,2.416,4.4364,1.1411,6.1116,10.7574,1.6599,-0.6879,2.4475,1.4869,-1.0714,10.9191,28
-0.2213,-0.4775,2.416,4.4364,1.1411,6.1116,10.7574,1.6599,-0.6879,2.4475,1.4869,-1.0714,10.9191,29
-0.2114,-0.4775,2.416,4.4364,1.1411,6.1116,10.7574,1.6599,-0.6879,2.4475,1.4869,-1.0714,10.9191,30
-0.2023,-1.1141,2.8405,4.9393,0.8971,5.9855,9.8789,1.9296,0.1303,2.5311,1.0207,-0.5196,10.0319,31
-0.196,-1.5062,2.7901,5.3382,0.4239,5.9814,9.3057,1.7209,0.3657,3.0545,0.473,-0.134,9.4997,31
-0.1907,-1.5062,2.7901,5.3382,0.4239,5.9814,9.3057,1.7209,0.3657,3.0545,0.473,-0.134,9.4997,32
-0.1854,-1.5062,2.7901,5.3382,0.4239,5.9814,9.3057,1.7209,0.3657,3.0545,0.473,-0.134,9.4997,33
-0.1805,-1.6936,2.5461,5.4676,-0.2705,6.1015,9.2036,1.064,0.2568,3.8761,0.2294,-0.0297,9.4568,34
-0.1752,-1.8552,1.9151,5.0487,-1.0356,6.2433,9.5362,0.3633,0.201,4.6775,0.474,-0.2385,9.8281,35
-0.1664,-1.8552,1.9151,5.0487,-1.0356,6.2433,9.5362,0.3633,0.201,4.6775,0.474,-0.2385,9.8281,35
-0.1599,-1.9573,0.8229,4.0366,-1.4782,6.2784,10.0582,0.0123,0.5297,5.0607,1.0784,-0.6322,10.3026,36
-0.1522,-1.9573,0.8229,4.0366,-1.4782,6.2784,10.0582,0.0123,0.5297,5.0607,1.0784,-0.6322,10.3026,37
-0.1431,-1.8343,-0.2797,2.7498,-1.3248,6.1154,10.4589,0.0101,1.3229,4.6565,1.75,-0.992,10.5459,38
-0.1342,-1.8343,-0.2797,2.7498,-1.3248,6.1154,10.4589,0.0101,1.3229,4.6565,1.75,-0.992,10.5459,39
-0.1237,-1.6006,-0.962,1.5924,-0.7085,5.8018,10.5512,0.141,2.3544,3.629,2.1997,-1.1667,10.4373,40
-0.1113,-1.6006,-0.962,1.5924,-0.7085,5.8018,10.5512,0.141,2.3544,3.629,2.1997,-1.1667,10.4373,40
-0.1017,-1.4939,-1.1703,0.8182,0.0037,5.4521,10.2847,0.2273,3.2229,2.4984,2.2747,-1.1347,10.0538,41
-0.0915,-1.4939,-1.1703,0.8182,0.0037,5.4521,10.2847,0.2273,3.2229,2.4984,2.2747,-1.1347,10.0538,42
-0.0834,-1.5565,-1.1586,0.4559,0.5316,5.1333,9.756,0.1704,3.6781,1.619,2.0426,-0.978,9.5635,43
-0.0751,-1.5565,-1.1586,0.4559,0.5316,5.1333,9.756,0.1704,3.6781,1.619,2.0426,-0.978,9.5635,44
-0.0683,-1.7071,-1.0552,0.3577,0.8186,4.8716,9.2156,-0.0487,3.6194,1.1089,1.695,-0.8019,9.1662,44
-0.063,-1.7071,-1.0552,0.3577,0.8186,4.8716,9.2156,-0.0487,3.6194,1.1089,1.695,-0.8019,9.1662,45
-0.0579,-1.8184,-0.8419,0.3529,0.9158,4.687,8.8436,-0.376,3.0725,0.9027,1.3981,-0.667,9.0216,46
-0.0525,-1.8184,-0.8419,0.3529,0.9158,4.687,8.8436,-0.376,3.0725,0.9027,1.3981,-0.667,9.0216,47
-0.048,-1.7016,-0.5471,0.322,0.9122,4.6085,8.6823,-0.7055,2.3022,0.8705,1.2455,-0.5969,9.1627,48
-0.043,-1.7016,-0.5471,0.322,0.9122,4.6085,8.6823,-0.7055,2.3022,0.8705,1.2455,-0.5969,9.1627,48
-0.0385,-1.2535,-0.1545,0.2217,0.9262,4.6541,8.7458,-0.9244,1.613,0.91,1.2604,-0.5877,9.5001,49
-0.0334,-1.2535,-0.1545,0.2217,0.9262,4.6541,8.7458,-0.9244,1.613,0.91,1.2604,-0.5877,9.5001,50
-0.0276,-0.6293,0.2739,0.0869,1.0113,4.7962,8.9802,-0.9839,1.151,0.9334,1.3968,-0.6106,9.8992,51
-0.021,-0.6293,0.2739,0.0869,1.0113,4.7962,8.9802,-0.9839,1.151,0.9334,1.3968,-0.6106,9.8992,52
-0.0123,-0.0766,0.5923,-0.031,1.1498,4.9652,9.2403,-0.9246,0.9362,0.8378,1.5624,-0.6414,10.2139,52
-0.0038,-0.0766,0.5923,-0.031,1.1498,4.9652,9.2403,-0.9246,0.9362,0.8378,1.5624,-0.6414,10.2139,53
0.0045,-0.0766,0.5923,-0.031,1.1498,4.9652,9.2403,-0.9246,0.9362,0.8378,1.5624,-0.6414,10.2139,54
0.0131,0.2855,0.766,-0.1095,1.2992,5.106,9.4164,-0.8399,0.8995,0.5814,1.6518,-0.6424,10.3327,55
0.0212,0.4121,0.8474,-0.1377,1.4012,5.2249,9.5112,-0.8067,0.9081,0.2515,1.5765,-0.585,10.2575,56
0.0318,0.4121,0.8474,-0.1377,1.4012,5.2249,9.5112,-0.8067,0.9081,0.2515,1.5765,-0.585,10.2575,56
0.0418,0.4121,0.8474,-0.1377,1.4012,5.2249,9.5112,-0.8067,0.9081,0.2515,1.5765,-0.585,10.2575,57
0.0527,0.2858,0.8344,-0.1005,1.3889,5.3373,9.6085,-0.8413,0.842,-0.0093,1.3127,-0.5167,10.0926,58
0.0616,-0.0087,0.6339,-0.0093,1.2244,5.4041,9.7695,-0.908,0.6124,-0.1193,0.9477,-0.5171,9.9696,59
0.0682,-0.0087,0.6339,-0.0093,1.2244,5.4041,9.7695,-0.908,0.6124,-0.1193,0.9477,-0.5171,9.9696,60
0.073,-0.0087,0.6339,-0.0093,1.2244,5.4041,9.7695,-0.908,0.6124,-0.1193,0.9477,-0.5171,9.9696,60
0.0771,-0.2885,0.1774,0.0679,0.9902,5.3906,9.9781,-0.9714,0.1966,-0.094,0.6579,-0.6139,9.9673,61
0.0793,-0.423,-0.4181,0.0658,0.8527,5.3298,10.2094,-1.0257,-0.311,0.0049,0.5794,-0.7908,10.0887,62
0.0812,-0.423,-0.4181,0.0658,0.8527,5.3298,10.2094,-1.0257,-0.311,0.0049,0.5794,-0.7908,10.0887,63
0.0829,-0.4199,-0.8748,0.0295,0.9011,5.2711,10.4243,-1.041,-0.8226,0.1122,0.705,-1.0107,10.3016,64
0.0847,-0.4199,-0.8748,0.0295,0.9011,5.2711,10.4243,-1.041,-0.8226,0.1122,0.705,-1.0107,10.3016,65
0.0866,-0.4199,-0.8748,0.0295,0.9011,5.2711,10.4243,-1.041,-0.8226,0.1122,0.705,-1.0107,10.3016,65
0.0883,-0.3948,-1.0769,0.0564,1.0246,5.2467,10.6086,-1.0432,-1.2987,0.1369,0.9315,-1.2291,10.6084,66
0.0888,-0.3948,-1.0769,0.0564,1.0246,5.2467,10.6086,-1.0432,-1.2987,0.1369,0.9315,-1.2291,10.6084,67
0.0887,-0.4818,-1.2449,0.117,0.9944,5.2872,10.8489,-1.1465,-1.7208,-0.008,1.1364,-1.4552,11.0647,68
0.0883,-0.4818,-1.2449,0.117,0.9944,5.2872,10.8489,-1.1465,-1.7208,-0.008,1.1364,-1.4552,11.0647,69
0.0879,-0.6997,-1.6023,0.0753,0.7277,5.3868,11.2259,-1.3703,-2.1349,-0.3387,1.2308,-1.732,11.677,69
0.0862,-0.6997,-1.6023,0.0753,0.7277,5.3868,11.2259,-1.3703,-2.1349,-0.3387,1.2308,-1.732,11.677,70
0.082,-0.9566,-2.1885,-0.1606,0.3354,5.5301,11.7443,-1.618,-2.5565,-0.7965,1.2279,-2.046,12.3512,71
0.0756,-0.9566,-2.1885,-0.1606,0.3354,5.5301,11.7443,-1.618,-2.5565,-0.7965,1.2279,-2.046,12.3512,72
0.0665,-1.1886,-2.9624,-0.6051,0.0182,5.6972,12.3322,-1.7319,-2.9669,-1.3021,1.258,-2.355,12.9154,73
0.0534,-1.1886,-2.9624,-0.6051,0.0182,5.6972,12.3322,-1.7319,-2.9669,-1.3021,1.258,-2.355,12.9154,73
0.0393,-1.3771,-3.6728,-1.1728,-0.0395,5.7839,12.7863,-1.5272,-3.1445,-1.843,1.4041,-2.6259,13.145,74
0.0194,-1.3771,-3.6728,-1.1728,-0.0395,5.7839,12.7863,-1.5272,-3.1445,-1.843,1.4041,-2.6259,13.145,75
0.002,-1.5246,-3.8693,-1.7098,0.1295,5.6354,12.8172,-0.8805,-2.7486,-2.4672,1.577,-2.8001,12.8356,76
-0.017,-1.5246,-3.8693,-1.7098,0.1295,5.6354,12.8172,-0.8805,-2.7486,-2.4672,1.577,-2.8001,12.8356,77
-0.0353,-1.6576,-3.2831,-2.1211,0.3178,5.1771,12.2331,0.0907,-1.8927,-3.2133,1.6598,-2.7829,11.9448,77
-0.0549,-1.6576,-3.2831,-2.1211,0.3178,5.1771,12.2331,0.0907,-1.8927,-3.2133,1.6598,-2.7829,11.9448,78
-0.0736,-1.6576,-3.2831,-2.1211,0.3178,5.1771,12.2331,0.0907,-1.8927,-3.2133,1.6598,-2.7829,11.9448,79
-0.092,-1.7554,-2.0717,-2.4221,0.3949,4.4991,11.1502,0.9108,-1.0125,-3.9974,1.6271,-2.5719,10.7384,80
-0.1089,-1.7554,-2.0717,-2.4221,0.3949,4.4991,11.1502,0.9108,-1.0125,-3.9974,1.6271,-2.5719,10.7384,81
-0.1322,-1.7554,-2.0717,-2.4221,0.3949,4.4991,11.1502,0.9108,-1.0125,-3.9974,1.6271,-2.5719,10.7384,81
-0.1499,-1.7554,-2.0717,-2.4221,0.3949,4.4991,11.1502,0.9108,-1.0125,-3.9974,1.6271,-2.5719,10.7384,82
-0.1692,-1.6269,-0.5747,-2.7122,0.3647,3.8297,9.9871,1.1737,-0.3979,-4.5964,1.4489,-2.3368,9.6832,83
-0.1927,-1.6269,-0.5747,-2.7122,0.3647,3.8297,9.9871,1.1737,-0.3979,-4.5964,1.4489,-2.3368,9.6832,84
-0.2123,-1.039,0.6156,-3.0689,0.2614,3.4226,9.2697,1.043,-0.2446,-4.7534,1.0557,-2.2382,9.1924,85
-0.2368,-1.039,0.6156,-3.0689,0.2614,3.4226,9.2697,1.043,-0.2446,-4.7534,1.0557,-2.2382,9.1924,85
-0.253,-0.0464,1.0002,-3.4139,0.1869,3.3691,9.2928,0.9519,-0.7196,-4.333,0.6058,-2.2793,9.3499,86
-0.2707,-0.0464,1.0002,-3.4139,0.1869,3.3691,9.2928,0.9519,-0.7196,-4.333,0.6058,-2.2793,9.3499,87
-0.2814,1.0222,0.894,-3.6178,0.2727,3.5638,9.8543,1.0527,-1.4262,-3.5744,0.4626,-2.3432,9.7737,88
-0.2904,1.0222,0.894,-3.6178,0.2727,3.5638,9.8543,1.0527,-1.4262,-3.5744,0.4626,-2.3432,9.7737,89
-0.2973,1.789,0.8243,-3.6369,0.5253,3.8341,10.5038,1.1719,-1.6444,-2.8999,0.7365,-2.3381,10.018,90
-0.3044,1.789,0.8243,-3.6369,0.5253,3.8341,10.5038,1.1719,-1.6444,-2.8999,0.7365,-2.3381,10.018,90
-0.3132,2.0163,0.976,-3.4777,0.8468,4.0086,10.877,1.088,-1.2333,-2.5158,1.2135,-2.2714,9.9413,91
-0.3189,2.0163,0.976,-3.4777,0.8468,4.0086,10.877,1.088,-1.2333,-2.5158,1.2135,-2.2714,9.9413,92
-0.3243,1.7649,1.2024,-3.2008,1.0892,4.0216,10.8447,0.7152,-0.5479,-2.3666,1.6178,-2.1776,9.6114,93
-0.3291,1.7649,1.2024,-3.2008,1.0892,4.0216,10.8447,0.7152,-0.5479,-2.3666,1.6178,-2.1776,9.6114,94
-0.3338,1.3482,1.2609,-2.8878,1.1692,3.9348,10.5196,0.1178,0.1072,-2.2819,1.8231,-2.0663,9.1966,94
-0.3396,1.3482,1.2609,-2.8878,1.1692,3.9348,10.5196,0.1178,0.1072,-2.2819,1.8231,-2.0663,9.1966,95
-0.3452,0.9999,1.1248,-2.6067,1.1422,3.8182,10.1039,-0.5018,0.576,-2.1397,1.8708,-1.9694,8.8958,96
-0.3492,0.9999,1.1248,-2.6067,1.1422,3.8182,10.1039,-0.5018,0.576,-2.1397,1.8708,-1.9694,8.8958,97
-0.3527,0.728,0.8796,-2.3719,1.1247,3.6862,9.7828,-0.9226,0.7461,-1.8859,1.8227,-1.9499,8.8093,98
-0.3561,0.728,0.8796,-2.3719,1.1247,3.6862,9.7828,-0.9226,0.7461,-1.8859,1.8227,-1.9499,8.8093,98
-0.3585,0.5172,0.6473,-2.1089,1.1849,3.5442,9.6496,-1.0619,0.6647,-1.5361,1.7338,-2.0259,8.9144,99
-0.3593,0.5172,0.6473,-2.1089,1.1849,3.5442,9.6496,-1.0619,0.6647,-1.5361,1.7338,-2.0259,8.9144,0
-0.3592,0.5172,0.6473,-2.1089,1.1849,3.5442,9.6496,-1.0619,0.6647,-1.5361,1.7338,-2.0259,8.9144,1
-0.3591,0.3875,0.5623,-1.7496,1.2997,3.4259,9.6759,-0.9841,0.4778,-1.1288,1.6816,-2.1549,9.1216,2
-0.3591,0.3875,0.5623,-1.7496,1.2997,3.4259,9.6759,-0.9841,0.4778,-1.1288,1.6816,-2.1549,9.1216,2
-0.3589,0.3484,0.6533,-1.3019,1.4098,3.356,9.7959,-0.7907,0.3605,-0.6825,1.7145,-2.2928,9.322,3
-0.3583,0.3484,0.6533,-1.3019,1.4098,3.356,9.7959,-0.7907,0.3605,-0.6825,1.7145,-2.2928,9.322,4
-0.3577,0.3949,0.8309,-0.822,1.46,3.3239,9.9521,-0.537,0.3953,-0.2577,1.804,-2.4349,9.4433,5
-0.3545,0.4934,0.9665,-0.3693,1.3997,3.3015,10.0777,-0.2495,0.4536,0.0736,1.8871,-2.56,9.4835,6
-0.3486,0.4934,0.9665,-0.3693,1.3997,3.3015,10.0777,-0.2495,0.4536,0.0736,1.8871,-2.56,9.4835,6
-0.341,0.4934,0.9665,-0.3693,1.3997,3.3015,10.0777,-0.2495,0.4536,0.0736,1.8871,-2.56,9.4835,7
-0.3306,0.5926,0.9571,0.0051,1.2387,3.2839,10.1452,0.0314,0.4085,0.2871,1.949,-2.6387,9.5123,8
-0.318,0.5926,0.9571,0.0051,1.2387,3.2839,10.1452,0.0314,0.4085,0.2871,1.949,-2.6387,9.5123,9
-0.305,0.6482,0.777,0.2735,1.0542,3.2978,10.1734,0.2663,0.2336,0.4042,1.9924,-2.6868,9.609,10
-0.2934,0.6482,0.777,0.2735,1.0542,3.2978,10.1734,0.2663,0.2336,0.4042,1.9924,-2.6868,9.609,10
-0.2832,0.6684,0.4443,0.4659,0.8924,3.356,10.2022,0.4513,-0.0832,0.4803,1.9908,-2.7141,9.8094,11
-0.2754,0.6684,0.4443,0.4659,0.8924,3.356,10.2022,0.4513,-0.0832,0.4803,1.9908,-2.7141,9.8094,12
-0.2724,0.7029,0.0271,0.6429,0.7645,3.4587,10.3092,0.5868,-0.509,0.5771,1.9678,-2.7165,10.1042,13
-0.2726,0.7029,0.0271,0.6429,0.7645,3.4587,10.3092,0.5868,-0.509,0.5771,1.9678,-2.7165,10.1042,14
-0.2732,0.7618,-0.3427,0.8251,0.6737,3.634,10.5289,0.6737,-0.8777,0.6857,1.9983,-2.7076,10.4049,15
-0.2744,0.7618,-0.3427,0.8251,0.6737,3.634,10.5289,0.6737,-0.8777,0.6857,1.9983,-2.7076,10.4049,15
-0.276,0.8015,-0.6092,0.9958,0.6165,3.8713,10.8073,0.7138,-1.0694,0.7101,2.0828,-2.705,10.6242,16
-0.2782,0.8015,-0.6092,0.9958,0.6165,3.8713,10.8073,0.7138,-1.0694,0.7101,2.0828,-2.705,10.6242,17
-0.2798,0.8128,-0.8538,1.1424,0.6061,4.1031,11.114,0.6905,-1.1424,0.6237,2.125,-2.7075,10.8209,18
-0.2801,0.8128,-0.8538,1.1424,0.6061,4.1031,11.114,0.6905,-1.1424,0.6237,2.125,-2.7075,10.8209,19
-0.2791,0.8372,-1.1413,1.2802,0.6543,4.3188,11.4563,0.6389,-1.2122,0.5488,2.0283,-2.6892,11.0985,19
-0.2764,0.8372,-1.1413,1.2802,0.6543,4.3188,11.4563,0.6389,-1.2122,0.5488,2.0283,-2.6892,11.0985,20
-0.2712,0.8943,-1.4204,1.4735,0.7471,4.5817,11.8171,0.5927,-1.4044,0.6374,1.7944,-2.6227,11.5032,21
-0.2635,0.8943,-1.4204,1.4735,0.7471,4.5817,11.8171,0.5927,-1.4044,0.6374,1.7944,-2.6227,11.5032,22
-0.256,0.8943,-1.4204,1.4735,0.7471,4.5817,11.8171,0.5927,-1.4044,0.6374,1.7944,-2.6227,11.5032,23
-0.2501,0.9712,-1.5955,1.7751,0.833,4.9506,12.201,0.4778,-1.7904,0.9853,1.6161,-2.5165,12.0359,23
-0.2457,0.9712,-1.5955,1.7751,0.833,4.9506,12.201,0.4778,-1.7904,0.9853,1.6161,-2.5165,12.0359,24
-0.2443,0.9963,-1.5569,2.1393,0.8958,5.4158,12.572,0.3274,-2.1889,1.521,1.7173,-2.3886,12.5305,25
-0.2443,0.9963,-1.5569,2.1393,0.8958,5.4158,12.572,0.3274,-2.1889,1.521,1.7173,-2.3886,12.5305,26
-0.243,0.8332,-1.1305,2.4738,1.0191,5.8339,12.7303,0.3471,-2.2074,1.9778,2.0554,-2.215,12.6643,27
-0.2384,0.8332,-1.1305,2.4738,1.0191,5.8339,12.7303,0.3471,-2.2074,1.9778,2.0554,-2.215,12.6643,27
-0.2303,0.3794,-0.2795,2.7579,1.2841,5.9925,12.4169,0.6388,-1.5446,2.1495,2.3792,-1.9603,12.1878,28
-0.218,0.3794,-0.2795,2.7579,1.2841,5.9925,12.4169,0.6388,-1.5446,2.1495,2.3792,-1.9603,12.1878,29
-0.2033,-0.3474,0.8034,3.0711,1.6246,5.8114,11.546,1.0824,-0.2695,2.1006,2.4006,-1.6111,11.1658,30
-0.1902,-0.3474,0.8034,3.0711,1.6246,5.8114,11.546,1.0824,-0.2695,2.1006,2.4006,-1.6111,11.1658,31
-0.1766,-1.1654,1.8845,3.5009,1.8228,5.4226,10.3553,1.45,1.0929,2.1458,1.9721,-1.1711,10.0121,31
-0.1664,-1.1654,1.8845,3.5009,1.8228,5.4226,10.3553,1.45,1.0929,2.1458,1.9721,-1.1711,10.0121,32
-0.1589,-1.7462,2.6819,4.0069,1.7104,5.0875,9.271,1.5495,1.9745,2.6079,1.2638,-0.6979,9.1754,33
-0.1525,-1.7462,2.6819,4.0069,1.7104,5.0875,9.271,1.5495,1.9745,2.6079,1.2638,-0.6979,9.1754,34
-0.1472,-1.8309,3.0878,4.428,1.2614,5.0047,8.6451,1.2629,2.1694,3.5196,0.6427,-0.3495,8.907,35
-0.1416,-1.8309,3.0878,4.428,1.2614,5.0047,8.6451,1.2629,2.1694,3.5196,0.6427,-0.3495,8.907,35
-0.1377,-1.8309,3.0878,4.428,1.2614,5.0047,8.6451,1.2629,2.1694,3.5196,0.6427,-0.3495,8.907,36
-0.1312,-1.5124,3.1207,4.5063,0.5428,5.1851,8.6415,0.7623,1.9402,4.4673,0.4229,-0.2808,9.2454,37
-0.1221,-1.0016,2.7229,4.0533,-0.19,5.4746,9.1242,0.4341,1.7997,4.9006,0.6793,-0.4668,9.9429,38
-0.1133,-1.0016,2.7229,4.0533,-0.19,5.4746,9.1242,0.4341,1.7997,4.9006,0.6793,-0.4668,9.9429,39
-0.1025,-0.3505,2.0167,3.2132,-0.56,5.6727,9.7239,0.3697,2.0179,4.6437,1.2368,-0.7281,10.5647,40
-0.0946,-0.3505,2.0167,3.2132,-0.56,5.6727,9.7239,0.3697,2.0179,4.6437,1.2368,-0.7281,10.5647,40
-0.0857,0.2961,1.2199,2.3016,-0.4254,5.6953,10.1359,0.4459,2.5292,3.8741,1.8178,-0.8923,10.7992,41
-0.0776,0.2961,1.2199,2.3016,-0.4254,5.6953,10.1359,0.4459,2.5292,3.8741,1.8178,-0.8923,10.7992,42
-0.0691,0.737,0.4523,1.5708,0.003,5.5678,10.2215,0.5617,3.0947,2.9224,2.1779,-0.8854,10.593,43
-0.0617,0.737,0.4523,1.5708,0.003,5.5678,10.2215,0.5617,3.0947,2.9224,2.1779,-0.8854,10.593,44
-0.0544,0.737,0.4523,1.5708,0.003,5.5678,10.2215,0.5617,3.0947,2.9224,2.1779,-0.8854,10.593,44
-0.0474,0.9514,-0.0461,1.1408,0.4652,5.356,10.0052,0.5586,3.4845,2.1352,2.2182,-0.7557,10.1003,45
-0.0415,0.9514,-0.0461,1.1408,0.4652,5.356,10.0052,0.5586,3.4845,2.1352,2.2182,-0.7557,10.1003,46
-0.0361,0.9439,-0.0369,0.9555,0.8526,5.1402,9.6494,0.3517,3.5804,1.683,1.9853,-0.6221,9.5764,47
-0.0311,0.6769,0.2675,0.8857,1.0726,4.987,9.3243,0.0511,3.3354,1.5209,1.6205,-0.5516,9.2435,48
-0.0267,0.6769,0.2675,0.8857,1.0726,4.987,9.3243,0.0511,3.3354,1.5209,1.6205,-0.5516,9.2435,48
-0.0224,0.2461,0.5184,0.848,1.073,4.9483,9.133,-0.1849,2.8252,1.5203,1.3201,-0.5295,9.2131,49
-0.018,0.2461,0.5184,0.848,1.073,4.9483,9.133,-0.1849,2.8252,1.5203,1.3201,-0.5295,9.2131,50
-0.0131,-0.1345,0.5925,0.7657,0.9698,5.0177,9.0842,-0.2749,2.2341,1.5751,1.2155,-0.5339,9.4336,51
-0.0079,-0.1345,0.5925,0.7657,0.9698,5.0177,9.0842,-0.2749,2.2341,1.5751,1.2155,-0.5339,9.4336,52
-0.0026,-0.2857,0.6137,0.577,0.9266,5.1384,9.1397,-0.2696,1.7387,1.6021,1.288,-0.5387,9.7489,52
0.0035,-0.2857,0.6137,0.577,0.9266,5.1384,9.1397,-0.2696,1.7387,1.6021,1.288,-0.5387,9.7489,53
0.0104,-0.1978,0.7599,0.3242,1.0063,5.2611,9.2676,-0.2691,1.4917,1.5211,1.4217,-0.5203,10.0366,54
0.0175,-0.1978,0.7599,0.3242,1.0063,5.2611,9.2676,-0.2691,1.4917,1.5211,1.4217,-0.5203,10.0366,55
0.0257,-0.0417,0.9794,0.1096,1.1483,5.3576,9.4057,-0.2877,1.5183,1.3031,1.4909,-0.4777,10.2069,56
0.0326,-0.0417,0.9794,0.1096,1.1483,5.3576,9.4057,-0.2877,1.5183,1.3031,1.4909,-0.4777,10.2069,56
0.0389,-0.0417,0.9794,0.1096,1.1483,5.3576,9.4057,-0.2877,1.5183,1.3031,1.4909,-0.4777,10.2069,57
0.0468,0.0129,1.1474,-0.002,1.2361,5.426,9.4847,-0.3123,1.5854,1.0076,1.4209,-0.4078,10.2014,58
0.0533,0.0129,1.1474,-0.002,1.2361,5.426,9.4847,-0.3123,1.5854,1.0076,1.4209,-0.4078,10.2014,59
0.0608,-0.0797,1.1915,-0.0322,1.1735,5.4903,9.5061,-0.3713,1.442,0.6929,1.2335,-0.3365,10.0774,60
0.0701,-0.2719,1.0265,-0.0691,0.9434,5.5675,9.5427,-0.5002,1.0645,0.3624,0.994,-0.3151,9.9804,60
0.0775,-0.2719,1.0265,-0.0691,0.9434,5.5675,9.5427,-0.5002,1.0645,0.3624,0.994,-0.3151,9.9804,61
0.0822,-0.2719,1.0265,-0.0691,0.9434,5.5675,9.5427,-0.5002,1.0645,0.3624,0.994,-0.3151,9.9804,62
0.0857,-0.4715,0.5533,-0.1904,0.6833,5.6222,9.6682,-0.7014,0.5408,0.0426,0.753,-0.3854,10.0143,63
0.0869,-0.4715,0.5533,-0.1904,0.6833,5.6222,9.6682,-0.7014,0.5408,0.0426,0.753,-0.3854,10.0143,64
0.0872,-0.5661,-0.1242,-0.3705,0.61,5.6198,9.9095,-0.924,-0.0785,-0.1881,0.5865,-0.5629,10.1589,65
0.0875,-0.5661,-0.1242,-0.3705,0.61,5.6198,9.9095,-0.924,-0.0785,-0.1881,0.5865,-0.5629,10.1589,65
0.0877,-0.5661,-0.1242,-0.3705,0.61,5.6198,9.9095,-0.924,-0.0785,-0.1881,0.5865,-0.5629,10.1589,66
0.0876,-0.5487,-0.6679,-0.4635,0.7512,5.6076,10.2373,-1.1608,-0.7664,-0.3152,0.5757,-0.8035,10.4472,67
0.0876,-0.5487,-0.6679,-0.4635,0.7512,5.6076,10.2373,-1.1608,-0.7664,-0.3152,0.5757,-0.8035,10.4472,68
0.0874,-0.5901,-1.0497,-0.4335,0.8408,5.6728,10.6734,-1.4734,-1.4628,-0.4424,0.6967,-1.0996,11.0098,69
