q,right_acc_x,right_acc_y,right_acc_z,right_ang_x,right_ang_y,right_ang_z,left_acc_x,left_acc_y,left_acc_z,left_ang_x,left_ang_y,left_ang_z,label
-0.2339,0.0185,-1.3562,-1.7111,0.1421,2.9627,9.2952,-0.1731,-0.3251,-3.5795,0.9814,-2.4829,9.5398,86
-0.25,0.0185,-1.3562,-1.7111,0.1421,2.9627,9.2952,-0.1731,-0.3251,-3.5795,0.9814,-2.4829,9.5398,87
-0.264,1.0352,-0.8079,-2.3422,0.144,3.2066,10.0228,-0.156,-0.4655,-2.7925,0.8138,-2.5823,10.1426,88
-0.2757,1.0352,-0.8079,-2.3422,0.144,3.2066,10.0228,-0.156,-0.4655,-2.7925,0.8138,-2.5823,10.1426,89
-0.2877,1.8332,-0.0869,-2.8216,0.4236,3.4977,10.8134,0.1004,-0.2462,-1.9764,0.967,-2.6699,10.6487,90
-0.2976,1.8332,-0.0869,-2.8216,0.4236,3.4977,10.8134,0.1004,-0.2462,-1.9764,0.967,-2.6699,10.6487,90
-0.3082,2.1211,0.617,-3.026,0.8375,3.7453,11.4136,0.4461,0.584,-1.3397,1.3083,-2.6877,10.8749,91
-0.3188,2.1211,0.617,-3.026,0.8375,3.7453,11.4136,0.4461,0.584,-1.3397,1.3083,-2.6877,10.8749,92
-0.3285,1.8469,1.1686,-2.9537,1.203,3.8826,11.6133,0.7611,1.6525,-0.9267,1.6297,-2.5939,10.7578,93
-0.3441,1.2174,1.5112,-2.6929,1.4238,3.8747,11.3731,1.0099,2.5016,-0.6618,1.7979,-2.41,10.362,94
-0.355,1.2174,1.5112,-2.6929,1.4238,3.8747,11.3731,1.0099,2.5016,-0.6618,1.7979,-2.41,10.362,94
-0.3644,0.625,1.6961,-2.3428,1.4904,3.7408,10.8107,1.1627,2.9333,-0.5754,1.8016,-2.1942,9.8285,95
-0.3733,0.625,1.6961,-2.3428,1.4904,3.7408,10.8107,1.1627,2.9333,-0.5754,1.8016,-2.1942,9.8285,96
-0.3816,0.625,1.6961,-2.3428,1.4904,3.7408,10.8107,1.1627,2.9333,-0.5754,1.8016,-2.1942,9.8285,97
-0.3894,0.387,1.8351,-1.9721,1.4579,3.5403,10.1309,1.2027,2.9156,-0.6184,1.7073,-1.9987,9.3123,98
-0.3937,0.5649,2.003,-1.6047,1.4093,3.3495,9.5585,1.1313,2.5662,-0.4381,1.5841,-1.8504,8.9307,98
-0.3974,0.5649,2.003,-1.6047,1.4093,3.3495,9.5585,1.1313,2.5662,-0.4381,1.5841,-1.8504,8.9307,99
-0.3991,0.9998,2.1722,-1.2273,1.3841,3.2167,9.21,0.9765,2.0815,0.0608,1.4941,-1.7738,8.7321,0
-0.3991,0.9998,2.1722,-1.2273,1.3841,3.2167,9.21,0.9765,2.0815,0.0608,1.4941,-1.7738,8.7321,1
-0.3988,0.9998,2.1722,-1.2273,1.3841,3.2167,9.21,0.9765,2.0815,0.0608,1.4941,-1.7738,8.7321,2
-0.3987,1.4617,2.2791,-0.8058,1.3773,3.1458,9.0727,0.8028,1.6145,0.6399,1.4817,-1.7885,8.6942,2
-0.3966,1.8301,2.2858,-0.3095,1.351,3.1406,9.098,0.6748,1.2485,1.1073,1.5477,-1.8726,8.7613,3
-0.3915,1.8301,2.2858,-0.3095,1.351,3.1406,9.098,0.6748,1.2485,1.1073,1.5477,-1.8726,8.7613,4
-0.3839,1.8301,2.2858,-0.3095,1.351,3.1406,9.098,0.6748,1.2485,1.1073,1.5477,-1.8726,8.7613,5
-0.3722,2.0677,2.14,0.2336,1.2446,3.2067,9.2531,0.6132,1.0151,1.3731,1.6337,-1.9588,8.8796,6
-0.3529,2.0677,2.14,0.2336,1.2446,3.2067,9.2531,0.6132,1.0151,1.3731,1.6337,-1.9588,8.8796,6
-0.3279,2.1059,1.7518,0.75,1.0259,3.3272,9.4927,0.5466,0.812,1.4396,1.6282,-2.0177,9.037,7
-0.3085,1.9186,0.9703,1.205,0.7361,3.4929,9.7909,0.3863,0.4088,1.3993,1.4655,-2.0949,9.2739,8
-0.2923,1.9186,0.9703,1.205,0.7361,3.4929,9.7909,0.3863,0.4088,1.3993,1.4655,-2.0949,9.2739,9
-0.2787,1.9186,0.9703,1.205,0.7361,3.4929,9.7909,0.3863,0.4088,1.3993,1.4655,-2.0949,9.2739,10
-0.2722,1.5466,-0.1932,1.6211,0.4866,3.6973,10.1682,0.162,-0.2873,1.4034,1.2304,-2.2132,9.6173,10
-0.2705,1.5466,-0.1932,1.6211,0.4866,3.6973,10.1682,0.162,-0.2873,1.4034,1.2304,-2.2132,9.6173,11
-0.2723,1.0819,-1.2922,2.0103,0.3895,3.9219,10.6123,-0.0127,-1.0947,1.5407,1.0846,-2.3347,10.0074,12
-0.2753,1.0819,-1.2922,2.0103,0.3895,3.9219,10.6123,-0.0127,-1.0947,1.5407,1.0846,-2.3347,10.0074,13
-0.2804,0.6646,-1.8285,2.3473,0.4662,4.1473,11.046,-0.06,-1.7189,1.7572,1.1033,-2.3941,10.3269,13
-0.2856,0.6646,-1.8285,2.3473,0.4662,4.1473,11.046,-0.06,-1.7189,1.7572,1.1033,-2.3941,10.3269,14
-0.2899,0.6646,-1.8285,2.3473,0.4662,4.1473,11.046,-0.06,-1.7189,1.7572,1.1033,-2.3941,10.3269,15
-0.292,0.346,-1.7654,2.6211,0.6193,4.355,11.3984,-0.0456,-2.0064,1.9345,1.2368,-2.3698,10.5377,16
-0.292,0.0893,-1.3936,2.8486,0.74,4.539,11.6945,-0.1435,-2.0654,2.0325,1.363,-2.3501,10.7726,17
-0.291,0.0893,-1.3936,2.8486,0.74,4.539,11.6945,-0.1435,-2.0654,2.0325,1.363,-2.3501,10.7726,17
-0.2883,-0.1236,-1.0477,3.0657,0.7942,4.7358,12.0517,-0.4591,-2.2403,2.1674,1.3344,-2.4249,11.2795,18
-0.2841,-0.1236,-1.0477,3.0657,0.7942,4.7358,12.0517,-0.4591,-2.2403,2.1674,1.3344,-2.4249,11.2795,19
-0.2806,-0.1236,-1.0477,3.0657,0.7942,4.7358,12.0517,-0.4591,-2.2403,2.1674,1.3344,-2.4249,11.2795,20
-0.2787,-0.2528,-0.9022,3.3047,0.7804,5.0454,12.5616,-0.8721,-2.8128,2.5326,1.1534,-2.5609,12.1633,21
-0.2792,-0.2528,-0.9022,3.3047,0.7804,5.0454,12.5616,-0.8721,-2.8128,2.5326,1.1534,-2.5609,12.1633,21
-0.2804,-0.261,-0.753,3.5481,0.7269,5.5235,13.1366,-1.0001,-3.4871,3.093,1.0791,-2.654,13.1302,22
-0.2808,-0.261,-0.753,3.5481,0.7269,5.5235,13.1366,-1.0001,-3.4871,3.093,1.0791,-2.654,13.1302,23
-0.2806,-0.2876,-0.2748,3.7483,0.7014,6.03,13.4449,-0.5208,-3.5978,3.4587,1.3162,-2.5904,13.627,24
-0.2766,-0.2876,-0.2748,3.7483,0.7014,6.03,13.4449,-0.5208,-3.5978,3.4587,1.3162,-2.5904,13.627,25
-0.2687,-0.5804,0.4814,3.8848,0.7374,6.286,13.0985,0.5408,-2.8341,3.2818,1.7126,-2.2755,13.2507,25
-0.2561,-0.5804,0.4814,3.8848,0.7374,6.286,13.0985,0.5408,-2.8341,3.2818,1.7126,-2.2755,13.2507,26
-0.2369,-1.1579,1.2782,3.9942,0.7932,6.1566,12.026,1.7638,-1.6257,2.6841,1.9017,-1.7153,12.1058,27
-0.2154,-1.1579,1.2782,3.9942,0.7932,6.1566,12.026,1.7638,-1.6257,2.6841,1.9017,-1.7153,12.1058,28
-0.1993,-1.1579,1.2782,3.9942,0.7932,6.1566,12.026,1.7638,-1.6257,2.6841,1.9017,-1.7153,12.1058,29
-0.1852,-1.8114,1.8742,4.1041,0.7875,5.787,10.6168,2.4927,-0.7802,2.1547,1.6851,-1.0329,10.7359,29
-0.1753,-2.3596,2.0632,4.1522,0.6484,5.4366,9.3767,2.3664,-0.6076,2.0817,1.2249,-0.3997,9.704,30
-0.166,-2.3596,2.0632,4.1522,0.6484,5.4366,9.3767,2.3664,-0.6076,2.0817,1.2249,-0.3997,9.704,31
-0.1621,-2.5861,1.9694,4.0139,0.3154,5.284,8.6352,1.5364,-0.8155,2.4619,0.8498,-0.0002,9.31,32
-0.1601,-2.5861,1.9694,4.0139,0.3154,5.284,8.6352,1.5364,-0.8155,2.4619,0.8498,-0.0002,9.31,33
-0.158,-2.4107,1.7733,3.5905,-0.1754,5.3185,8.5471,0.4638,-1.0457,2.9956,0.7652,0.043,9.5148,33
-0.1534,-2.4107,1.7733,3.5905,-0.1754,5.3185,8.5471,0.4638,-1.0457,2.9956,0.7652,0.043,9.5148,34
-0.147,-1.8747,1.5009,2.9163,-0.5931,5.4065,8.9996,-0.3546,-1.1389,3.3425,0.9832,-0.2023,10.0227,35
-0.1385,-1.8747,1.5009,2.9163,-0.5931,5.4065,8.9996,-0.3546,-1.1389,3.3425,0.9832,-0.2023,10.0227,36
-0.1312,-0.973,1.1119,2.1574,-0.6916,5.4547,9.6455,-0.6826,-0.8987,3.2912,1.4208,-0.5313,10.4832,37
-0.1224,-0.973,1.1119,2.1574,-0.6916,5.4547,9.6455,-0.6826,-0.8987,3.2912,1.4208,-0.5313,10.4832,37
-0.1133,-0.0617,0.6283,1.491,-0.4192,5.4497,10.1431,-0.5949,-0.1716,2.8339,1.9123,-0.774,10.6787,38
-0.1038,-0.0617,0.6283,1.491,-0.4192,5.4497,10.1431,-0.5949,-0.1716,2.8339,1.9123,-0.774,10.6787,39
-0.0959,0.3801,0.1806,1.0169,0.0366,5.4,10.2859,-0.3141,0.6951,2.1522,2.233,-0.8677,10.5555,40
-0.0883,0.3801,0.1806,1.0169,0.0366,5.4,10.2859,-0.3141,0.6951,2.1522,2.233,-0.8677,10.5555,40
-0.0809,0.2283,-0.2588,0.7269,0.4068,5.2809,10.0601,-0.037,1.2441,1.4696,2.2782,-0.8388,10.1872,41
-0.0729,0.2283,-0.2588,0.7269,0.4068,5.2809,10.0601,-0.037,1.2441,1.4696,2.2782,-0.8388,10.1872,42
-0.0643,-0.2749,-0.6991,0.5788,0.6073,5.078,9.6287,0.1154,1.3654,0.9549,2.1028,-0.7385,9.7496,43
-0.0568,-0.2749,-0.6991,0.5788,0.6073,5.078,9.6287,0.1154,1.3654,0.9549,2.1028,-0.7385,9.7496,44
-0.0499,-0.2749,-0.6991,0.5788,0.6073,5.078,9.6287,0.1154,1.3654,0.9549,2.1028,-0.7385,9.7496,44
-0.0436,-0.6612,-0.9444,0.5385,0.7321,4.8335,9.2072,0.0532,1.1302,0.7178,1.8327,-0.621,9.4184,45
-0.0381,-0.6612,-0.9444,0.5385,0.7321,4.8335,9.2072,0.0532,1.1302,0.7178,1.8327,-0.621,9.4184,46
-0.0327,-0.6386,-0.8344,0.5309,0.8709,4.6291,8.9454,-0.224,0.7464,0.751,1.6312,-0.5445,9.2963,47
-0.0272,-0.6386,-0.8344,0.5309,0.8709,4.6291,8.9454,-0.224,0.7464,0.751,1.6312,-0.5445,9.2963,48
-0.0213,-0.2345,-0.3912,0.4837,1.0057,4.5452,8.8834,-0.5563,0.4625,0.9172,1.608,-0.5372,9.3853,48
-0.0158,0.3582,0.208,0.3722,1.0743,4.5898,8.9915,-0.7667,0.3485,1.0476,1.7577,-0.5807,9.606,49
-0.0097,0.3582,0.208,0.3722,1.0743,4.5898,8.9915,-0.7667,0.3485,1.0476,1.7577,-0.5807,9.606,50
-0.0032,0.8935,0.762,0.2035,1.09,4.7306,9.2013,-0.7952,0.375,1.0138,1.9909,-0.6303,9.8638,51
0.004,0.8935,0.762,0.2035,1.09,4.7306,9.2013,-0.7952,0.375,1.0138,1.9909,-0.6303,9.8638,52
0.0109,1.1834,1.1611,0.0144,1.0964,4.9368,9.4213,-0.6767,0.4863,0.7606,2.1836,-0.639,10.056,52
0.0201,1.1834,1.1611,0.0144,1.0964,4.9368,9.4213,-0.6767,0.4863,0.7606,2.1836,-0.639,10.056,53
0.0286,1.1708,1.3835,-0.1531,1.0895,5.1568,9.5661,-0.5088,0.5913,0.3261,2.2421,-0.5812,10.1174,54
0.0361,1.1708,1.3835,-0.1531,1.0895,5.1568,9.5661,-0.5088,0.5913,0.3261,2.2421,-0.5812,10.1174,55
0.0424,0.9336,1.4565,-0.2774,1.0394,5.3517,9.6119,-0.4065,0.6005,-0.1721,2.1325,-0.4771,10.0706,56
0.0489,0.9336,1.4565,-0.2774,1.0394,5.3517,9.6119,-0.4065,0.6005,-0.1721,2.1325,-0.4771,10.0706,56
0.0536,0.9336,1.4565,-0.2774,1.0394,5.3517,9.6119,-0.4065,0.6005,-0.1721,2.1325,-0.4771,10.0706,57
0.0582,0.6379,1.4023,-0.3791,0.9188,5.4982,9.6495,-0.4367,0.4456,-0.5911,1.9128,-0.391,10.0003,58
0.0622,0.4334,1.1994,-0.5229,0.747,5.5724,9.7807,-0.5942,0.1483,-0.841,1.6958,-0.3918,10.0082,59
0.0653,0.4334,1.1994,-0.5229,0.747,5.5724,9.7807,-0.5942,0.1483,-0.841,1.6958,-0.3918,10.0082,60
0.067,0.367,0.8309,-0.7512,0.6026,5.5916,10.0028,-0.8277,-0.1516,-0.9301,1.5632,-0.4892,10.1612,60
0.0674,0.367,0.8309,-0.7512,0.6026,5.5916,10.0028,-0.8277,-0.1516,-0.9301,1.5632,-0.4892,10.1612,61
0.0674,0.3709,0.3482,-1.0291,0.5531,5.6108,10.2593,-1.0528,-0.2904,-0.9416,1.5224,-0.6389,10.4223,62
0.0676,0.3709,0.3482,-1.0291,0.5531,5.6108,10.2593,-1.0528,-0.2904,-0.9416,1.5224,-0.6389,10.4223,63
0.0687,0.3709,0.3482,-1.0291,0.5531,5.6108,10.2593,-1.0528,-0.2904,-0.9416,1.5224,-0.6389,10.4223,63
0.0705,0.3111,-0.1261,-1.2515,0.6034,5.6431,10.5113,-1.1765,-0.2434,-0.9608,1.5235,-0.8201,10.6791,64
0.0733,0.3111,-0.1261,-1.2515,0.6034,5.6431,10.5113,-1.1765,-0.2434,-0.9608,1.5235,-0.8201,10.6791,65
0.0766,0.0748,-0.5626,-1.3415,0.6741,5.6525,10.7474,-1.2009,-0.208,-1.0041,1.5511,-1.0332,10.8917,66
0.0793,0.0748,-0.5626,-1.3415,0.6741,5.6525,10.7474,-1.2009,-0.208,-1.0041,1.5511,-1.0332,10.8917,67
0.0805,-0.3497,-1.0661,-1.3546,0.6813,5.6239,10.9835,-1.2209,-0.359,-1.0391,1.5958,-1.2669,11.0983,67
0.0803,-0.3497,-1.0661,-1.3546,0.6813,5.6239,10.9835,-1.2209,-0.359,-1.0391,1.5958,-1.2669,11.0983,68
0.08,-0.8369,-1.6261,-1.3906,0.6197,5.5609,11.2331,-1.2841,-0.664,-1.0658,1.6162,-1.522,11.3203,69
0.0793,-0.8369,-1.6261,-1.3906,0.6197,5.5609,11.2331,-1.2841,-0.664,-1.0658,1.6162,-1.522,11.3203,70
0.0772,-1.1633,-2.1439,-1.481,0.5075,5.4772,11.5184,-1.3822,-1.0941,-1.1144,1.6279,-1.827,11.6304,71
0.0733,-1.1633,-2.1439,-1.481,0.5075,5.4772,11.5184,-1.3822,-1.0941,-1.1144,1.6279,-1.827,11.6304,71
0.067,-1.1947,-2.6471,-1.6306,0.3831,5.4142,11.8749,-1.4676,-1.6023,-1.2134,1.7511,-2.1939,12.0744,72
0.0564,-1.1947,-2.6471,-1.6306,0.3831,5.4142,11.8749,-1.4676,-1.6023,-1.2134,1.7511,-2.1939,12.0744,73
0.0442,-1.0505,-3.1059,-1.8015,0.3472,5.3871,12.2368,-1.3615,-2.07,-1.4482,2.0702,-2.5367,12.4361,74
0.0281,-1.0505,-3.1059,-1.8015,0.3472,5.3871,12.2368,-1.3615,-2.07,-1.4482,2.0702,-2.5367,12.4361,75
0.0114,-1.0505,-3.1059,-1.8015,0.3472,5.3871,12.2368,-1.3615,-2.07,-1.4482,2.0702,-2.5367,12.4361,75
-0.0059,-1.0113,-3.3165,-1.901,0.4446,5.3228,12.3628,-0.8508,-2.2805,-1.9516,2.4902,-2.7281,12.3975,76
-0.0258,-1.2541,-3.1427,-1.8778,0.6007,5.0949,11.9935,0.0517,-1.9136,-2.7489,2.8219,-2.7077,11.8021,77
-0.0466,-1.2541,-3.1427,-1.8778,0.6007,5.0949,11.9935,0.0517,-1.9136,-2.7489,2.8219,-2.7077,11.8021,78
-0.0652,-1.6951,-2.6106,-1.7432,0.7103,4.6506,11.1149,1.0074,-0.9916,-3.6861,2.9036,-2.501,10.757,79
-0.0886,-1.6951,-2.6106,-1.7432,0.7103,4.6506,11.1149,1.0074,-0.9916,-3.6861,2.9036,-2.501,10.757,79
-0.1079,-1.6951,-2.6106,-1.7432,0.7103,4.6506,11.1149,1.0074,-0.9916,-3.6861,2.9036,-2.501,10.757,80
-0.1258,-1.6951,-2.6106,-1.7432,0.7103,4.6506,11.1149,1.0074,-0.9916,-3.6861,2.9036,-2.501,10.757,81
-0.1443,-1.9722,-1.9551,-1.6876,0.6733,4.0873,10.0187,1.5494,-0.0029,-4.4302,2.6514,-2.2752,9.7125,82
-0.1743,-1.9722,-1.9551,-1.6876,0.6733,4.0873,10.0187,1.5494,-0.0029,-4.4302,2.6514,-2.2752,9.7125,83
-0.1947,-1.6296,-1.4869,-1.9725,0.4832,3.5864,9.2051,1.4928,0.5551,-4.6266,2.0895,-2.1978,9.1544,83
-0.2165,-1.6296,-1.4869,-1.9725,0.4832,3.5864,9.2051,1.4928,0.5551,-4.6266,2.0895,-2.1978,9.1544,84
-0.2382,-0.5536,-1.2259,-2.558,0.2831,3.3108,9.093,1.0597,0.6416,-4.2206,1.4581,-2.2557,9.1981,85
-0.2602,-0.5536,-1.2259,-2.558,0.2831,3.3108,9.093,1.0597,0.6416,-4.2206,1.4581,-2.2557,9.1981,86
-0.28,0.8608,-0.9988,-3.2085,0.2203,3.333,9.6415,0.5241,0.5976,-3.4545,1.1392,-2.3619,9.6421,87
-0.2946,0.8608,-0.9988,-3.2085,0.2203,3.333,9.6415,0.5241,0.5976,-3.4545,1.1392,-2.3619,9.6421,87
-0.3076,1.9957,-0.7765,-3.7366,0.3687,3.5924,10.4384,0.0223,0.783,-2.6693,1.2746,-2.4353,10.1586,88
-0.3176,1.9957,-0.7765,-3.7366,0.3687,3.5924,10.4384,0.0223,0.783,-2.6693,1.2746,-2.4353,10.1586,89
-0.3259,2.4314,-0.5816,-4.0072,0.7381,3.8965,11.0599,-0.2802,1.322,-2.1456,1.6691,-2.4365,10.4638,90
-0.335,2.4314,-0.5816,-4.0072,0.7381,3.8965,11.0599,-0.2802,1.322,-2.1456,1.6691,-2.4365,10.4638,90
-0.342,2.189,-0.3229,-3.9544,1.2064,4.0255,11.2544,-0.234,2.0289,-1.9666,2.0412,-2.3914,10.4484,91
-0.3484,2.189,-0.3229,-3.9544,1.2064,4.0255,11.2544,-0.234,2.0289,-1.9666,2.0412,-2.3914,10.4484,92
-0.3545,1.5875,-0.0114,-3.6495,1.5564,3.9359,10.9885,0.0817,2.6113,-2.0157,2.2317,-2.3101,10.1532,93
-0.3609,1.5875,-0.0114,-3.6495,1.5564,3.9359,10.9885,0.0817,2.6113,-2.0157,2.2317,-2.3101,10.1532,94
-0.3663,1.0031,0.2065,-3.261,1.6696,3.7606,10.4179,0.409,2.807,-2.0947,2.2329,-2.1665,9.7054,94
-0.3709,1.0031,0.2065,-3.261,1.6696,3.7606,10.4179,0.409,2.807,-2.0947,2.2329,-2.1665,9.7054,95
-0.3756,1.0031,0.2065,-3.261,1.6696,3.7606,10.4179,0.409,2.807,-2.0947,2.2329,-2.1665,9.7054,96
-0.3798,0.7312,0.313,-2.9258,1.6124,3.6135,9.8085,0.5787,2.5467,-2.0654,2.1097,-1.9722,9.2751,97
-0.3827,0.7312,0.313,-2.9258,1.6124,3.6135,9.8085,0.5787,2.5467,-2.0654,2.1097,-1.9722,9.2751,98
-0.3844,0.8656,0.3875,-2.7,1.5214,3.5393,9.411,0.586,2.0536,-1.8824,1.9464,-1.799,8.9946,98
-0.3851,0.8656,0.3875,-2.7,1.5214,3.5393,9.411,0.586,2.0536,-1.8824,1.9464,-1.799,8.9946,99
-0.3851,1.2952,0.4612,-2.5421,1.4856,3.5465,9.3262,0.4548,1.6077,-1.5571,1.82,-1.7174,8.9203,0
-0.3851,1.2952,0.4612,-2.5421,1.4856,3.5465,9.3262,0.4548,1.6077,-1.5571,1.82,-1.7174,8.9203,1
-0.385,1.7817,0.5193,-2.3555,1.5212,3.6008,9.4814,0.2452,1.317,-1.1393,1.7743,-1.7472,9.0309,2
-0.3846,1.7817,0.5193,-2.3555,1.5212,3.6008,9.4814,0.2452,1.317,-1.1393,1.7743,-1.7472,9.0309,2
-0.3842,2.0889,0.5078,-2.0705,1.5906,3.6477,9.7382,0.0922,1.136,-0.7157,1.7996,-1.8645,9.2226,3
-0.3826,2.0889,0.5078,-2.0705,1.5906,3.6477,9.7382,0.0922,1.136,-0.7157,1.7996,-1.8645,9.2226,4
-0.3778,2.0944,0.3828,-1.6641,1.652,3.6536,9.9669,0.1244,0.9764,-0.3932,1.8693,-2.0254,9.3852,5
-0.3709,1.8118,0.1925,-1.1525,1.686,3.6062,10.0619,0.3603,0.7817,-0.2283,1.9523,-2.1805,9.4642,6
-0.3619,1.8118,0.1925,-1.1525,1.686,3.6062,10.0619,0.3603,0.7817,-0.2283,1.9523,-2.1805,9.4642,6
-0.3457,1.3963,0.019,-0.6022,1.6622,3.5241,10.0123,0.6706,0.5509,-0.1915,1.9891,-2.2913,9.4872,7
-0.3327,1.3963,0.019,-0.6022,1.6622,3.5241,10.0123,0.6706,0.5509,-0.1915,1.9891,-2.2913,9.4872,8
-0.3175,1.0587,-0.177,-0.1076,1.5464,3.4705,9.9034,0.893,0.3149,-0.1892,1.935,-2.3449,9.5124,9
-0.3059,1.0587,-0.177,-0.1076,1.5464,3.4705,9.9034,0.893,0.3149,-0.1892,1.935,-2.3449,9.5124,10
-0.2954,0.9185,-0.4829,0.2727,1.3864,3.4917,9.8477,0.9541,0.0695,-0.1039,1.8165,-2.3539,9.5957,10
-0.2891,0.9185,-0.4829,0.2727,1.3864,3.4917,9.8477,0.9541,0.0695,-0.1039,1.8165,-2.3539,9.5957,11
-0.2868,0.9185,-0.4829,0.2727,1.3864,3.4917,9.8477,0.9541,0.0695,-0.1039,1.8165,-2.3539,9.5957,12
-0.2881,0.9733,-0.8463,0.5362,1.2857,3.5935,9.9636,0.8524,-0.226,0.1482,1.7215,-2.3456,9.803,13
-0.2897,1.1829,-1.0804,0.719,1.2996,3.7954,10.3085,0.6538,-0.5169,0.5432,1.7344,-2.3466,10.1342,14
-0.2921,1.1829,-1.0804,0.719,1.2996,3.7954,10.3085,0.6538,-0.5169,0.5432,1.7344,-2.3466,10.1342,14
-0.2957,1.4585,-1.0562,0.8774,1.4052,4.1037,10.8005,0.4718,-0.6636,0.9081,1.8606,-2.3544,10.5224,15
-0.3007,1.4585,-1.0562,0.8774,1.4052,4.1037,10.8005,0.4718,-0.6636,0.9081,1.8606,-2.3544,10.5224,16
-0.3047,1.6258,-0.8842,1.0715,1.5118,4.4681,11.3007,0.3319,-0.6623,1.07,1.9826,-2.3456,10.9037,17
-0.3065,1.6258,-0.8842,1.0715,1.5118,4.4681,11.3007,0.3319,-0.6623,1.07,1.9826,-2.3456,10.9037,18
-0.3061,1.5487,-0.7762,1.351,1.5484,4.8409,11.7517,0.174,-0.7006,1.0503,1.9435,-2.3145,11.2507,18
-0.305,1.5487,-0.7762,1.351,1.5484,4.8409,11.7517,0.174,-0.7006,1.0503,1.9435,-2.3145,11.2507,19
-0.3015,1.2437,-0.7692,1.7413,1.5274,5.2036,12.154,0.0008,-0.9911,1.0289,1.6737,-2.266,11.6088,20
-0.295,1.2437,-0.7692,1.7413,1.5274,5.2036,12.154,0.0008,-0.9911,1.0289,1.6737,-2.266,11.6088,21
-0.2899,0.8591,-0.8186,2.2486,1.4612,5.5494,12.5548,-0.185,-1.6605,1.2269,1.2595,-2.2433,12.0966,22
-0.2848,0.8591,-0.8186,2.2486,1.4612,5.5494,12.5548,-0.185,-1.6605,1.2269,1.2595,-2.2433,12.0966,22
-0.2817,0.5617,-0.898,2.8316,1.3781,5.9069,13.0247,-0.3676,-2.5782,1.758,0.9757,-2.2924,12.7252,23
-0.2822,0.5617,-0.898,2.8316,1.3781,5.9069,13.0247,-0.3676,-2.5782,1.758,0.9757,-2.2924,12.7252,24
-0.2823,0.3776,-0.747,3.4213,1.3889,6.2831,13.4306,-0.3399,-3.3872,2.4275,1.0906,-2.3021,13.218,25
-0.2818,0.3776,-0.747,3.4213,1.3889,6.2831,13.4306,-0.3399,-3.3872,2.4275,1.0906,-2.3021,13.218,26
-0.2772,0.1534,-0.106,3.9794,1.5407,6.5521,13.4142,0.1095,-3.7684,2.8361,1.5575,-2.1264,13.1776,26
-0.2679,0.1534,-0.106,3.9794,1.5407,6.5521,13.4142,0.1095,-3.7684,2.8361,1.5575,-2.1264,13.1776,27
-0.2527,-0.3059,0.8007,4.4598,1.7144,6.5296,12.6959,0.9773,-3.4736,2.7367,2.0425,-1.7791,12.4095,28
-0.2319,-0.3059,0.8007,4.4598,1.7144,6.5296,12.6959,0.9773,-3.4736,2.7367,2.0425,-1.7791,12.4095,29
-0.2131,-1.0442,1.6635,4.8516,1.7479,6.1598,11.3282,2.0046,-2.5941,2.2532,2.1778,-1.3259,11.0936,30
-0.1959,-1.0442,1.6635,4.8516,1.7479,6.1598,11.3282,2.0046,-2.5941,2.2532,2.1778,-1.3259,11.0936,30
-0.1805,-1.8627,2.433,5.1866,1.5712,5.5979,9.7229,2.7237,-1.6781,1.8322,1.8124,-0.8265,9.6938,31
-0.1676,-1.8627,2.433,5.1866,1.5712,5.5979,9.7229,2.7237,-1.6781,1.8322,1.8124,-0.8265,9.6938,32
-0.1582,-2.5914,2.8117,5.4057,1.2024,5.1233,8.4231,2.9301,-1.2126,1.9048,1.1204,-0.3606,8.6795,33
-0.1511,-2.5914,2.8117,5.4057,1.2024,5.1233,8.4231,2.9301,-1.2126,1.9048,1.1204,-0.3606,8.6795,34
-0.1448,-3.0471,2.7389,5.4272,0.6762,4.9355,7.81,2.5524,-1.245,2.6148,0.4727,-0.0298,8.3342,34
-0.1383,-3.0471,2.7389,5.4272,0.6762,4.9355,7.81,2.5524,-1.245,2.6148,0.4727,-0.0298,8.3342,35
-0.1314,-2.8183,2.7079,5.1904,0.0378,5.0385,7.959,1.416,-1.4902,3.7552,0.2069,0.0593,8.6816,36
-0.1236,-2.8183,2.7079,5.1904,0.0378,5.0385,7.959,1.416,-1.4902,3.7552,0.2069,0.0593,8.6816,37
-0.1138,-1.78,2.7623,4.5901,-0.5422,5.3121,8.6528,-0.093,-1.6458,4.8315,0.4543,-0.0981,9.486,38
-0.1006,-1.78,2.7623,4.5901,-0.5422,5.3121,8.6528,-0.093,-1.6458,4.8315,0.4543,-0.0981,9.486,38
-0.0883,-0.3119,2.5638,3.6567,-0.8025,5.6172,9.5031,-1.2261,-1.4614,5.3612,1.1473,-0.401,10.3681,39
-0.0769,-0.3119,2.5638,3.6567,-0.8025,5.6172,9.5031,-1.2261,-1.4614,5.3612,1.1473,-0.401,10.3681,40
-0.0668,0.9901,1.9097,2.6424,-0.6253,5.836,10.1567,-1.5575,-0.707,5.1167,2.0643,-0.7012,10.954,41
-0.0546,0.9901,1.9097,2.6424,-0.6253,5.836,10.1567,-1.5575,-0.707,5.1167,2.0643,-0.7012,10.954,42
-0.0444,1.5293,0.843,1.8113,-0.0773,5.8844,10.4305,-1.1744,0.4828,4.2137,2.8686,-0.8659,11.0453,42
