q,right_acc_x,right_acc_y,right_acc_z,right_ang_x,right_ang_y,right_ang_z,left_acc_x,left_acc_y,left_acc_z,left_ang_x,left_ang_y,left_ang_z,label
-0.1223,-1.696,-2.1728,-4.6389,0.6852,3.9269,13.6761,-1.814,-2.9785,-5.0628,2.5811,-4.1797,11.831,78
-0.1475,-1.696,-2.1728,-4.6389,0.6852,3.9269,13.6761,-1.814,-2.9785,-5.0628,2.5811,-4.1797,11.831,79
-0.1755,-1.696,-2.1728,-4.6389,0.6852,3.9269,13.6761,-1.814,-2.9785,-5.0628,2.5811,-4.1797,11.831,80
-0.2017,-2.0994,-0.9399,-4.8596,0.4684,3.5599,12.6867,-1.8029,-3.6258,-5.7769,2.0222,-4.1012,11.5365,81
-0.226,-2.0994,-0.9399,-4.8596,0.4684,3.5599,12.6867,-1.8029,-3.6258,-5.7769,2.0222,-4.1012,11.5365,82
-0.2538,-1.9594,0.7492,-4.9105,-0.0006,3.2964,11.6562,-1.7421,-3.7507,-6.1521,1.5157,-3.8987,11.4328,83
-0.2759,-1.9594,0.7492,-4.9105,-0.0006,3.2964,11.6562,-1.7421,-3.7507,-6.1521,1.5157,-3.8987,11.4328,84
-0.2991,-1.2565,2.1631,-5.0717,-0.316,3.1305,10.9159,-1.4007,-3.0613,-5.9994,1.2534,-3.6461,11.3291,85
-0.3211,-1.2565,2.1631,-5.0717,-0.316,3.1305,10.9159,-1.4007,-3.0613,-5.9994,1.2534,-3.6461,11.3291,86
-0.3434,-0.3116,2.9105,-5.4357,-0.0162,3.043,10.5547,-0.5932,-1.9248,-5.2889,1.2431,-3.387,11.0714,87
-0.3646,-0.3116,2.9105,-5.4357,-0.0162,3.043,10.5547,-0.5932,-1.9248,-5.2889,1.2431,-3.387,11.0714,88
-0.3827,0.4396,3.267,-5.5895,0.8814,3.0086,10.323,0.6954,-0.6786,-4.2325,1.4631,-3.042,10.5217,88
-0.3988,0.4396,3.267,-5.5895,0.8814,3.0086,10.323,0.6954,-0.6786,-4.2325,1.4631,-3.042,10.5217,89
-0.4154,0.8757,3.7028,-5.2418,1.9261,2.9806,9.9615,1.9596,0.6521,-3.1247,1.8592,-2.5349,9.6536,90
-0.4305,0.8757,3.7028,-5.2418,1.9261,2.9806,9.9615,1.9596,0.6521,-3.1247,1.8592,-2.5349,9.6536,91
-0.4436,1.1326,4.0321,-4.5254,2.6459,2.9244,9.3969,2.5364,1.9268,-2.2225,2.3466,-1.9767,8.6992,92
-0.4573,1.1326,4.0321,-4.5254,2.6459,2.9244,9.3969,2.5364,1.9268,-2.2225,2.3466,-1.9767,8.6992,93
-0.4706,1.2415,4.2198,-3.7117,2.9172,2.8463,8.7057,2.4322,2.9863,-1.6908,2.7491,-1.5108,7.9032,94
-0.4824,1.2415,4.2198,-3.7117,2.9172,2.8463,8.7057,2.4322,2.9863,-1.6908,2.7491,-1.5108,7.9032,95
-0.497,1.2075,4.3787,-2.9933,2.8406,2.7477,8.0563,2.0061,3.6609,-1.4921,2.8268,-1.2019,7.32,96
-0.5061,1.2075,4.3787,-2.9933,2.8406,2.7477,8.0563,2.0061,3.6609,-1.4921,2.8268,-1.2019,7.32,97
-0.5134,1.1689,4.2373,-2.413,2.5387,2.6311,7.5847,1.5064,3.6362,-1.4253,2.5551,-1.0854,6.9349,98
-0.5191,1.1689,4.2373,-2.413,2.5387,2.6311,7.5847,1.5064,3.6362,-1.4253,2.5551,-1.0854,6.9349,99
-0.5215,1.1689,4.2373,-2.413,2.5387,2.6311,7.5847,1.5064,3.6362,-1.4253,2.5551,-1.0854,6.9349,0
-0.5201,1.2331,3.5064,-1.887,2.159,2.4969,7.3768,1.0881,2.6878,-1.2661,2.145,-1.1324,6.7544,1
-0.5183,1.2331,3.5064,-1.887,2.159,2.4969,7.3768,1.0881,2.6878,-1.2661,2.145,-1.1324,6.7544,2
-0.5139,1.3888,2.3227,-1.3349,1.8119,2.3901,7.4985,0.7332,1.1022,-0.8893,1.8563,-1.258,6.7687,3
-0.5056,1.3888,2.3227,-1.3349,1.8119,2.3901,7.4985,0.7332,1.1022,-0.8893,1.8563,-1.258,6.7687,4
-0.4918,1.5352,1.0746,-0.7959,1.5239,2.4112,7.903,0.3201,-0.4668,-0.3246,1.8382,-1.4199,6.9547,5
-0.4735,1.5851,-0.0686,-0.3794,1.2751,2.5639,8.462,-0.1873,-1.492,0.2858,2.0695,-1.6492,7.3419,6
-0.4485,1.5851,-0.0686,-0.3794,1.2751,2.5639,8.462,-0.1873,-1.492,0.2858,2.0695,-1.6492,7.3419,7
-0.4276,1.5851,-0.0686,-0.3794,1.2751,2.5639,8.462,-0.1873,-1.492,0.2858,2.0695,-1.6492,7.3419,8
-0.3997,1.6039,-1.1114,-0.1212,1.0814,2.7663,9.1168,-0.6993,-1.8038,0.7824,2.4363,-1.9769,8.0094,9
-0.3772,1.6517,-2.1733,0.0267,0.9838,2.9954,9.8839,-1.0873,-1.6222,1.0932,2.8725,-2.3776,8.9486,10
-0.3608,1.6517,-2.1733,0.0267,0.9838,2.9954,9.8839,-1.0873,-1.6222,1.0932,2.8725,-2.3776,8.9486,10
-0.3592,1.6517,-2.1733,0.0267,0.9838,2.9954,9.8839,-1.0873,-1.6222,1.0932,2.8725,-2.3776,8.9486,11
-0.3641,1.6758,-3.126,0.1427,1.0075,3.2873,10.7511,-1.2366,-1.2725,1.2447,3.3644,-2.7629,10.0074,12
-0.3715,1.6758,-3.126,0.1427,1.0075,3.2873,10.7511,-1.2366,-1.2725,1.2447,3.3644,-2.7629,10.0074,13
-0.3779,1.658,-3.5417,0.2344,1.1293,3.6583,11.6243,-1.1131,-0.9602,1.278,3.8138,-3.043,10.9646,14
-0.3843,1.658,-3.5417,0.2344,1.1293,3.6583,11.6243,-1.1131,-0.9602,1.278,3.8138,-3.043,10.9646,15
-0.3901,1.5947,-3.2992,0.2562,1.2802,4.0391,12.3507,-0.8543,-0.8103,1.1904,4.0772,-3.194,11.6558,16
-0.3926,1.5947,-3.2992,0.2562,1.2802,4.0391,12.3507,-0.8543,-0.8103,1.1904,4.0772,-3.194,11.6558,17
-0.3928,1.4957,-2.7361,0.2423,1.3965,4.3666,12.8859,-0.6691,-0.8107,0.9636,4.1088,-3.2633,12.1865,18
-0.3914,1.4957,-2.7361,0.2423,1.3965,4.3666,12.8859,-0.6691,-0.8107,0.9636,4.1088,-3.2633,12.1865,19
-0.3882,1.4442,-2.139,0.3023,1.46,4.722,13.3465,-0.5746,-0.8741,0.6557,3.9457,-3.3171,12.8077,20
-0.383,1.4442,-2.139,0.3023,1.46,4.722,13.3465,-0.5746,-0.8741,0.6557,3.9457,-3.3171,12.8077,21
-0.3795,1.4607,-1.4573,0.6023,1.5168,5.2373,13.7862,-0.3876,-0.9633,0.4117,3.6113,-3.2758,13.5335,22
-0.3823,1.4607,-1.4573,0.6023,1.5168,5.2373,13.7862,-0.3876,-0.9633,0.4117,3.6113,-3.2758,13.5335,23
-0.3894,1.4607,-1.4573,0.6023,1.5168,5.2373,13.7862,-0.3876,-0.9633,0.4117,3.6113,-3.2758,13.5335,24
-0.3935,1.4329,-0.2351,1.3276,1.64,5.8742,14.0111,0.0045,-0.9367,0.3269,3.1583,-2.965,14.0659,25
-0.3921,1.4329,-0.2351,1.3276,1.64,5.8742,14.0111,0.0045,-0.9367,0.3269,3.1583,-2.965,14.0659,26
-0.3816,1.2748,1.6095,2.3757,1.761,6.431,13.7739,0.4661,-0.5981,0.3544,2.723,-2.4041,14.0709,27
-0.3662,0.9011,2.7422,3.2738,1.6779,6.7591,13.125,0.803,-0.1437,0.4311,2.3086,-1.8034,13.4881,28
-0.3461,0.9011,2.7422,3.2738,1.6779,6.7591,13.125,0.803,-0.1437,0.4311,2.3086,-1.8034,13.4881,29
-0.3273,0.9011,2.7422,3.2738,1.6779,6.7591,13.125,0.803,-0.1437,0.4311,2.3086,-1.8034,13.4881,30
-0.3088,0.1593,2.1915,3.7837,1.3188,6.8132,12.3113,1.0119,0.0854,0.4972,1.7794,-1.315,12.532,30
-0.2889,0.1593,2.1915,3.7837,1.3188,6.8132,12.3113,1.0119,0.0854,0.4972,1.7794,-1.315,12.532,31
-0.2728,-0.8958,0.8803,4.108,0.8026,6.6297,11.5576,1.1369,0.1989,0.7356,1.189,-0.9634,11.527,32
-0.2606,-0.8958,0.8803,4.108,0.8026,6.6297,11.5576,1.1369,0.1989,0.7356,1.189,-0.9634,11.527,33
-0.2492,-1.8249,0.2834,4.3676,0.3209,6.3297,11.0083,1.1641,0.4462,1.5273,0.8076,-0.7647,10.7359,34
-0.2368,-1.8249,0.2834,4.3676,0.3209,6.3297,11.0083,1.1641,0.4462,1.5273,0.8076,-0.7647,10.7359,35
-0.2222,-2.3354,0.7399,4.4151,0.0211,5.976,10.6548,1.1982,0.8802,2.6987,0.8437,-0.7608,10.1658,36
-0.2059,-2.3354,0.7399,4.4151,0.0211,5.976,10.6548,1.1982,0.8802,2.6987,0.8437,-0.7608,10.1658,37
-0.1881,-2.694,1.1655,4.0723,-0.0419,5.5253,10.3582,1.3645,1.4766,3.6795,1.251,-0.9075,9.6227,38
-0.1707,-2.694,1.1655,4.0723,-0.0419,5.5253,10.3582,1.3645,1.4766,3.6795,1.251,-0.9075,9.6227,39
-0.1524,-3.1594,0.6531,3.3864,0.1724,4.9464,9.9595,1.5817,2.2726,4.1408,1.8174,-1.0508,8.9599,40
-0.1345,-3.1594,0.6531,3.3864,0.1724,4.9464,9.9595,1.5817,2.2726,4.1408,1.8174,-1.0508,8.9599,41
-0.1168,-3.6998,-0.6521,2.6534,0.6408,4.3038,9.3946,1.6603,3.2307,4.0871,2.3302,-1.062,8.2197,42
-0.1007,-3.6998,-0.6521,2.6534,0.6408,4.3038,9.3946,1.6603,3.2307,4.0871,2.3302,-1.062,8.2197,43
-0.0843,-4.063,-1.7984,2.2047,1.2122,3.7327,8.7179,1.4886,4.0956,3.7369,2.6403,-0.9381,7.5881,44
-0.0703,-4.063,-1.7984,2.2047,1.2122,3.7327,8.7179,1.4886,4.0956,3.7369,2.6403,-0.9381,7.5881,45
-0.0572,-4.063,-1.7984,2.2047,1.2122,3.7327,8.7179,1.4886,4.0956,3.7369,2.6403,-0.9381,7.5881,46
-0.045,-3.9302,-1.8634,2.1614,1.7077,3.3329,8.0217,1.1033,4.5049,3.3233,2.6969,-0.7613,7.2319,47
-0.0345,-3.2716,-0.8904,2.365,1.9733,3.152,7.4298,0.5948,4.2191,2.9344,2.5771,-0.6059,7.2175,48
-0.0232,-3.2716,-0.8904,2.365,1.9733,3.152,7.4298,0.5948,4.2191,2.9344,2.5771,-0.6059,7.2175,49
-0.0123,-2.204,0.6858,2.6032,1.9698,3.1793,7.0992,0.0253,3.3002,2.5622,2.4006,-0.5306,7.5282,50
-0.0033,-2.204,0.6858,2.6032,1.9698,3.1793,7.0992,0.0253,3.3002,2.5622,2.4006,-0.5306,7.5282,50
0.0057,-2.204,0.6858,2.6032,1.9698,3.1793,7.0992,0.0253,3.3002,2.5622,2.4006,-0.5306,7.5282,51
0.015,-0.9713,2.3061,2.7349,1.8065,3.337,7.1352,-0.4893,2.0585,2.2325,2.2496,-0.5697,8.0739,52
0.0229,-0.9713,2.3061,2.7349,1.8065,3.337,7.1352,-0.4893,2.0585,2.2325,2.2496,-0.5697,8.0739,53
0.0309,0.0741,3.2607,2.6588,1.5913,3.5649,7.5308,-0.7662,0.8975,1.9841,2.2034,-0.6874,8.7043,54
0.0382,0.0741,3.2607,2.6588,1.5913,3.5649,7.5308,-0.7662,0.8975,1.9841,2.2034,-0.6874,8.7043,55
0.0457,0.8153,3.4034,2.3609,1.381,3.8469,8.1432,-0.7492,0.1521,1.8079,2.313,-0.7797,9.2874,56
0.0533,0.8153,3.4034,2.3609,1.381,3.8469,8.1432,-0.7492,0.1521,1.8079,2.313,-0.7797,9.2874,57
0.0612,0.8153,3.4034,2.3609,1.381,3.8469,8.1432,-0.7492,0.1521,1.8079,2.313,-0.7797,9.2874,58
0.0696,1.2916,3.0555,1.8588,1.1936,4.2095,8.807,-0.6243,-0.0903,1.6004,2.4915,-0.7488,9.7819,59
0.0795,1.5358,2.3976,1.1807,0.9903,4.6922,9.4665,-0.6085,-0.0587,1.2321,2.5667,-0.6216,10.2085,60
0.0901,1.5358,2.3976,1.1807,0.9903,4.6922,9.4665,-0.6085,-0.0587,1.2321,2.5667,-0.6216,10.2085,61
0.1013,1.5554,1.4561,0.4348,0.7592,5.216,10.1037,-0.7372,-0.0779,0.7104,2.496,-0.5262,10.5888,62
0.1096,1.5554,1.4561,0.4348,0.7592,5.216,10.1037,-0.7372,-0.0779,0.7104,2.496,-0.5262,10.5888,63
0.116,1.3169,0.2907,-0.3062,0.5927,5.6094,10.6686,-0.9177,-0.318,0.1651,2.3746,-0.5512,10.8996,64
0.119,1.3169,0.2907,-0.3062,0.5927,5.6094,10.6686,-0.9177,-0.318,0.1651,2.3746,-0.5512,10.8996,65
0.118,0.8801,-0.8181,-0.9972,0.5857,5.7837,11.132,-1.0873,-0.7486,-0.2998,2.295,-0.7051,11.1593,66
0.116,0.8801,-0.8181,-0.9972,0.5857,5.7837,11.132,-1.0873,-0.7486,-0.2998,2.295,-0.7051,11.1593,67
0.1113,0.4949,-1.6728,-1.5469,0.6512,5.7987,11.6388,-1.3488,-1.3065,-0.6572,2.2443,-1.004,11.589,68
0.1029,0.4949,-1.6728,-1.5469,0.6512,5.7987,11.6388,-1.3488,-1.3065,-0.6572,2.2443,-1.004,11.589,69
0.0869,0.3893,-2.419,-2.0059,0.642,5.8037,12.4424,-1.8057,-1.923,-0.9339,2.2069,-1.5838,12.3383,70
0.0635,0.3893,-2.419,-2.0059,0.642,5.8037,12.4424,-1.8057,-1.923,-0.9339,2.2069,-1.5838,12.3383,70
0.0362,0.476,-3.0253,-2.4952,0.5783,5.7767,13.5025,-2.1995,-2.3437,-1.2598,2.2744,-2.4914,13.0724,71
0.0048,0.476,-3.0253,-2.4952,0.5783,5.7767,13.5025,-2.1995,-2.3437,-1.2598,2.2744,-2.4914,13.0724,72
-0.0247,0.418,-3.2737,-2.9252,0.5093,5.4976,14.3908,-2.1633,-2.3395,-1.8079,2.4418,-3.4257,13.2813,73
-0.0507,0.418,-3.2737,-2.9252,0.5093,5.4976,14.3908,-2.1633,-2.3395,-1.8079,2.4418,-3.4257,13.2813,74
-0.0744,-0.0555,-3.1915,-3.1183,0.4674,4.9484,14.6778,-1.8471,-2.0868,-2.5707,2.5466,-4.0185,12.929,75
-0.1013,-0.0555,-3.1915,-3.1183,0.4674,4.9484,14.6778,-1.8471,-2.0868,-2.5707,2.5466,-4.0185,12.929,76
-0.1265,-0.8296,-2.8853,-3.0901,0.4817,4.3472,14.3025,-1.6124,-2.3131,-3.3523,2.4542,-4.2381,12.4299,77
-0.1501,-0.8296,-2.8853,-3.0901,0.4817,4.3472,14.3025,-1.6124,-2.3131,-3.3523,2.4542,-4.2381,12.4299,78
-0.1766,-0.8296,-2.8853,-3.0901,0.4817,4.3472,14.3025,-1.6124,-2.3131,-3.3523,2.4542,-4.2381,12.4299,79
-0.2047,-1.5921,-2.439,-2.9837,0.4351,3.8572,13.5127,-1.4366,-3.0947,-4.0208,2.1618,-4.2627,12.0776,80
-0.2338,-1.9674,-1.5568,-2.9315,0.1915,3.5392,12.6041,-1.2089,-3.338,-4.4973,1.7481,-4.1556,11.8558,81
-0.257,-1.9674,-1.5568,-2.9315,0.1915,3.5392,12.6041,-1.2089,-3.338,-4.4973,1.7481,-4.1556,11.8558,82
-0.2791,-1.9674,-1.5568,-2.9315,0.1915,3.5392,12.6041,-1.2089,-3.338,-4.4973,1.7481,-4.1556,11.8558,83
-0.3013,-1.629,-0.1051,-3.1,-0.1347,3.4032,11.7977,-0.8472,-2.4366,-4.5935,1.3466,-3.9203,11.6392,84
-0.3258,-1.629,-0.1051,-3.1,-0.1347,3.4032,11.7977,-0.8472,-2.4366,-4.5935,1.3466,-3.9203,11.6392,85
-0.3499,-0.8319,1.0573,-3.5011,-0.1996,3.3865,11.1658,-0.2271,-0.7426,-4.2085,1.1351,-3.5749,11.2794,86
-0.3697,-0.8319,1.0573,-3.5011,-0.1996,3.3865,11.1658,-0.2271,-0.7426,-4.2085,1.1351,-3.5749,11.2794,87
-0.3902,-0.0884,1.5105,-3.856,0.2132,3.3747,10.5744,0.5678,0.8818,-3.4482,1.1622,-3.1212,10.6575,88
-0.4111,-0.0884,1.5105,-3.856,0.2132,3.3747,10.5744,0.5678,0.8818,-3.4482,1.1622,-3.1212,10.6575,89
-0.4269,0.4984,1.9926,-3.7068,0.9595,3.2842,9.8741,1.3263,1.8167,-2.5002,1.3827,-2.585,9.8097,90
-0.4421,0.4984,1.9926,-3.7068,0.9595,3.2842,9.8741,1.3263,1.8167,-2.5002,1.3827,-2.585,9.8097,90
-0.4568,1.03,3.0001,-2.9433,1.699,3.1064,9.0742,1.8822,2.239,-1.6471,1.7949,-2.0493,8.8828,91
-0.47,1.03,3.0001,-2.9433,1.699,3.1064,9.0742,1.8822,2.239,-1.6471,1.7949,-2.0493,8.8828,92
-0.4842,1.4237,3.9837,-2.1024,2.1225,2.9072,8.2891,2.1375,2.4917,-1.155,2.282,-1.5913,8.0013,93
-0.4971,1.4237,3.9837,-2.1024,2.1225,2.9072,8.2891,2.1375,2.4917,-1.155,2.282,-1.5913,8.0013,94
-0.5084,1.6362,4.4798,-1.5856,2.1214,2.7679,7.685,2.0757,2.6314,-1.0364,2.5954,-1.215,7.2635,95
-0.5189,1.6362,4.4798,-1.5856,2.1214,2.7679,7.685,2.0757,2.6314,-1.0364,2.5954,-1.215,7.2635,96
-0.5272,1.7609,4.4528,-1.3813,1.8473,2.6985,7.3793,1.7484,2.467,-1.0797,2.5683,-0.9803,6.7784,97
-0.5327,1.7609,4.4528,-1.3813,1.8473,2.6985,7.3793,1.7484,2.467,-1.0797,2.5683,-0.9803,6.7784,98
-0.5373,1.7724,3.4871,-1.3703,1.5438,2.6591,7.3968,1.274,1.8526,-1.0304,2.2513,-0.9867,6.637,99
-0.5389,1.7724,3.4871,-1.3703,1.5438,2.6591,7.3968,1.274,1.8526,-1.0304,2.2513,-0.9867,6.637,0
-0.5383,1.6326,1.7152,-1.3339,1.3491,2.6304,7.7041,0.7584,0.9284,-0.7333,1.8874,-1.211,6.8328,1
-0.5367,1.4476,0.2374,-1.0905,1.2673,2.6253,8.2449,0.2366,-0.0236,-0.1941,1.7287,-1.5588,7.2673,2
-0.5314,1.4476,0.2374,-1.0905,1.2673,2.6253,8.2449,0.2366,-0.0236,-0.1941,1.7287,-1.5588,7.2673,3
-0.5223,1.4476,0.2374,-1.0905,1.2673,2.6253,8.2449,0.2366,-0.0236,-0.1941,1.7287,-1.5588,7.2673,4
-0.5094,1.2829,-0.4658,-0.6608,1.2628,2.6762,8.9221,-0.1954,-0.6994,0.4324,1.8545,-1.9477,7.8214,5
-0.4929,1.1098,-0.7492,-0.1823,1.29,2.778,9.6113,-0.4531,-0.9336,0.9398,2.147,-2.3289,8.419,6
-0.4695,1.1098,-0.7492,-0.1823,1.29,2.778,9.6113,-0.4531,-0.9336,0.9398,2.147,-2.3289,8.419,7
-0.4459,0.966,-0.9872,0.2497,1.2666,2.8934,10.2535,-0.5817,-0.9012,1.2132,2.4162,-2.6998,9.0599,8
-0.4184,0.966,-0.9872,0.2497,1.2666,2.8934,10.2535,-0.5817,-0.9012,1.2132,2.4162,-2.6998,9.0599,9
-0.3962,0.966,-0.9872,0.2497,1.2666,2.8934,10.2535,-0.5817,-0.9012,1.2132,2.4162,-2.6998,9.0599,10
-0.3781,0.901,-1.3735,0.6365,1.1567,3.0326,10.8288,-0.5507,-0.9209,1.2735,2.5821,-3.0307,9.7446,11
-0.3683,0.8813,-1.9175,1.0048,0.9921,3.2317,11.3249,-0.3309,-1.2076,1.194,2.7759,-3.2397,10.415,12
-0.3677,0.8813,-1.9175,1.0048,0.9921,3.2317,11.3249,-0.3309,-1.2076,1.194,2.7759,-3.2397,10.415,13
-0.37,0.8813,-1.9175,1.0048,0.9921,3.2317,11.3249,-0.3309,-1.2076,1.194,2.7759,-3.2397,10.415,14
-0.3727,0.8754,-2.5488,1.2857,0.8292,3.5082,11.7624,-0.0858,-1.6925,0.9717,3.1525,-3.3148,10.9678,15
-0.3767,0.8754,-2.5488,1.2857,0.8292,3.5082,11.7624,-0.0858,-1.6925,0.9717,3.1525,-3.3148,10.9678,16
-0.3802,0.8754,-2.5488,1.2857,0.8292,3.5082,11.7624,-0.0858,-1.6925,0.9717,3.1525,-3.3148,10.9678,17
-0.3827,0.8984,-2.9974,1.3862,0.7722,3.8471,12.2096,0.0135,-2.1123,0.5754,3.5205,-3.3355,11.434,17
-0.3835,0.8984,-2.9974,1.3862,0.7722,3.8471,12.2096,0.0135,-2.1123,0.5754,3.5205,-3.3355,11.434,18
-0.3802,0.9426,-3.0229,1.3481,0.892,4.2351,12.7015,0.0202,-2.39,0.1673,3.5285,-3.3335,12.0251,19
-0.3757,0.9426,-3.0229,1.3481,0.892,4.2351,12.7015,0.0202,-2.39,0.1673,3.5285,-3.3335,12.0251,20
-0.3719,0.9846,-2.574,1.4231,1.1734,4.7102,13.0947,0.1712,-2.5588,0.0287,3.2175,-3.2067,12.7104,21
-0.3699,0.9846,-2.574,1.4231,1.1734,4.7102,13.0947,0.1712,-2.5588,0.0287,3.2175,-3.2067,12.7104,22
-0.3723,1.0329,-1.3057,1.9366,1.5566,5.2484,13.1181,0.5609,-2.4836,0.2056,2.9019,-2.8171,13.1331,23
-0.3764,1.0329,-1.3057,1.9366,1.5566,5.2484,13.1181,0.5609,-2.4836,0.2056,2.9019,-2.8171,13.1331,24
-0.3792,1.1264,0.9627,2.8998,1.9164,5.7474,12.7047,1.0001,-2.0629,0.5201,2.6982,-2.2008,13.0917,25
-0.3762,1.1264,0.9627,2.8998,1.9164,5.7474,12.7047,1.0001,-2.0629,0.5201,2.6982,-2.2008,13.0917,26
-0.3671,1.1264,0.9627,2.8998,1.9164,5.7474,12.7047,1.0001,-2.0629,0.5201,2.6982,-2.2008,13.0917,27
-0.3523,1.2144,2.9974,3.8686,1.9911,6.1864,12.1239,1.3175,-1.3988,0.8225,2.493,-1.5863,12.6972,28
-0.3343,1.2144,2.9974,3.8686,1.9911,6.1864,12.1239,1.3175,-1.3988,0.8225,2.493,-1.5863,12.6972,29
-0.3128,0.9385,2.9155,4.4331,1.5355,6.5069,11.6272,1.5722,-0.7145,1.1505,2.0578,-1.1427,12.0921,30
-0.2965,0.9385,2.9155,4.4331,1.5355,6.5069,11.6272,1.5722,-0.7145,1.1505,2.0578,-1.1427,12.0921,31
-0.28,0.1879,1.1271,4.6552,0.6879,6.5744,11.2767,1.7636,-0.2988,1.7555,1.3566,-0.843,11.4167,32
-0.2656,0.1879,1.1271,4.6552,0.6879,6.5744,11.2767,1.7636,-0.2988,1.7555,1.3566,-0.843,11.4167,33
-0.2522,0.1879,1.1271,4.6552,0.6879,6.5744,11.2767,1.7636,-0.2988,1.7555,1.3566,-0.843,11.4167,34
-0.2388,0.1879,1.1271,4.6552,0.6879,6.5744,11.2767,1.7636,-0.2988,1.7555,1.3566,-0.843,11.4167,35
-0.2243,0.1879,1.1271,4.6552,0.6879,6.5744,11.2767,1.7636,-0.2988,1.7555,1.3566,-0.843,11.4167,36
-0.2077,-0.5599,-0.0185,4.7497,-0.0912,6.4243,11.049,1.7779,-0.054,2.6977,0.8722,-0.6471,10.8814,37
-0.1912,-1.1088,-0.064,4.5451,-0.4832,6.134,10.8401,1.7106,0.5582,3.547,1.1023,-0.6232,10.4613,38
-0.1738,-1.1088,-0.064,4.5451,-0.4832,6.134,10.8401,1.7106,0.5582,3.547,1.1023,-0.6232,10.4613,39
-0.1555,-1.5567,-0.0834,3.7696,-0.4207,5.6491,10.4918,1.7179,1.7244,3.8126,1.925,-0.7642,9.8886,40
-0.138,-1.5567,-0.0834,3.7696,-0.4207,5.6491,10.4918,1.7179,1.7244,3.8126,1.925,-0.7642,9.8886,41
-0.1231,-1.5567,-0.0834,3.7696,-0.4207,5.6491,10.4918,1.7179,1.7244,3.8126,1.925,-0.7642,9.8886,42
-0.1061,-1.872,-0.4399,2.6223,0.0671,4.9933,9.9254,1.7643,3.0852,3.4557,2.7536,-0.897,9.1043,43
-0.092,-2.1226,-1.0969,1.562,0.7946,4.3305,9.217,1.7535,4.2473,2.8232,3.1964,-0.8768,8.3096,44
-0.0772,-2.1226,-1.0969,1.562,0.7946,4.3305,9.217,1.7535,4.2473,2.8232,3.1964,-0.8768,8.3096,45
-0.0637,-2.3623,-1.727,0.9123,1.4592,3.8083,8.5015,1.6042,5.004,2.2606,3.2603,-0.7196,7.7121,46
-0.0519,-2.3623,-1.727,0.9123,1.4592,3.8083,8.5015,1.6042,5.004,2.2606,3.2603,-0.7196,7.7121,47
-0.0418,-2.4227,-1.851,0.6903,1.8636,3.5064,7.8737,1.2361,5.2382,1.8903,3.0619,-0.5233,7.3876,48
-0.0318,-2.4227,-1.851,0.6903,1.8636,3.5064,7.8737,1.2361,5.2382,1.8903,3.0619,-0.5233,7.3876,49
-0.0222,-2.4227,-1.851,0.6903,1.8636,3.5064,7.8737,1.2361,5.2382,1.8903,3.0619,-0.5233,7.3876,50
-0.0108,-2.1317,-1.4679,0.6826,1.9847,3.4428,7.4344,0.6844,4.9532,1.6444,2.7569,-0.3542,7.2882,50
-0.0001,-1.5887,-1.0567,0.7088,1.949,3.5464,7.2983,0.0766,4.3031,1.4002,2.4848,-0.2558,7.4062,51
0.0139,-1.5887,-1.0567,0.7088,1.949,3.5464,7.2983,0.0766,4.3031,1.4002,2.4848,-0.2558,7.4062,52
0.0263,-1.0388,-0.9054,0.7172,1.9213,3.6957,7.4973,-0.4636,3.429,1.1398,2.284,-0.2645,7.7743,53
0.0396,-1.0388,-0.9054,0.7172,1.9213,3.6957,7.4973,-0.4636,3.429,1.1398,2.284,-0.2645,7.7743,54
0.0508,-0.602,-0.8168,0.7248,1.9672,3.8402,7.9498,-0.8295,2.4218,0.9671,2.1384,-0.3708,8.3221,55
0.0645,-0.602,-0.8168,0.7248,1.9672,3.8402,7.9498,-0.8295,2.4218,0.9671,2.1384,-0.3708,8.3221,56
0.0727,-0.2191,-0.5535,0.7428,2.0512,4.0111,8.5078,-1.0155,1.4027,0.9256,2.0694,-0.5081,8.9418,57
0.0795,-0.2191,-0.5535,0.7428,2.0512,4.0111,8.5078,-1.0155,1.4027,0.9256,2.0694,-0.5081,8.9418,58
0.0859,0.1903,-0.133,0.7773,2.1062,4.2666,9.0981,-1.1487,0.3999,0.9232,2.1319,-0.6065,9.5908,59
0.092,0.5433,0.2053,0.8026,2.0929,4.647,9.7415,-1.3348,-0.5985,0.8393,2.3407,-0.676,10.2654,60
0.1001,0.5433,0.2053,0.8026,2.0929,4.647,9.7415,-1.3348,-0.5985,0.8393,2.3407,-0.676,10.2654,61
0.1058,0.5433,0.2053,0.8026,2.0929,4.647,9.7415,-1.3348,-0.5985,0.8393,2.3407,-0.676,10.2654,62
0.1114,0.6949,0.2182,0.7178,2.0187,5.0689,10.4051,-1.5512,-1.4303,0.6043,2.6436,-0.7748,10.9286,63
0.1161,0.6949,0.2182,0.7178,2.0187,5.0689,10.4051,-1.5512,-1.4303,0.6043,2.6436,-0.7748,10.9286,64
0.1194,0.6287,-0.2121,0.3953,1.9376,5.3672,11.0018,-1.7182,-1.9179,0.2318,2.9292,-0.9501,11.489,65
0.121,0.4499,-1.0527,-0.1474,1.8966,5.4953,11.4812,-1.7754,-2.0546,-0.2396,3.0764,-1.1852,11.9022,66
