q,right_acc_x,right_acc_y,right_acc_z,right_ang_x,right_ang_y,right_ang_z,left_acc_x,left_acc_y,left_acc_z,left_ang_x,left_ang_y,left_ang_z,label
-0.1742,1.794,0.8821,2.115,1.1859,5.4408,11.2534,1.3883,0.8433,1.2812,3.9137,-0.5668,10.4283,35
-0.1633,1.2742,0.9408,2.0045,0.4095,5.2981,10.767,1.0827,0.4682,1.1914,3.1917,-0.3996,9.7359,36
-0.1529,1.2742,0.9408,2.0045,0.4095,5.2981,10.767,1.0827,0.4682,1.1914,3.1917,-0.3996,9.7359,37
-0.1441,0.7679,1.1928,1.5992,-0.0788,5.0554,10.2092,0.7022,0.5148,1.1102,2.8207,-0.3517,9.3065,38
-0.1346,0.7679,1.1928,1.5992,-0.0788,5.0554,10.2092,0.7022,0.5148,1.1102,2.8207,-0.3517,9.3065,39
-0.1263,0.258,1.0653,0.9796,0.0134,4.7334,9.6974,0.3919,0.9195,1.0051,2.7478,-0.4016,8.9999,40
-0.1158,0.258,1.0653,0.9796,0.0134,4.7334,9.6974,0.3919,0.9195,1.0051,2.7478,-0.4016,8.9999,41
-0.1065,-0.0843,1.0977,0.5032,0.6598,4.3213,9.3229,0.1068,1.4546,0.9303,2.8666,-0.5021,8.7229,42
-0.0972,-0.0843,1.0977,0.5032,0.6598,4.3213,9.3229,0.1068,1.4546,0.9303,2.8666,-0.5021,8.7229,43
-0.0857,-0.2317,1.2863,0.3318,1.4842,3.8954,9.0999,-0.2207,1.8924,0.9247,3.1052,-0.5984,8.475,44
-0.0762,-0.2317,1.2863,0.3318,1.4842,3.8954,9.0999,-0.2207,1.8924,0.9247,3.1052,-0.5984,8.475,44
-0.068,-0.2335,1.3396,0.3953,2.0435,3.6155,8.9886,-0.4496,2.1379,0.941,3.3944,-0.6484,8.3241,45
-0.0587,-0.2335,1.3396,0.3953,2.0435,3.6155,8.9886,-0.4496,2.1379,0.941,3.3944,-0.6484,8.3241,46
-0.0505,-0.1748,1.2289,0.5038,2.0875,3.5779,8.9775,-0.5163,2.1688,0.8667,3.654,-0.6572,8.3425,47
-0.0418,-0.1748,1.2289,0.5038,2.0875,3.5779,8.9775,-0.5163,2.1688,0.8667,3.654,-0.6572,8.3425,48
-0.0332,-0.1986,0.8421,0.4346,1.6961,3.7692,9.102,-0.6597,2.0647,0.6097,3.8352,-0.6411,8.5308,49
-0.0253,-0.1986,0.8421,0.4346,1.6961,3.7692,9.102,-0.6597,2.0647,0.6097,3.8352,-0.6411,8.5308,50
-0.0169,-0.4071,0.1109,0.0518,1.175,4.1172,9.3707,-0.9057,1.9643,0.1788,3.9444,-0.5839,8.8504,51
-0.0071,-0.4071,0.1109,0.0518,1.175,4.1172,9.3707,-0.9057,1.9643,0.1788,3.9444,-0.5839,8.8504,52
0.0021,-0.7406,-0.6517,-0.6003,0.8085,4.5074,9.6901,-1.0696,1.9256,-0.3317,3.9612,-0.4931,9.2294,53
0.0118,-0.7406,-0.6517,-0.6003,0.8085,4.5074,9.6901,-1.0696,1.9256,-0.3317,3.9612,-0.4931,9.2294,54
0.0185,-1.0718,-1.0973,-1.3307,0.7822,4.788,9.9543,-1.0817,1.9479,-0.8198,3.8501,-0.4259,9.5515,55
0.025,-1.0718,-1.0973,-1.3307,0.7822,4.788,9.9543,-1.0817,1.9479,-0.8198,3.8501,-0.4259,9.5515,56
0.0288,-1.3163,-1.2188,-1.9473,1.1305,4.8574,10.1444,-0.9578,1.9637,-1.2019,3.6362,-0.4377,9.7413,56
0.0332,-1.3163,-1.2188,-1.9473,1.1305,4.8574,10.1444,-0.9578,1.9637,-1.2019,3.6362,-0.4377,9.7413,57
0.0389,-1.442,-1.1325,-2.2883,1.6671,4.7616,10.2311,-0.8118,1.8165,-1.4299,3.4187,-0.5167,9.8516,58
0.0433,-1.442,-1.1325,-2.2883,1.6671,4.7616,10.2311,-0.8118,1.8165,-1.4299,3.4187,-0.5167,9.8516,59
0.0468,-1.442,-1.1325,-2.2883,1.6671,4.7616,10.2311,-0.8118,1.8165,-1.4299,3.4187,-0.5167,9.8516,60
0.0499,-1.5013,-0.9929,-2.3025,2.1205,4.6276,10.2147,-0.801,1.3951,-1.5297,3.3306,-0.6052,10.0009,61
0.0527,-1.5346,-1.0143,-2.1604,2.3271,4.5265,10.2222,-0.9669,0.7456,-1.5785,3.4169,-0.7036,10.2327,62
0.055,-1.5346,-1.0143,-2.1604,2.3271,4.5265,10.2222,-0.9669,0.7456,-1.5785,3.4169,-0.7036,10.2327,63
0.0574,-1.5346,-1.0143,-2.1604,2.3271,4.5265,10.2222,-0.9669,0.7456,-1.5785,3.4169,-0.7036,10.2327,64
0.0597,-1.4571,-1.1534,-2.0787,2.2702,4.4803,10.3552,-1.1991,0.0474,-1.6513,3.5874,-0.85,10.48,65
0.0616,-1.2198,-1.2589,-2.0811,2.0216,4.5155,10.5736,-1.3991,-0.5237,-1.8091,3.6969,-1.0207,10.6578,66
0.0618,-1.2198,-1.2589,-2.0811,2.0216,4.5155,10.5736,-1.3991,-0.5237,-1.8091,3.6969,-1.0207,10.6578,67
0.0616,-0.9467,-1.4471,-2.0536,1.6619,4.6456,10.8907,-1.6533,-0.9439,-2.0526,3.6649,-1.1892,10.8417,68
0.0609,-0.9467,-1.4471,-2.0536,1.6619,4.6456,10.8907,-1.6533,-0.9439,-2.0526,3.6649,-1.1892,10.8417,69
0.0585,-0.8024,-1.9451,-2.0207,1.2825,4.7733,11.4236,-2.054,-1.2682,-2.2941,3.5682,-1.453,11.1997,69
0.0515,-0.8024,-1.9451,-2.0207,1.2825,4.7733,11.4236,-2.054,-1.2682,-2.2941,3.5682,-1.453,11.1997,70
0.0374,-0.7858,-2.5979,-2.1623,1.0916,4.7115,12.0853,-2.3565,-1.4623,-2.4474,3.5029,-1.9013,11.6583,71
0.0198,-0.7858,-2.5979,-2.1623,1.0916,4.7115,12.0853,-2.3565,-1.4623,-2.4474,3.5029,-1.9013,11.6583,72
-0.001,-0.8038,-2.9041,-2.4362,1.2809,4.4008,12.5503,-2.1764,-1.5019,-2.4648,3.427,-2.4238,11.9032,73
-0.0212,-0.8038,-2.9041,-2.4362,1.2809,4.4008,12.5503,-2.1764,-1.5019,-2.4648,3.427,-2.4238,11.9032,74
-0.0401,-0.8038,-2.9041,-2.4362,1.2809,4.4008,12.5503,-2.1764,-1.5019,-2.4648,3.427,-2.4238,11.9032,75
-0.0587,-0.8038,-2.9041,-2.4362,1.2809,4.4008,12.5503,-2.1764,-1.5019,-2.4648,3.427,-2.4238,11.9032,76
-0.076,-0.896,-2.7863,-2.4424,1.6982,3.9115,12.6504,-1.5635,-1.6792,-2.2974,3.3262,-2.9207,11.8718,77
-0.102,-1.1274,-2.6376,-1.9412,1.9803,3.348,12.5197,-1.0032,-2.1955,-1.9849,3.3246,-3.3933,11.7883,78
-0.133,-1.1274,-2.6376,-1.9412,1.9803,3.348,12.5197,-1.0032,-2.1955,-1.9849,3.3246,-3.3933,11.7883,79
-0.1546,-1.1274,-2.6376,-1.9412,1.9803,3.348,12.5197,-1.0032,-2.1955,-1.9849,3.3246,-3.3933,11.7883,80
-0.1786,-1.4279,-2.4843,-1.1663,1.9101,2.8942,12.3014,-0.604,-2.4092,-1.7006,3.4052,-3.7217,11.6721,81
-0.2013,-1.5703,-1.9864,-0.4572,1.5219,2.6741,12.0533,-0.103,-1.7596,-1.4731,3.3804,-3.7444,11.4377,81
-0.2246,-1.5703,-1.9864,-0.4572,1.5219,2.6741,12.0533,-0.103,-1.7596,-1.4731,3.3804,-3.7444,11.4377,82
-0.2442,-1.2723,-0.9965,0.0045,1.0861,2.6527,11.7925,0.3836,-0.5885,-1.1148,3.2261,-3.4552,11.1213,83
-0.2659,-1.2723,-0.9965,0.0045,1.0861,2.6527,11.7925,0.3836,-0.5885,-1.1148,3.2261,-3.4552,11.1213,84
-0.2853,-0.5212,0.2832,0.2309,0.8804,2.7611,11.4867,0.6759,0.5807,-0.554,3.0311,-3.0054,10.7563,85
-0.3032,-0.5212,0.2832,0.2309,0.8804,2.7611,11.4867,0.6759,0.5807,-0.554,3.0311,-3.0054,10.7563,86
-0.32,0.3261,1.4175,0.3721,0.9857,2.92,11.1257,0.8924,1.3848,0.0992,2.8292,-2.5445,10.3214,87
-0.3384,0.3261,1.4175,0.3721,0.9857,2.92,11.1257,0.8924,1.3848,0.0992,2.8292,-2.5445,10.3214,88
-0.352,0.3261,1.4175,0.3721,0.9857,2.92,11.1257,0.8924,1.3848,0.0992,2.8292,-2.5445,10.3214,89
-0.3661,0.8489,2.1497,0.5492,1.3023,3.0323,10.681,1.1625,1.7315,0.7163,2.6756,-2.118,9.7817,90
-0.379,0.8489,2.1497,0.5492,1.3023,3.0323,10.681,1.1625,1.7315,0.7163,2.6756,-2.118,9.7817,91
-0.3923,0.8888,2.4916,0.7706,1.6403,3.0282,10.1116,1.4801,1.7723,1.1828,2.6483,-1.7595,9.1718,92
-0.4053,0.6841,2.5703,0.9871,1.8684,2.889,9.4812,1.7409,1.6222,1.4237,2.7511,-1.5321,8.5988,93
-0.4173,0.6841,2.5703,0.9871,1.8684,2.889,9.4812,1.7409,1.6222,1.4237,2.7511,-1.5321,8.5988,94
-0.4278,0.6841,2.5703,0.9871,1.8684,2.889,9.4812,1.7409,1.6222,1.4237,2.7511,-1.5321,8.5988,94
-0.4373,0.6462,2.5814,1.1539,1.9587,2.6485,8.9339,1.8579,1.3375,1.4566,2.9015,-1.4513,8.1613,95
-0.4452,0.9491,2.5684,1.212,1.9238,2.3855,8.5994,1.8207,0.9278,1.3704,3.0332,-1.4641,7.9117,96
-0.4505,0.9491,2.5684,1.212,1.9238,2.3855,8.5994,1.8207,0.9278,1.3704,3.0332,-1.4641,7.9117,97
-0.4539,1.4844,2.5324,1.1313,1.7989,2.2085,8.5407,1.6619,0.4663,1.2564,3.1664,-1.525,7.8476,98
-0.4568,1.4844,2.5324,1.1313,1.7989,2.2085,8.5407,1.6619,0.4663,1.2564,3.1664,-1.525,7.8476,99
-0.4584,2.0448,2.5496,0.9383,1.6416,2.1806,8.7204,1.455,0.1565,1.1678,3.3429,-1.6132,7.9049,0
-0.4584,2.0448,2.5496,0.9383,1.6416,2.1806,8.7204,1.455,0.1565,1.1678,3.3429,-1.6132,7.9049,1
-0.4577,2.0448,2.5496,0.9383,1.6416,2.1806,8.7204,1.455,0.1565,1.1678,3.3429,-1.6132,7.9049,2
-0.4559,2.448,2.5992,0.6908,1.4886,2.2745,9.0286,1.2847,0.1457,1.1166,3.5317,-1.6966,8.015,3
-0.4524,2.448,2.5992,0.6908,1.4886,2.2745,9.0286,1.2847,0.1457,1.1166,3.5317,-1.6966,8.015,4
-0.4465,2.612,2.59,0.4531,1.3234,2.4359,9.3694,1.1336,0.3977,1.0778,3.6696,-1.7613,8.1557,5
-0.4382,2.612,2.59,0.4531,1.3234,2.4359,9.3694,1.1336,0.3977,1.0778,3.6696,-1.7613,8.1557,6
-0.4261,2.526,2.282,0.2171,1.1258,2.6314,9.7682,0.882,0.7026,1.0195,3.7148,-1.8398,8.382,7
-0.413,2.526,2.282,0.2171,1.1258,2.6314,9.7682,0.882,0.7026,1.0195,3.7148,-1.8398,8.382,8
-0.3981,2.1828,1.3967,-0.0786,0.9154,2.8301,10.2766,0.509,0.7674,0.9354,3.6055,-1.9836,8.7905,9
-0.3853,2.1828,1.3967,-0.0786,0.9154,2.8301,10.2766,0.509,0.7674,0.9354,3.6055,-1.9836,8.7905,10
-0.3793,1.5567,-0.0102,-0.4159,0.7332,3.022,10.8599,0.1463,0.3643,0.8587,3.3146,-2.1872,9.3677,11
-0.3781,1.5567,-0.0102,-0.4159,0.7332,3.022,10.8599,0.1463,0.3643,0.8587,3.3146,-2.1872,9.3677,12
-0.3796,0.6615,-1.5288,-0.6367,0.6563,3.2533,11.4342,-0.0679,-0.5608,0.8346,2.9646,-2.3657,9.9715,13
-0.3807,0.6615,-1.5288,-0.6367,0.6563,3.2533,11.4342,-0.0679,-0.5608,0.8346,2.9646,-2.3657,9.9715,13
-0.3807,-0.3581,-2.6142,-0.5042,0.7417,3.4944,11.797,-0.0435,-1.8148,0.8449,2.7177,-2.4404,10.4023,14
-0.3807,-0.3581,-2.6142,-0.5042,0.7417,3.4944,11.797,-0.0435,-1.8148,0.8449,2.7177,-2.4404,10.4023,15
-0.3807,-1.2374,-3.16,0.0181,0.9151,3.6245,11.9182,-0.0158,-3.0325,0.8564,2.6407,-2.421,10.7591,16
-0.3801,-1.2374,-3.16,0.0181,0.9151,3.6245,11.9182,-0.0158,-3.0325,0.8564,2.6407,-2.421,10.7591,17
-0.3773,-1.2374,-3.16,0.0181,0.9151,3.6245,11.9182,-0.0158,-3.0325,0.8564,2.6407,-2.421,10.7591,18
-0.3733,-1.6666,-3.4897,0.5911,1.1149,3.7075,12.088,-0.3665,-3.8043,0.9326,2.8914,-2.4072,11.436,19
-0.3684,-1.6666,-3.4897,0.5911,1.1149,3.7075,12.088,-0.3665,-3.8043,0.9326,2.8914,-2.4072,11.436,20
-0.3638,-1.3894,-3.2613,0.9405,1.4458,3.9616,12.4114,-0.784,-3.6976,1.1077,3.5654,-2.4126,12.3201,21
-0.3613,-0.4649,-1.7698,1.2226,1.9083,4.4328,12.6729,-0.6441,-2.5495,1.2471,4.3013,-2.2746,12.9098,22
-0.3618,-0.4649,-1.7698,1.2226,1.9083,4.4328,12.6729,-0.6441,-2.5495,1.2471,4.3013,-2.2746,12.9098,23
-0.36,0.5968,0.3436,1.5786,2.264,4.9532,12.6904,-0.0844,-0.9441,1.2856,4.6598,-1.909,13.0804,24
-0.354,0.5968,0.3436,1.5786,2.264,4.9532,12.6904,-0.0844,-0.9441,1.2856,4.6598,-1.909,13.0804,25
-0.3417,1.2505,1.4593,1.8288,2.351,5.3436,12.5005,0.3391,0.2419,1.3242,4.546,-1.489,12.9388,26
-0.3255,1.2505,1.4593,1.8288,2.351,5.3436,12.5005,0.3391,0.2419,1.3242,4.546,-1.489,12.9388,27
-0.2989,1.4101,1.1138,1.9267,2.228,5.5169,12.2202,0.4772,0.6633,1.408,4.0113,-1.2075,12.5209,28
-0.2802,1.4101,1.1138,1.9267,2.228,5.5169,12.2202,0.4772,0.6633,1.408,4.0113,-1.2075,12.5209,29
-0.2599,1.3427,0.4309,2.1494,2.0123,5.5021,11.9363,0.4659,0.4408,1.5712,3.2498,-1.0427,11.9661,30
-0.2447,1.3427,0.4309,2.1494,2.0123,5.5021,11.9363,0.4659,0.4408,1.5712,3.2498,-1.0427,11.9661,31
-0.232,1.2024,0.5025,2.6309,1.7133,5.4153,11.6901,0.4156,-0.0968,1.923,2.7285,-0.9198,11.4581,32
-0.2214,1.2024,0.5025,2.6309,1.7133,5.4153,11.6901,0.4156,-0.0968,1.923,2.7285,-0.9198,11.4581,33
-0.2125,0.9385,1.2448,3.0594,1.3155,5.3068,11.4505,0.4328,-0.4391,2.4385,2.7778,-0.8559,11.0092,34
-0.2027,0.9385,1.2448,3.0594,1.3155,5.3068,11.4505,0.4328,-0.4391,2.4385,2.7778,-0.8559,11.0092,35
-0.1918,0.5739,2.0018,3.0146,0.9313,5.1192,11.1441,0.6044,-0.1388,2.8943,3.2368,-0.8593,10.5171,36
-0.1801,0.5739,2.0018,3.0146,0.9313,5.1192,11.1441,0.6044,-0.1388,2.8943,3.2368,-0.8593,10.5171,37
-0.1679,0.2907,2.452,2.4128,0.6987,4.8261,10.6833,0.8847,0.8802,3.085,3.7281,-0.8681,9.9053,38
-0.1555,0.2907,2.452,2.4128,0.6987,4.8261,10.6833,0.8847,0.8802,3.085,3.7281,-0.8681,9.9053,38
-0.1433,0.1901,2.4491,1.4813,0.6596,4.4953,10.0596,1.1111,2.354,2.9625,4.0031,-0.8093,9.2149,39
-0.1305,0.1839,2.0072,0.5182,0.7847,4.2235,9.4007,1.1449,3.8243,2.6304,3.9925,-0.6637,8.5754,40
-0.1184,0.1839,2.0072,0.5182,0.7847,4.2235,9.4007,1.1449,3.8243,2.6304,3.9925,-0.6637,8.5754,41
-0.1083,0.1616,1.4801,-0.2891,0.9749,4.0537,8.8356,0.9449,4.825,2.2309,3.7839,-0.4764,8.0974,42
-0.0978,0.1616,1.4801,-0.2891,0.9749,4.0537,8.8356,0.9449,4.825,2.2309,3.7839,-0.4764,8.0974,43
-0.0895,0.1135,1.076,-0.9358,1.0915,3.9642,8.4247,0.5402,5.1995,1.8212,3.5392,-0.3204,7.8365,44
-0.0796,0.1135,1.076,-0.9358,1.0915,3.9642,8.4247,0.5402,5.1995,1.8212,3.5392,-0.3204,7.8365,45
-0.0713,0.1738,0.8559,-1.4757,1.099,3.9284,8.1928,0.0015,5.1445,1.3943,3.3574,-0.2511,7.8049,46
-0.0631,0.1738,0.8559,-1.4757,1.099,3.9284,8.1928,0.0015,5.1445,1.3943,3.3574,-0.2511,7.8049,47
-0.0537,0.434,0.9087,-1.9313,1.1042,3.9385,8.1386,-0.5552,4.9476,0.9442,3.2561,-0.2851,7.9751,48
-0.0445,0.434,0.9087,-1.9313,1.1042,3.9385,8.1386,-0.5552,4.9476,0.9442,3.2561,-0.2851,7.9751,49
-0.0353,0.8188,1.2591,-2.293,1.2093,3.995,8.2438,-0.9702,4.7839,0.473,3.2115,-0.3861,8.2882,50
-0.0257,0.8188,1.2591,-2.293,1.2093,3.995,8.2438,-0.9702,4.7839,0.473,3.2115,-0.3861,8.2882,51
-0.0168,1.2161,1.8067,-2.5194,1.3951,4.0918,8.4697,-1.1277,4.624,-0.0006,3.1684,-0.4906,8.6683,52
-0.0069,1.2161,1.8067,-2.5194,1.3951,4.0918,8.4697,-1.1277,4.624,-0.0006,3.1684,-0.4906,8.6683,53
0.0057,1.5587,2.3132,-2.5589,1.5938,4.2228,8.7985,-1.1122,4.239,-0.433,3.0906,-0.5565,9.0459,54
0.0155,1.5587,2.3132,-2.5589,1.5938,4.2228,8.7985,-1.1122,4.239,-0.433,3.0906,-0.5565,9.0459,55
0.0247,1.7791,2.5472,-2.4255,1.7523,4.3927,9.2321,-1.1108,3.522,-0.81,3.0194,-0.5774,9.358,56
0.0326,1.7791,2.5472,-2.4255,1.7523,4.3927,9.2321,-1.1108,3.522,-0.81,3.0194,-0.5774,9.358,57
0.0391,1.7701,2.4386,-2.2398,1.7763,4.6405,9.724,-1.1965,2.7456,-1.1839,3.0015,-0.5475,9.5857,58
0.046,1.7701,2.4386,-2.2398,1.7763,4.6405,9.724,-1.1965,2.7456,-1.1839,3.0015,-0.5475,9.5857,59
0.0521,1.4062,2.1274,-2.1475,1.5355,4.995,10.1882,-1.3465,2.1572,-1.6029,2.9827,-0.4849,9.8055,60
0.0595,1.4062,2.1274,-2.1475,1.5355,4.995,10.1882,-1.3465,2.1572,-1.6029,2.9827,-0.4849,9.8055,61
0.0661,0.6485,1.6387,-2.2968,1.0707,5.3643,10.5626,-1.5274,1.7073,-2.0232,2.8878,-0.4586,10.1078,62
0.0737,0.6485,1.6387,-2.2968,1.0707,5.3643,10.5626,-1.5274,1.7073,-2.0232,2.8878,-0.4586,10.1078,63
0.0843,-0.299,0.7587,-2.7383,0.665,5.6081,10.8523,-1.6933,1.3449,-2.3508,2.7368,-0.5456,10.5116,63
0.0897,-0.299,0.7587,-2.7383,0.665,5.6081,10.8523,-1.6933,1.3449,-2.3508,2.7368,-0.5456,10.5116,64
0.0939,-1.079,-0.4126,-3.2951,0.5235,5.6832,11.0905,-1.7825,1.0891,-2.5553,2.6103,-0.7863,10.9426,65
0.0971,-1.079,-0.4126,-3.2951,0.5235,5.6832,11.0905,-1.7825,1.0891,-2.5553,2.6103,-0.7863,10.9426,66
0.098,-1.079,-0.4126,-3.2951,0.5235,5.6832,11.0905,-1.7825,1.0891,-2.5553,2.6103,-0.7863,10.9426,67
0.0967,-1.3935,-1.3839,-3.6978,0.5161,5.6712,11.379,-1.8536,0.9025,-2.696,2.5664,-1.1272,11.398,68
0.0924,-1.241,-2.0838,-3.9606,0.3313,5.6808,11.855,-2.0324,0.7949,-2.8301,2.639,-1.5933,12.0126,69
0.0798,-1.241,-2.0838,-3.9606,0.3313,5.6808,11.855,-2.0324,0.7949,-2.8301,2.639,-1.5933,12.0126,70
0.0605,-0.8756,-2.7799,-4.4233,-0.0349,5.6431,12.4389,-2.139,0.9518,-3.0407,2.7899,-2.2814,12.6176,71
0.0328,-0.8756,-2.7799,-4.4233,-0.0349,5.6431,12.4389,-2.139,0.9518,-3.0407,2.7899,-2.2814,12.6176,72
0.0031,-0.5626,-3.3736,-5.1012,-0.217,5.354,12.8027,-1.8919,1.3037,-3.4231,2.8173,-3.0029,12.7753,73
-0.0249,-0.5626,-3.3736,-5.1012,-0.217,5.354,12.8027,-1.8919,1.3037,-3.4231,2.8173,-3.0029,12.7753,74
-0.0497,-0.3922,-3.6634,-5.5382,-0.0733,4.7388,12.7209,-1.4625,1.2623,-3.8512,2.5837,-3.5184,12.4815,75
-0.0756,-0.3922,-3.6634,-5.5382,-0.0733,4.7388,12.7209,-1.4625,1.2623,-3.8512,2.5837,-3.5184,12.4815,76
-0.0991,-0.3922,-3.6634,-5.5382,-0.0733,4.7388,12.7209,-1.4625,1.2623,-3.8512,2.5837,-3.5184,12.4815,77
-0.125,-0.1831,-3.5606,-5.4144,0.2351,3.9754,12.3493,-1.1953,0.5145,-4.1305,2.2397,-3.8655,12.1066,78
-0.1503,-0.1831,-3.5606,-5.4144,0.2351,3.9754,12.3493,-1.1953,0.5145,-4.1305,2.2397,-3.8655,12.1066,79
-0.1742,0.084,-3.0268,-4.7748,0.4772,3.3957,11.9674,-1.067,-0.4688,-4.3369,1.952,-4.0641,11.7957,80
-0.1992,0.1197,-2.2337,-3.9089,0.4178,3.1907,11.6673,-0.8547,-1.2027,-4.6012,1.6962,-4.0314,11.4893,81
-0.2248,0.1197,-2.2337,-3.9089,0.4178,3.1907,11.6673,-0.8547,-1.2027,-4.6012,1.6962,-4.0314,11.4893,82
-0.251,-0.1533,-1.5016,-3.2405,0.1176,3.2648,11.4048,-0.4173,-1.5676,-4.8032,1.4822,-3.8235,11.1907,83
