-0.312638	-0.317700	1.942600	-1.253200	-4.321800	1.462000	3.543000	10.680300
-0.324066	-0.327000	1.942600	-1.253200	-4.321800	1.462000	3.543000	10.680300
-0.334606	-0.335600	2.168700	-0.438200	-4.170600	1.698900	3.463200	10.498100
-0.344634	-0.344900	2.168700	-0.438200	-4.170600	1.698900	3.463200	10.498100
-0.353511	-0.353600	2.272700	0.262200	-3.911500	1.750900	3.383400	10.203000
-0.361365	-0.360400	2.272700	0.262200	-3.911500	1.750900	3.383400	10.203000
-0.367962	-0.369000	2.405300	0.840200	-3.605500	1.687300	3.352000	9.913400
-0.373309	-0.375000	2.405300	0.840200	-3.605500	1.687300	3.352000	9.913400
-0.377521	-0.380800	2.405300	0.840200	-3.605500	1.687300	3.352000	9.913400
-0.380604	-0.384800	2.574200	1.229800	-3.276900	1.554300	3.395400	9.734800
-0.382687	-0.386500	2.574200	1.229800	-3.276900	1.554300	3.395400	9.734800
-0.384247	-0.386500	2.664200	1.347300	-2.875600	1.411000	3.510000	9.706900
-0.385207	-0.386100	2.664200	1.347300	-2.875600	1.411000	3.510000	9.706900
-0.385500	-0.385800	2.526200	1.182800	-2.353800	1.316400	3.663800	9.794100
-0.385226	-0.385100	2.526200	1.182800	-2.353800	1.316400	3.663800	9.794100
-0.384461	-0.383200	2.086900	0.850600	-1.735700	1.303700	3.782200	9.923200
-0.382581	-0.376100	1.435700	0.541800	-1.039600	1.360000	3.797400	10.016700
-0.377795	-0.366400	1.435700	0.541800	-1.039600	1.360000	3.797400	10.016700
-0.370175	-0.356200	0.751200	0.332200	-0.252100	1.429300	3.692800	10.026800
-0.358142	-0.341900	0.751200	0.332200	-0.252100	1.429300	3.692800	10.026800
-0.344396	-0.326800	0.198600	0.172200	0.588900	1.466900	3.524900	9.982300
-0.328864	-0.311500	0.198600	0.172200	0.588900	1.466900	3.524900	9.982300
-0.315651	-0.299300	-0.120100	0.012500	1.373800	1.451300	3.410800	9.972000
-0.303934	-0.288400	-0.120100	0.012500	1.373800	1.451300	3.410800	9.972000
-0.296138	-0.282700	-0.181700	-0.142100	2.003100	1.382000	3.424300	10.066000
-0.290666	-0.281600	-0.181700	-0.142100	2.003100	1.382000	3.424300	10.066000
-0.288428	-0.283300	0.009900	-0.241000	2.425700	1.277900	3.546400	10.279900
-0.288144	-0.285800	0.009900	-0.241000	2.425700	1.277900	3.546400	10.279900
-0.289468	-0.289400	0.009900	-0.241000	2.425700	1.277900	3.546400	10.279900
-0.291138	-0.293700	0.405600	-0.238200	2.642100	1.177000	3.742300	10.582000
-0.292692	-0.299300	0.405600	-0.238200	2.642100	1.177000	3.742300	10.582000
-0.293478	-0.304900	0.873600	-0.163400	2.731100	1.120600	3.970200	10.927800
-0.293935	-0.308600	0.873600	-0.163400	2.731100	1.120600	3.970200	10.927800
-0.293407	-0.309600	1.283200	-0.109300	2.811400	1.099100	4.183200	11.288700
-0.292673	-0.307000	1.283200	-0.109300	2.811400	1.099100	4.183200	11.288700
-0.291436	-0.301700	1.588100	-0.119100	2.968400	1.085400	4.432000	11.654100
-0.290342	-0.294600	1.588100	-0.119100	2.968400	1.085400	4.432000	11.654100
-0.289344	-0.286300	1.784500	-0.189100	3.240900	1.092400	4.828900	12.035400
-0.288495	-0.277300	1.804800	-0.310500	3.610600	1.128000	5.405700	12.463500
-0.287412	-0.274200	1.804800	-0.310500	3.610600	1.128000	5.405700	12.463500
-0.286312	-0.275400	1.530700	-0.383200	3.998900	1.186500	6.060700	12.890000
-0.283810	-0.277100	1.530700	-0.383200	3.998900	1.186500	6.060700	12.890000
-0.280960	-0.279000	0.928900	-0.158300	4.341100	1.306600	6.600300	13.125700
-0.275922	-0.276100	0.928900	-0.158300	4.341100	1.306600	6.600300	13.125700
-0.270342	-0.269700	0.038000	0.412100	4.614700	1.511100	6.857000	12.936500
-0.261719	-0.257600	0.038000	0.412100	4.614700	1.511100	6.857000	12.936500
-0.252646	-0.243300	-1.051000	1.139000	4.863900	1.702700	6.769300	12.185900
-0.240020	-0.230000	-1.051000	1.139000	4.863900	1.702700	6.769300	12.185900
-0.227726	-0.210800	-2.131000	1.999100	5.188200	1.707000	6.414500	11.007200
-0.214092	-0.198100	-2.131000	1.999100	5.188200	1.707000	6.414500	11.007200
-0.203034	-0.185100	-3.008900	2.711400	5.556500	1.409400	6.000500	9.765300
-0.192991	-0.176000	-3.008900	2.711400	5.556500	1.409400	6.000500	9.765300
-0.184659	-0.167800	-3.564500	2.871900	5.773400	0.847700	5.743700	8.824100
-0.176881	-0.161900	-3.564500	2.871900	5.773400	0.847700	5.743700	8.824100
-0.169399	-0.156600	-3.677100	2.551200	5.642300	0.189400	5.716400	8.428000
-0.161775	-0.150800	-3.677100	2.551200	5.642300	0.189400	5.716400	8.428000
-0.153801	-0.143900	-3.291000	2.037500	5.105300	-0.331800	5.806100	8.599600
-0.145582	-0.136900	-3.291000	2.037500	5.105300	-0.331800	5.806100	8.599600
-0.137649	-0.127700	-2.516500	1.625000	4.281400	-0.511400	5.833300	9.117000
-0.129226	-0.116700	-2.516500	1.625000	4.281400	-0.511400	5.833300	9.117000
-0.120991	-0.103500	-1.609900	1.455200	3.348300	-0.318900	5.714100	9.662300
-0.111320	-0.093200	-0.874400	1.405600	2.431800	0.065600	5.525600	9.994900
-0.100299	-0.083400	-0.874400	1.405600	2.431800	0.065600	5.525600	9.994900
-0.089813	-0.074600	-0.486100	1.392800	1.620100	0.390600	5.378100	10.026600
-0.079109	-0.063400	-0.486100	1.392800	1.620100	0.390600	5.378100	10.026600
-0.069277	-0.054900	-0.338800	1.535000	0.965700	0.501800	5.282500	9.798900
-0.060295	-0.046900	-0.338800	1.535000	0.965700	0.501800	5.282500	9.798900
-0.052520	-0.040000	-0.229300	1.687500	0.433300	0.409100	5.202100	9.463000
-0.045536	-0.032800	-0.229300	1.687500	0.433300	0.409100	5.202100	9.463000
-0.039521	-0.026100	-0.054200	1.588300	-0.026600	0.276100	5.103700	9.193400
-0.033263	-0.020500	-0.054200	1.588300	-0.026600	0.276100	5.103700	9.193400
-0.027561	-0.014000	-0.054200	1.588300	-0.026600	0.276100	5.103700	9.193400
-0.022740	-0.008900	0.225400	1.368200	-0.385500	0.273900	4.994600	9.074700
-0.016740	-0.003300	0.555000	1.213200	-0.593000	0.405500	4.940400	9.105000
-0.008813	0.003100	0.555000	1.213200	-0.593000	0.405500	4.940400	9.105000
-0.001173	0.010900	0.792600	1.134100	-0.654700	0.559000	4.984800	9.234800
0.007116	0.017600	0.792600	1.134100	-0.654700	0.559000	4.984800	9.234800
0.014931	0.024600	0.853000	1.061300	-0.651000	0.648600	5.094000	9.387000
0.023249	0.032900	0.853000	1.061300	-0.651000	0.648600	5.094000	9.387000
0.031296	0.040000	0.802800	0.904800	-0.698400	0.704400	5.185100	9.488200
0.039825	0.048000	0.802800	0.904800	-0.698400	0.704400	5.185100	9.488200
0.048011	0.055500	0.802800	0.904800	-0.698400	0.704400	5.185100	9.488200
0.055379	0.064100	0.784400	0.670900	-0.904000	0.895000	5.210300	9.510200
0.062854	0.070900	0.860800	0.471700	-1.309500	1.348600	5.209500	9.500100
0.070641	0.077700	0.860800	0.471700	-1.309500	1.348600	5.209500	9.500100
0.077914	0.085300	0.962900	0.425700	-1.829100	1.956700	5.264900	9.540900
0.084848	0.092300	0.962900	0.425700	-1.829100	1.956700	5.264900	9.540900
0.091352	0.098900	1.103700	0.539200	-2.284500	2.404000	5.412200	9.683800
0.097377	0.105400	1.103700	0.539200	-2.284500	2.404000	5.412200	9.683800
0.103322	0.108900	1.201800	0.678100	-2.521000	2.423800	5.605400	9.916100
0.108307	0.110700	1.201800	0.678100	-2.521000	2.423800	5.605400	9.916100
0.113199	0.111100	0.933600	0.659300	-2.496700	2.015500	5.783900	10.179500
0.116624	0.111200	0.933600	0.659300	-2.496700	2.015500	5.783900	10.179500
0.119456	0.111500	0.345500	0.401700	-2.283800	1.384800	5.907400	10.404200
0.120596	0.112800	0.345500	0.401700	-2.283800	1.384800	5.907400	10.404200
0.120757	0.115100	-0.231500	-0.032200	-1.990200	0.747100	5.951100	10.540600
0.120211	0.118600	-0.231500	-0.032200	-1.990200	0.747100	5.951100	10.540600
0.119075	0.122600	-0.231500	-0.032200	-1.990200	0.747100	5.951100	10.540600
0.117790	0.126000	-0.700600	-0.587600	-1.675600	0.204200	5.937100	10.625000
0.116954	0.127900	-0.700600	-0.587600	-1.675600	0.204200	5.937100	10.625000
0.115591	0.128300	-1.090300	-1.300200	-1.406800	-0.213800	5.916600	10.773800
0.115003	0.128000	-1.090300	-1.300200	-1.406800	-0.213800	5.916600	10.773800
0.113719	0.126900	-1.390000	-2.181100	-1.323700	-0.462700	5.895400	11.052100
0.113560	0.126000	-1.390000	-2.181100	-1.323700	-0.462700	5.895400	11.052100
0.111872	0.123800	-1.535100	-3.110500	-1.491600	-0.461500	5.822100	11.423400
0.109777	0.119000	-1.535100	-3.110500	-1.491600	-0.461500	5.822100	11.423400
0.104769	0.109900	-1.535100	-3.110500	-1.491600	-0.461500	5.822100	11.423400
0.096955	0.097400	-1.462900	-3.905900	-1.823300	-0.178900	5.697100	11.835600
0.086685	0.082300	-1.246400	-4.355300	-2.173900	0.263600	5.561300	12.169600
0.072171	0.060900	-1.246400	-4.355300	-2.173900	0.263600	5.561300	12.169600
0.054694	0.039900	-1.084300	-4.246400	-2.388200	0.667700	5.361900	12.187200
0.033215	0.017000	-1.084300	-4.246400	-2.388200	0.667700	5.361900	12.187200
0.011752	-0.009300	-1.121200	-3.568900	-2.367900	0.878800	5.013300	11.742100
-0.011969	-0.034700	-1.121200	-3.568900	-2.367900	0.878800	5.013300	11.742100
-0.034262	-0.055800	-1.340100	-2.634500	-2.189400	0.791500	4.519400	10.956800
-0.058678	-0.080400	-1.340100	-2.634500	-2.189400	0.791500	4.519400	10.956800
-0.081917	-0.100100	-1.607900	-1.979600	-2.097700	0.402900	3.956900	10.121600
-0.106010	-0.125300	-1.607900	-1.979600	-2.097700	0.402900	3.956900	10.121600
-0.129200	-0.147400	-1.607900	-1.979600	-2.097700	0.402900	3.956900	10.121600
-0.151791	-0.167700	-1.671800	-1.869500	-2.275600	-0.061700	3.455400	9.514000
-0.174903	-0.188300	-1.671800	-1.869500	-2.275600	-0.061700	3.455400	9.514000
-0.196214	-0.209700	-1.245000	-1.964100	-2.673400	-0.280600	3.162400	9.323500
-0.216631	-0.227800	-1.245000	-1.964100	-2.673400	-0.280600	3.162400	9.323500
-0.233783	-0.244800	-0.345100	-1.856700	-3.131300	-0.125900	3.142900	9.564600
-0.249747	-0.258300	-0.345100	-1.856700	-3.131300	-0.125900	3.142900	9.564600
-0.262760	-0.270400	0.701500	-1.450700	-3.529600	0.315600	3.326200	10.030900
-0.275608	-0.282700	0.701500	-1.450700	-3.529600	0.315600	3.326200	10.030900
-0.286844	-0.294400	1.557000	-0.776100	-3.782500	0.901300	3.557700	10.453600
-0.298735	-0.304500	1.557000	-0.776100	-3.782500	0.901300	3.557700	10.453600
-0.309953	-0.313500	2.038500	0.091900	-3.823100	1.469800	3.714900	10.647200
-0.321719	-0.323400	2.038500	0.091900	-3.823100	1.469800	3.714900	10.647200
-0.333117	-0.332000	2.150700	0.986400	-3.663300	1.816600	3.770900	10.554000
-0.344393	-0.340600	2.150700	0.986400	-3.663300	1.816600	3.770900	10.554000
-0.354719	-0.349800	2.037500	1.720000	-3.393200	1.826900	3.756500	10.263900
-0.363836	-0.357800	2.037500	1.720000	-3.393200	1.826900	3.756500	10.263900
-0.371530	-0.365900	1.903500	2.220600	-3.105200	1.597300	3.710500	9.944800
-0.377612	-0.372300	1.903500	2.220600	-3.105200	1.597300	3.710500	9.944800
-0.382386	-0.378700	1.877300	2.582100	-2.843800	1.300400	3.677300	9.727600
-0.385807	-0.383500	1.877300	2.582100	-2.843800	1.300400	3.677300	9.727600
-0.388346	-0.386200	1.931100	2.801600	-2.592800	1.046900	3.700300	9.666300
-0.390088	-0.387700	1.931100	2.801600	-2.592800	1.046900	3.700300	9.666300
-0.391435	-0.388300	1.934900	2.646700	-2.304100	0.893300	3.783500	9.753700
-0.392263	-0.388200	1.934900	2.646700	-2.304100	0.893300	3.783500	9.753700
-0.392674	-0.388100	1.766100	2.132000	-1.933100	0.848800	3.878700	9.911700
