right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_chest_ang_x,right_chest_ang_y,right_chest_ang_z,right_chest_acc_x,right_chest_acc_y,right_chest_acc_z,left_chest_ang_x,left_chest_ang_y,left_chest_ang_z,left_chest_acc_x,left_chest_acc_y,left_chest_acc_z,,,,Label
-0.0866,0.5871,-0.1671,-1.5515,0.157,2.3686,-0.2512,-0.6829,9.3838,1.7891,-3.751,-0.3216,0.0849,-8.8048,1.7717,-2.261,-2.0092,-2.1544,0.5488,-8.9061,-2.3814,-0.639,0.90288,0,1698651226,35
-0.0789,0.6404,-0.183,-1.5418,0.0523,2.3667,-0.2559,-0.8305,9.6633,1.6735,-3.7822,-0.2365,0.0467,-8.9659,1.829,-2.2693,-2.123,-2.0749,0.5502,-9.132,-2.4269,-0.5642,0.922754,0,1698651226,36
-0.0714,0.6791,-0.1973,-1.5485,0.0707,2.3242,-0.2843,-1.0524,9.9058,1.5741,-3.7341,-0.121,0.0247,-9.1215,1.8745,-2.2729,-2.1918,-2.0984,0.6118,-9.3505,-2.5004,-0.4847,0.934967,0,1698651226,37
-0.0643,0.6916,-0.2109,-1.4662,-0.0394,2.2819,-0.3089,-1.2622,9.888,1.5377,-3.5944,-0.0023,0.0119,-9.3017,1.9537,-2.2829,-2.1992,-2.1575,0.6827,-9.5232,-2.5824,-0.3987,0.936921,0,1698651226,38
-0.0579,0.652,-0.2237,-1.3921,-0.1505,2.197,-0.3715,-1.3725,9.8991,1.5073,-3.4219,0.1087,0.0087,-9.4543,1.9904,-2.3203,-2.13,-2.2299,0.7394,-9.6583,-2.7027,-0.3003,0.927229,0,1698651226,38
-0.0527,0.5861,-0.2357,-1.3664,-0.08,2.0263,-0.5045,-1.4988,10.1228,1.4295,-3.2343,0.2145,0.0097,-9.5792,1.9454,-2.3309,-2.1989,-2.448,0.821,-9.7435,-2.8501,-0.1801,0.903546,0,1698651226,39
-0.048,0.5472,-0.2478,-1.3478,-0.0482,1.8085,-0.693,-1.6132,10.2934,1.3415,-2.9974,0.3478,0.0156,-9.6906,1.8955,-2.2579,-2.2056,-2.8032,0.9278,-9.7568,-2.958,-0.0653,0.84898,0,1698651226,40
-0.0439,0.5074,-0.2595,-1.3315,0.0157,1.5583,-0.9272,-1.6261,10.3508,1.2667,-2.7018,0.5144,0.0193,-9.7424,1.8217,-2.1552,-2.0096,-3.0961,1.0151,-9.6808,-3.0359,0.0682,0.744575,0,1698651226,40
-0.0406,0.4487,-0.2702,-1.2779,0.1028,1.2694,-1.1764,-1.6591,10.3788,1.2314,-2.3452,0.6932,0.0136,-9.7412,1.7419,-2.0402,-1.9324,-3.114,1.0419,-9.3785,-3.0905,0.0904,0.616418,0,1698651226,41
-0.0383,0.385,-0.2803,-1.2311,0.1457,0.9803,-1.4364,-1.7479,10.4067,1.1644,-1.9455,0.8875,0.0118,-9.6861,1.666,-1.9124,-1.7745,-3.3163,1.0969,-9.1103,-3.1238,0.1263,0.497389,0,1698651226,42
-0.037,0.3217,-0.2896,-1.1718,0.1288,0.9227,-1.6998,-1.7986,10.5597,1.038,-1.6077,1.0563,-0.0143,-9.6125,1.5999,-1.7901,-1.5342,-3.5015,1.114,-8.9172,-3.1356,0.3058,0.397944,0,1698651226,43
-0.0358,0.2891,-0.2984,-1.1243,0.0926,0.8055,-1.964,-1.7988,10.5777,0.934,-1.4051,1.1951,-0.1045,-9.5101,1.5464,-1.7015,-1.391,-3.9129,1.2926,-8.7339,-3.0618,0.4572,0.312745,0,1698651226,43
-0.0341,0.2688,-0.3069,-1.1115,0.1566,0.435,-2.1922,-1.809,10.358,0.8842,-1.2902,1.3123,-0.2649,-9.3526,1.5134,-1.6552,-1.3659,-4.2989,1.3623,-8.7243,-2.9048,0.5356,0.142683,0,1698651226,44
-0.0316,0.2588,-0.3148,-1.0509,0.2224,0.1217,-2.3831,-1.7868,9.906,0.9073,-1.265,1.3411,-0.5062,-9.1896,1.5252,-1.6098,-1.5176,-3.8293,1.0713,-8.4942,-2.8048,0.4764,-0.097913,0,1698651226,45
-0.0286,0.2564,-0.3218,-0.9808,0.2634,-0.1055,-2.516,-1.6883,9.4213,0.9244,-1.2973,1.3583,-0.7541,-9.0296,1.5378,-1.5695,-1.5818,-3.3418,0.8121,-8.2353,-2.728,0.4609,-0.299096,0,1698651226,45
-0.0255,0.2648,-0.328,-0.8938,0.2756,-0.3357,-2.5852,-1.5725,9.2035,0.9141,-1.3046,1.3726,-0.9084,-8.8604,1.5334,-1.5457,-1.4979,-2.9341,0.5698,-8.1344,-2.66,0.4756,-0.45558,0,1698651226,46
-0.0225,0.2569,-0.3328,-0.7999,0.1308,-0.5349,-2.5835,-1.5172,8.9981,0.8958,-1.3366,1.2362,-1.0086,-8.7042,1.5255,-1.5227,-1.4881,-2.8851,0.4498,-8.0649,-2.6825,0.5493,-0.577133,0,1698651226,47
-0.0201,0.229,-0.3363,-0.7137,0.0695,-0.6726,-2.4893,-1.4952,9.0488,0.7954,-1.3802,0.988,-1.0787,-8.5935,1.5338,-1.4973,-1.5307,-2.7209,0.3208,-8.1456,-2.6511,0.884,-0.671546,0,1698651226,48
-0.0178,0.2302,-0.3395,-0.6327,0.1386,-0.8401,-2.3659,-1.5291,9.1516,0.7151,-1.3673,0.6589,-1.106,-8.5137,1.5471,-1.508,-1.4565,-2.03,0.1243,-8.1834,-2.6115,0.9627,-0.74488,0,1698651226,48
-0.0144,0.2673,-0.3432,-0.5616,-0.2496,-1.0591,-2.1655,-1.5324,9.3262,0.414,-1.449,0.0298,-1.189,-8.4188,1.663,-1.4877,-1.034,-0.8315,-0.1874,-8.1733,-2.527,0.8136,-0.801841,0,1698651226,49
-0.0098,0.3083,-0.3466,-0.4868,-0.3385,-1.1429,-2.0215,-1.5706,9.2743,0.3031,-1.471,0.1063,-1.1805,-8.4029,1.778,-1.4589,-0.8107,-0.5301,-0.2176,-8.2568,-2.4557,0.8412,-0.844265,0,1698651226,50
